outcome,focal_variable,auxiliary_variable,covariate_a
0.4826,0.4922,0,-1.0127
0.3313,0.4701,1,-0.6474
-0.0746,0.0504,1,0.2575
0.7426,1.1642,1,1.413
0.6311,0.8642,0,-1.0836
-0.3886,-0.1319,0,-0.0813
0.4833,0.881,1,-0.1353
0.3727,0.5987,1,1.4709
0.1225,0.2834,0,0.9084
-0.2654,0.3819,1,-1.0644
0.5959,1.1632,1,0.8355
0.3443,0.7199,1,-0.2963
0.673,0.4872,0,0.279
-0.0342,0.0886,1,-1.2953
0.7626,0.9844,1,-2.0573
-0.0217,-0.1854,0,-0.3054
-0.9587,-0.1339,1,-1.006
-0.1494,0.0408,0,-0.1975
0.6822,0.9233,1,-0.682
0.4847,1.047,1,0.0479
-0.4025,-0.2512,0,0.2496
1.1332,0.9865,1,0.7408
1.2971,0.9026,0,0.7307
-1.224,-1.2394,0,1.3356
-0.1125,0.2438,0,0.1004
0.5253,0.2264,0,-1.2617
1.2742,0.9964,0,1.0166
0.1922,-0.4438,0,0.2833
0.7086,0.9966,1,0.7958
1.7927,1.3726,1,0.8391
-0.086,0.2446,0,-0.2761
0.3949,0.249,1,-0.2907
0.1838,0.5153,0,2.0472
-0.1075,-0.1306,1,-1.3297
-0.3484,0.3216,1,-0.4684
-0.7416,-0.3575,1,0.8805
0.2384,0.669,0,-0.1973
1.2014,0.9563,1,-0.5787
-1.3108,-0.9419,0,0.8205
-0.0956,0.2718,1,1.3924
-0.1017,0.2771,1,0.1798
0.6964,0.3018,0,-1.5782
0.037,0.0073,0,0.1229
0.6748,0.9057,1,0.4197
-0.4075,-0.1966,0,-1.0396
0.4792,0.204,0,1.5519
0.4158,0.2689,1,0.5575
1.4547,1.2978,1,-0.9933
-0.6277,-0.4972,0,0.5773
-0.5947,-0.4484,1,0.5577
-0.8082,-0.3773,0,-0.6264
1.1449,1.3302,1,-1.2845
-1.4837,-0.8452,0,-0.2908
-1.5444,-0.9129,0,-0.6429
0.8726,0.7276,1,0.27
-0.4758,0.0211,0,-0.2827
-0.9007,0.8239,1,0.507
-0.6753,-0.1619,0,0.2399
-0.1537,0.8703,1,0.7751
2.6908,1.7996,1,0.6068
-0.9228,-0.5496,0,1.0281
0.4445,1.4394,1,-0.8878
-0.2996,0.0431,1,1.0824
0.0822,-0.3077,0,1.9899
0.816,0.626,0,1.2536
0.6274,0.3158,1,-1.515
1.6866,1.0816,0,1.6855
-0.3984,-0.0338,1,0.7908
-1.5893,-0.2023,1,1.0434
0.3671,0.5392,1,-0.8195
0.2872,-0.146,0,-1.4784
-0.6542,-0.2484,0,1.5054
-1.0591,-0.5824,0,-0.4868
-0.1574,0.1406,1,-0.8497
0.5516,0.963,1,-1.5973
0.5594,0.1149,0,-1.766
0.7844,1.1197,1,0.0006
-0.7364,-0.179,1,0.9268
-1.6887,-0.9973,0,0.304
-0.23,-0.099,0,-0.143
0.6329,0.6688,1,1.3655
-1.0294,-0.2103,1,1.5061
1.6426,0.9136,0,-0.9369
-0.1649,-0.6803,0,0.1928
1.1597,0.4325,0,0.1278
1.6218,0.8487,0,-0.3129
-1.7673,-1.2052,0,0.4679
0.3731,0.2243,1,1.4909
2.0028,0.8816,0,-2.0201
-0.2933,0.074,1,0.2344
1.4751,0.4614,0,0.1492
0.6013,0.8457,1,-0.2446
-0.1054,-0.0905,0,0.7683
-0.1478,0.0994,0,-0.2671
-1.4015,-0.8613,0,-0.7283
-0.8304,0.5984,1,0.7967
0.8951,1.1337,1,-1.2664
-0.1682,-0.5032,0,-0.6997
0.4376,-0.007,0,-0.8436
0.8352,0.5376,1,1.6977
1.5648,1.5632,1,0.1475
0.768,0.6508,1,-1.3836
-0.3583,0.3745,0,0.2538
0.5973,0.5525,1,-1.1269
0.0832,0.0567,0,0.2845
-0.7834,-0.1497,0,-1.3392
0.6443,1.3199,1,-1.5319
-0.3525,0.1753,0,0.7135
-0.122,0.5912,1,-0.6286
-1.0179,-0.3236,0,1.2582
-0.1035,0.1841,1,-2.2071
1.0946,1.0168,0,0.5779
0.772,0.656,0,-0.492
0.0672,0.3282,1,0.7341
1.6008,1.5131,1,-0.4212
0.5436,1.1715,1,0.6111
-0.2765,0.09,0,-0.2774
0.0708,-0.1937,0,0.0975
0.4831,-0.0187,0,1.3115
-0.0707,0.1288,0,0.0577
-0.0963,-0.0497,0,-0.6259
1.1753,0.8559,1,-0.9556
1.493,1.5029,1,0.4883
-0.1184,0.4044,1,1.1233
0.7578,0.5052,1,0.6688
-0.853,-0.395,0,1.7426
0.3167,0.0006,1,0.2951
0.8742,0.3274,0,-0.5614
-0.6134,0.3335,1,1.3643
0.7518,0.2865,0,-1.3467
0.2016,0.0007,0,-0.806
0.9785,0.8442,1,0.078
-0.0486,0.8934,1,-1.0238
1.0193,0.8679,0,0.5402
-0.4992,0.1619,1,-0.4319
-0.7144,-0.1971,0,1.0578
0.285,0.38,1,0.4887
0.1797,0.447,1,1.8946
1.0925,1.0821,1,-1.7649
1.846,1.4383,0,0.4724
-0.3331,-0.5102,0,0.1322
0.1891,0.1326,0,0.1221
1.6402,1.3135,0,-0.4172
2.2871,1.6934,1,0.3266
0.39,0.2189,1,-1.9709
0.4748,0.4824,0,-2.0043
-0.862,-0.4069,1,-0.8315
-0.7725,-0.1845,1,-2.0117
-1.6079,-0.7733,1,0.3832
-0.0192,-0.0113,0,-1.0015
1.0888,0.4479,0,-0.0804
-1.3856,-0.9518,0,0.2786
-0.1165,0.3148,1,-0.1753
0.7684,0.5017,1,0.643
-1.2175,-0.0178,1,-0.4948
-0.0936,0.3078,0,-0.0873
-1.4301,-0.6387,1,-0.5345
-0.0027,-0.3785,0,0.9101
-0.6591,0.0498,1,-1.3636
-0.7382,-0.2063,1,0.3486
-0.02,0.2732,0,1.5091
0.2428,0.4614,1,0.447
0.0455,-0.1384,0,-0.6254
2.138,1.8228,1,0.308
1.704,1.3401,1,-0.6823
-1.1936,-0.7578,0,1.0612
-0.9061,-0.2413,1,0.4287
1.417,1.4368,1,0.1377
0.4858,0.9342,1,1.3836
1.5518,1.5331,1,0.0444
0.8729,1.1735,1,-1.4873
-0.2246,0.5258,1,0.0341
0.0021,0.1927,0,-0.306
-0.4464,-0.0433,0,-0.0554
0.8131,0.4323,0,0.4688
0.0251,0.115,0,0.6708
1.0277,0.6526,0,-1.1128
-0.8301,-0.1625,1,-0.0092
0.0002,-0.3229,0,-0.2258
-0.6563,0.0266,0,0.1846
1.8601,1.9432,1,0.3895
-0.0028,0.6028,1,-0.0961
-0.0027,-0.0905,0,-1.2466
0.1591,-0.262,0,-0.1204
0.8482,-0.1386,0,1.138
2.449,1.9568,0,-1.1417
2.2936,1.6177,1,1.3337
0.2737,-0.1436,0,-1.7174
-0.8035,0.2133,1,0.1711
0.0346,0.3052,1,-0.6446
1.1181,0.7897,0,-0.0512
-1.5269,-1.0157,0,0.6978
-0.3552,0.7515,1,0.9067
1.6065,1.2519,1,1.2485
-1.5571,-0.9802,0,-1.5826
0.9449,1.6202,1,-0.9124
-0.4215,0.2132,0,-0.6077
-0.1408,0.4531,1,-0.7887
0.1198,0.6277,0,0.3894
1.3764,1.4958,1,0.7589
0.5362,0.6359,1,-1.8938
1.8476,0.8354,0,-1.1295
0.0057,0.8001,0,-0.205
-0.5035,-0.1941,0,-0.048
0.8767,1.1509,1,1.5415
0.9971,0.7251,0,-1.2727
0.0697,0.3296,1,-0.5862
-0.7833,-0.5943,0,1.2617
-0.992,-0.5507,0,-0.5585
0.4764,0.3622,0,0.6822
0.6103,0.2983,0,-0.5157
0.651,0.1559,0,-0.3104
-1.9627,-0.8188,0,0.5214
-0.2228,0.4752,1,-0.3221
-0.3492,0.3402,1,-0.7918
0.7087,0.5645,0,0.6527
0.1429,0.005,0,-0.9519
1.3142,0.6643,0,0.7048
-0.76,-0.3331,0,-0.4019
-1.0642,-0.8198,1,-0.9651
0.8222,0.8818,1,0.7937
-0.5055,0.1085,1,-0.4916
-0.3667,-0.137,0,-0.2473
-0.9832,0.3463,1,-2.0327
0.354,0.3721,1,-1.2239
0.712,0.227,1,1.1055
0.1315,-0.3886,0,0.1385
1.0878,1.0155,1,1.0975
1.428,1.2089,1,-0.1457
1.4868,1.2384,1,0.0279
0.0659,-0.5897,0,1.6155
1.5986,1.2335,1,0.3779
-1.0539,-0.1486,0,1.5982
0.4782,0.4983,0,-0.5029
-0.0698,-0.0023,1,-0.2956
-0.6309,-0.2998,0,-0.8143
-0.7324,-0.8463,0,0.5081
0.5789,0.7297,1,-0.9448
2.0417,1.5641,1,1.645
1.0337,0.6133,0,-1.6716
1.2854,0.9363,1,-0.0455
0.0588,0.559,0,-0.6226
1.4043,1.4877,1,0.2185
1.0265,0.7076,1,-0.7991
-0.4633,-0.2889,0,0.1828
-0.2557,0.4302,1,0.3663
1.5183,1.5354,1,0.511
1.8772,1.3886,0,1.7281
0.9575,0.4105,0,-0.0862
0.7967,1.0608,1,-0.3143
-0.1642,-0.0746,0,-0.2247
-1.2663,-0.7179,1,-1.4862
-0.6283,0.3487,1,0.9277
-1.3828,-1.0219,0,-1.0105
1.8086,1.1887,0,1.0249
-0.2932,0.0954,0,-0.9133
-0.3535,-0.2345,0,-1.6961
-0.8542,-0.9379,0,-2.4388
-1.4206,-0.6345,0,0.8498
-1.405,-0.7823,1,1.259
1.1667,1.2674,1,0.3475
1.8332,1.8662,1,-1.0584
0.899,0.2465,0,-1.2029
0.8114,1.0083,1,-0.4855
-1.2827,-0.8221,0,0.8845
0.9069,0.5688,1,-0.3029
-0.4639,-0.2128,0,-1.5006
0.4343,0.6715,1,-0.917
-0.392,-0.236,0,0.1689
0.5899,0.3988,0,1.1834
1.204,1.1132,1,0.6094
-0.3542,-0.198,0,-0.872
0.5167,1.0048,1,-0.0536
0.3407,0.6604,1,0.9927
0.7081,0.096,0,-0.0734
1.0787,1.4876,1,-1.6317
-1.7048,-1.0329,0,-0.7074
0.2124,-0.0856,0,-3.2607
-1.5206,-0.7562,1,0.2855
-0.9766,-0.5216,1,1.2948
0.0876,0.9418,1,1.4589
-0.085,-0.3169,0,-0.0823
-0.4013,0.0298,0,-0.9034
0.5204,1.0561,1,-0.2332
-0.3466,-0.2604,0,0.1297
-0.6835,-0.2413,0,1.2276
-1.2397,-0.7345,0,0.3501
-1.6415,-1.4865,0,-1.6922
-0.8279,-0.0296,1,0.79
-0.4557,1.0688,1,-1.9244
1.5636,1.3263,1,0.1794
0.1961,0.0646,0,1.6674
-0.55,0.4015,1,-1.6399
1.0529,1.4621,1,-0.1345
0.8333,0.7201,1,-0.0778
-0.455,-0.2079,0,-0.0069
1.5082,1.2436,1,0.8115
0.8516,0.0834,0,-0.6872
-0.0298,0.3856,1,0.6644
-0.0581,0.0476,0,-0.2773
-0.2417,-0.2306,0,0.1186
0.282,1.4892,1,-1.4103
-1.5281,-0.3078,1,1.0645
0.7042,1.1826,1,0.1546
-0.7934,-0.1014,1,0.5852
-0.1967,-0.0883,0,1.1187
1.3426,1.5846,1,-0.2884
-0.2995,-0.6276,0,-0.2541
0.1188,-0.1841,0,-1.7893
0.8032,0.9036,1,0.1724
1.0209,1.1873,1,1.3675
-0.324,-0.326,0,-0.0585
0.5604,0.5196,0,-0.8324
-0.2523,0.1238,0,0.8846
-1.1913,0.1058,1,-1.4372
-0.3079,-0.3011,1,-0.6113
0.2588,0.1876,1,-0.673
1.0919,1.4212,1,0.8885
0.2686,0.3607,1,0.2275
0.5956,0.8281,1,-0.5897
0.4108,1.1019,1,-0.5119
0.5372,0.0818,0,0.1708
1.1108,1.2159,1,0.2004
-0.5269,0.5404,1,0.1489
0.2591,0.8879,1,-0.6688
0.7556,0.5742,0,1.076
0.279,-0.2754,0,1.5966
-0.7149,-0.9181,0,1.4156
-1.1107,0.0455,1,1.2224
0.9304,0.0909,0,2.3783
0.5437,0.7218,1,-0.6986
-0.6319,0.6191,1,-0.636
-0.6778,-0.4847,0,-1.3904
-0.8507,-0.7212,0,-0.2361
-1.1648,-1.1834,0,-1.2383
0.6191,0.7082,1,1.3245
-0.3857,-0.2706,0,0.2235
-1.0541,-0.6874,0,-0.3255
1.217,0.7421,0,-1.0853
-0.3774,-0.3459,0,-1.2746
0.3014,0.05,0,-0.5178
0.4184,0.5142,0,1.6263
-0.9328,0.2709,1,1.1507
-0.8817,-0.0178,1,0.7626
0.5136,0.4285,1,-2.1709
-2.5701,-1.7117,0,-0.0931
2.0863,1.7562,1,-0.2431
0.5462,0.5108,1,-0.6938
-0.4258,0.3195,1,0.0585
0.8399,0.8737,1,-0.899
-0.0158,-0.2911,0,-0.5354
0.081,0.122,0,-0.8645
1.6587,0.8715,1,-0.6354
1.4282,1.3565,1,-3.2966
1.6136,1.2006,1,0.0772
-0.8149,-0.5548,0,0.6285
-0.7325,-0.6398,0,-0.8012
-1.4098,-0.8433,0,1.1213
-0.1135,-0.2002,0,-0.8677
-1.3256,-1.122,0,-1.2195
-1.1858,-0.7469,1,1.0523
0.3868,-0.0432,0,-0.5266
-0.4825,-0.0693,0,0.235
-0.1934,-0.543,0,-1.4616
1.2963,1.0649,1,-0.1575
0.3788,0.4106,0,-0.3213
0.5248,0.3206,0,-0.3788
-1.0103,-0.318,1,-0.3601
-0.3139,0.2926,1,0.1863
-0.5369,0.5562,1,0.1169
0.0606,0.4987,1,0.5171
-0.6173,0.3206,1,-1.9842
0.356,-0.2987,0,1.5001
-0.1016,-0.3721,0,-0.2192
-0.6333,-0.1804,0,-0.5204
-1.2584,-0.5466,0,0.3437
1.889,1.5627,1,-0.1817
-0.4566,-0.1738,0,0.1167
0.7694,0.757,0,-0.3753
0.1347,0.3957,1,0.5718
-0.0579,-0.3068,0,-1.6087
0.034,0.4182,1,0.239
-0.423,0.2985,1,-0.5095
-0.0549,-0.7096,0,-1.8179
0.6554,0.3899,0,1.1046
-1.0137,-0.4041,0,-0.3767
-0.0536,-0.0909,0,1.0136
0.3821,0.3848,1,0.727
0.6773,0.928,1,-0.7395
-0.6985,-0.7481,0,1.1657
-0.0196,-0.6709,0,-0.2342
0.6649,0.869,0,-0.6715
-0.9163,-0.8531,1,-0.992
1.8304,0.7765,0,-0.8009
-0.2227,0.5584,1,0.3704
0.3943,0.488,0,-0.7367
1.2278,1.1734,1,0.4283
-0.291,-0.1575,0,-0.5125
0.7409,0.421,1,0.9507
-0.1018,-0.4043,0,-0.3847
-0.2972,0.6326,1,-0.1875
0.6776,0.7971,1,-0.1379
1.0312,0.9591,1,0.1835
-0.4468,0.1084,1,0.0368
-1.804,-1.1115,0,-0.957
0.1962,-0.299,0,1.904
1.1943,1.0731,0,0.6539
0.1881,0.2786,1,0.9259
1.7305,1.8872,1,1.177
0.5842,0.432,0,-0.2126
0.4848,0.529,0,0.8261
-0.0257,0.3954,0,1.3502
-0.2247,-0.2097,0,1.426
0.2777,0.2309,1,0.9362
-0.5284,-0.1788,1,-0.2201
0.9848,0.4806,1,1.349
-0.1937,-0.2838,0,-1.2781
-0.3012,-0.4118,0,-0.6401
-0.7552,0.4127,1,-2.3082
-0.039,0.6013,1,-0.2465
0.3439,0.2158,0,-0.4157
-0.1353,-0.3633,0,-0.4723
-1.2139,-1.1272,0,-0.2184
-0.2069,0.048,1,-1.0972
-0.364,0.0805,1,0.6253
-0.038,-0.4008,0,-0.2224
-1.2233,-0.3045,1,-0.3257
-0.2832,0.2031,1,-1.3407
-1.9403,-1.2929,0,-1.0209
-0.8159,0.136,1,-0.9375
-0.2467,0.6803,1,0.4736
1.0838,0.683,1,2.7614
0.2239,0.3937,0,0.2404
-0.1716,0.2299,0,0.7826
-0.6566,-0.2823,0,0.856
0.5957,0.3847,1,-1.6273
