outcome,focal_variable,auxiliary_variable,covariate_a
-0.3781,-0.4387,0,-0.5568
-1.0849,-0.6517,0,1.3601
-1.2146,-0.9029,1,2.0127
-0.5841,-0.0424,1,2.6251
-0.9997,-0.4119,1,0.9186
0.9632,0.3101,0,0.3586
1.597,0.8526,0,-1.966
0.2397,0.2944,0,-0.4203
-0.8409,0.1916,1,-0.7416
0.3918,0.6425,1,-0.6682
0.9433,1.2514,1,1.3516
0.1635,0.5492,1,1.45
0.9251,0.4888,0,-0.4232
-0.4639,-0.0384,1,-0.6146
0.2891,0.159,0,-0.221
0.1343,0.5778,1,-1.8304
0.0434,0.3714,0,1.2879
-1.1641,-0.5323,0,0.8272
-0.9005,0.2756,1,-1.2369
1.2664,0.7736,0,-1.2176
0.6533,1.0447,1,1.6627
-1.2098,-1.3378,0,0.8469
-0.9352,-0.8972,0,1.8564
-0.0514,0.5077,1,-0.7493
0.5015,0.4616,1,1.8269
-1.0871,-0.5208,0,-0.9143
1.5954,1.2202,1,0.1939
1.1499,0.9364,0,-1.6969
-0.3719,0.2387,1,-0.4654
1.5157,1.3113,1,0.2332
0.3598,0.9464,1,-0.3642
0.6636,0.4109,1,0.6822
-0.539,0.2791,1,-0.7626
0.3642,0.4493,1,0.052
1.8983,1.8016,1,-0.2817
0.9505,0.2134,0,-0.2939
0.2416,0.1133,0,0.8555
-1.841,-1.0803,0,-0.6491
0.5283,0.9239,1,-0.1355
0.4106,0.8686,1,-0.4373
-0.2371,-0.2137,0,1.6447
-0.2491,0.5393,0,-0.0012
-0.0145,-0.2667,0,0.007
0.8651,0.886,1,-0.2489
-1.2948,-0.769,0,0.4558
0.4512,0.2853,1,-0.3979
1.1166,0.1629,0,-0.4429
0.2399,0.5588,1,-0.4421
-0.7884,-0.1285,1,0.0753
0.1376,0.5978,1,1.0923
0.156,-0.2105,0,-0.3116
-1.311,-0.5476,1,-1.3033
0.2167,0.6762,1,-1.4821
0.009,-0.2861,0,2.9084
-0.8984,0.0185,1,-0.8179
1.1816,1.02,1,1.9036
0.5176,0.8153,1,-0.2362
0.0799,-0.1951,0,-0.957
-0.531,0.1723,1,-0.0776
0.2913,0.157,0,0.628
0.0713,0.2744,0,-0.2238
1.3722,0.6541,1,-0.6012
0.0283,-0.1578,0,-1.5589
-0.8075,-0.5581,0,-0.626
-0.0124,0.6875,1,0.4038
0.0266,-0.3059,0,-1.5444
1.4042,1.0731,1,-0.4366
0.622,0.8933,1,0.2664
0.8239,0.9153,1,1.1957
-0.4629,-0.0211,1,-1.11
0.6418,0.3681,1,2.0385
-0.4882,-0.5659,0,0.4594
-0.2534,-0.1793,0,-1.1677
1.0065,0.4054,0,0.148
-0.0333,0.3679,0,-0.7231
0.754,0.1458,0,-1.5662
1.2605,1.2216,1,-0.161
0.7116,0.9022,1,-0.1341
0.4984,0.8223,1,0.2792
-0.5672,0.3445,1,-0.9488
-0.9791,-0.2058,1,-0.8779
0.2892,0.5634,0,0.9411
-0.0098,0.946,1,0.7614
-0.4046,-0.1177,0,-1.245
0.084,0.5197,1,-1.671
-0.5091,-0.4427,0,-1.1207
-0.609,0.4438,1,1.1186
-0.4563,0.2553,1,-2.8895
0.2187,0.2368,0,-0.585
0.6337,0.731,1,0.9237
0.4542,0.5725,1,0.193
-1.2823,-0.8713,0,-0.1518
-1.1874,-0.4571,1,0.9216
0.6339,0.1276,0,-0.2228
0.1666,0.0828,0,-0.5458
0.449,1.1241,1,0.7512
-0.4804,-0.2446,0,1.915
-0.4861,-0.0071,0,-2.2775
-0.6491,-0.4696,0,-0.7849
-1.7539,-0.3713,1,-0.3074
-1.1781,-0.3539,0,-0.5641
-0.6575,-0.3004,1,0.0605
-0.5545,0.2864,1,-0.0216
-0.8804,0.0803,1,-1.2215
-0.8858,-0.14,1,0.5721
-0.5744,0.0124,0,-0.1215
0.924,0.3602,0,1.2502
-1.9392,-0.68,1,1.0675
-0.7262,-0.8426,0,-0.2127
-0.3499,-0.5524,1,0.5306
-0.3331,-0.313,1,-2.2953
0.6126,0.4261,0,-2.1279
-0.9361,-0.4567,0,1.0915
-0.0207,-0.0486,1,-0.1377
-0.5904,-0.2505,0,1.2694
0.5553,0.834,0,1.0972
-0.2462,-0.2043,0,-1.5349
-0.3254,0.3468,1,0.6531
-0.3047,-0.4655,0,-0.7844
0.8436,1.0425,1,-0.3039
0.8733,0.7403,1,-1.2755
-0.6399,-0.4239,0,0.9939
0.6444,0.3589,1,0.4884
-0.3277,0.3205,1,-0.6023
1.1561,0.8369,0,-0.7789
0.2865,0.4494,0,0.7733
0.2718,-0.0147,0,-0.7876
-0.2547,0.1755,0,-0.6086
-0.1388,0.1717,1,-0.7334
0.3816,0.1268,0,-0.7434
0.0419,0.379,0,0.6791
0.996,0.776,1,0.227
0.3735,0.9083,1,-0.563
-1.1977,-0.0475,1,-1.0532
0.7204,0.5269,0,-0.0184
-0.1024,0.599,1,-0.2695
0.6669,0.4877,0,0.7778
-1.2592,-0.2911,1,-0.7263
0.3218,0.4743,0,0.4298
-0.0321,0.5605,1,-0.256
0.3705,0.5686,1,0.2884
1.3845,1.7686,1,1.6242
-0.5205,-0.248,1,-0.2627
1.2822,1.3998,1,2.1733
1.6555,0.7987,0,-0.2153
-0.9802,-0.0972,1,-1.0422
-0.3404,-0.1025,1,1.5668
-0.0417,0.2535,0,1.8142
0.0513,0.0121,0,-0.9366
0.7837,1.1556,1,-0.7893
0.8288,0.6719,1,0.8184
-0.049,-0.42,0,0.5724
-0.1382,-0.5491,0,-0.8097
0.1221,0.5111,1,-0.8951
-0.1594,-0.0349,0,0.285
-1.1742,-0.0843,1,-0.1359
-0.8208,-0.7756,1,0.5774
0.1898,0.4869,1,0.5738
-0.5504,-0.5985,0,0.9141
-0.2147,0.1883,1,-2.0436
-1.2138,-0.2627,1,1.8642
0.3823,0.032,0,0.5184
-0.7557,-0.0652,1,-0.4328
0.1302,0.1259,0,-0.106
-0.9599,-0.3631,0,0.6488
0.2107,-0.0397,1,0.235
0.2278,0.1595,0,0.2491
0.706,0.0448,0,-0.0923
0.5997,0.6273,1,1.6684
0.1363,0.0088,0,0.34
-0.1512,0.2613,1,1.1381
0.2157,-0.0538,0,2.1827
-0.043,-0.6707,1,0.963
-0.4389,0.0616,1,0.3009
-0.3166,0.0832,1,-1.8401
-0.1196,0.1014,1,-0.4095
-0.087,0.3029,1,2.1209
-0.1872,0.9084,1,0.3308
-0.2774,0.21,0,-1.3335
0.3041,0.5215,0,-0.2133
0.9267,1.1736,1,-1.1797
-0.5442,-0.1648,1,-0.4576
-0.7442,-0.3744,0,-0.4027
0.9145,0.4809,0,-0.5859
1.6229,1.8131,1,0.0774
0.7226,1.0827,1,-2.0427
-0.0094,0.5621,1,0.6617
0.827,0.1981,0,1.4332
0.1075,0.4086,1,-1.8404
-0.0273,-0.3492,0,1.063
-0.2758,-0.7772,0,0.6552
0.1519,0.1974,1,0.365
-0.2803,-0.5726,0,0.0482
0.6062,0.6195,0,0.2253
0.1337,0.5832,0,0.8665
1.2467,1.0672,1,0.2187
0.5724,0.3058,0,2.6918
-1.6425,-1.337,0,-0.634
-0.6762,-0.0592,1,1.6454
0.0704,0.1996,1,-0.128
1.8209,1.2573,1,-0.3953
-0.0293,-0.4604,0,1.0078
-0.6893,0.0817,1,-0.307
0.7047,0.464,1,1.7406
1.5478,0.9084,0,-0.7469
-0.3291,0.4593,1,1.2697
-0.8425,-0.7205,0,0.6021
1.3174,1.2097,1,-0.1641
-1.1242,-0.9108,0,-0.9823
-0.6263,-0.0684,0,-0.9861
-0.8075,0.4572,1,-0.8496
-0.0559,0.3522,0,1.1077
0.2899,0.573,1,0.0457
-0.3544,-0.042,0,0.79
0.6399,0.6111,0,0.153
0.8332,1.4853,1,-1.0979
1.2318,1.3333,1,0.3554
0.0456,-0.1149,1,0.6137
0.3042,0.8359,1,-1.7483
-0.7262,0.1889,1,-0.5953
0.7434,0.86,1,-0.8138
0.6503,0.7394,0,-1.2547
-0.9209,-0.0489,1,0.145
0.5435,0.5697,0,0.2751
0.2257,0.2805,1,1.3133
0.3869,0.9294,1,0.8068
0.5912,0.8291,1,-0.3051
0.0659,-0.3151,0,-0.3031
1.0766,1.1606,1,1.7725
-0.644,-0.3234,1,0.5065
-0.0525,-0.2019,0,1.1495
0.176,0.4099,1,-1.4122
-0.745,-0.3586,0,-1.5844
0.6897,0.7121,1,-0.4141
-0.079,0.5995,1,0.9774
-0.1623,0.2412,1,1.5917
-0.1841,0.7712,1,-0.7631
0.6929,1.3317,1,0.5277
0.0077,0.2639,1,0.4136
0.647,0.661,0,-1.1634
-0.006,0.2392,1,-0.8515
-1.4515,-0.4753,1,-0.1098
0.5824,1.2231,1,-1.2769
-0.6136,-0.7227,0,2.5341
0.765,0.9193,1,-1.0606
0.5029,0.7635,1,-0.457
2.0433,1.0834,0,0.3664
-1.9686,-1.3746,0,0.2421
-0.303,-0.4904,0,0.6168
0.8227,1.0036,1,-1.0126
-0.5431,-0.3194,1,-1.3559
0.1828,0.3107,0,0.0998
-1.2354,-0.4963,0,-0.9073
0.3461,0.1573,1,-0.7293
-0.2264,0.2203,1,-0.802
0.8024,0.2979,0,-0.8034
0.651,0.4521,1,-1.4522
-0.3382,-0.0929,1,-1.0693
-0.0694,0.3814,1,-0.3666
0.4839,0.7348,0,1.1328
-0.2903,-0.1135,0,2.0307
0.9821,0.8315,1,0.9249
0.274,-0.2999,0,0.2412
-1.0227,-0.3879,1,1.0218
0.8666,0.2231,1,-0.1561
-0.7619,0.294,1,0.2564
-1.6049,-0.3775,1,0.7183
-0.7024,-0.4627,0,0.5419
0.4367,0.3824,1,0.9572
1.8658,1.3133,1,0.6784
-0.5552,-0.3464,0,-0.734
0.9271,1.1049,1,0.6428
-0.1052,-0.0586,0,-0.7487
-0.4009,-0.1578,0,0.7319
-0.1511,-0.1051,0,-0.4096
-0.402,-0.0047,1,-1.2917
-0.4447,0.2915,1,-1.4
-0.3261,-0.0718,1,2.1586
-0.6726,-0.7042,0,-1.0502
0.2749,0.0266,0,0.9474
-0.0012,0.3642,0,0.6755
-0.3565,-0.4666,0,0.9216
0.9569,0.4945,1,-1.0077
-0.3512,-0.3622,0,-0.4193
-2.3385,-1.5609,0,-0.9735
-0.1108,0.0432,0,0.9844
0.6381,0.7974,1,1.4807
0.8442,0.6097,0,-0.0477
-1.0646,-0.9323,0,2.142
-0.4807,0.6127,1,0.259
0.6317,1.2098,1,-0.2093
-0.6985,-0.5988,0,0.0956
0.0846,0.675,1,0.4812
0.4607,0.813,1,-1.4807
1.055,0.7144,0,0.2589
-0.5377,-0.5964,0,-0.1633
-0.9411,-0.3265,1,-0.2673
-0.6223,-0.1601,0,-0.1355
2.0933,2.0165,1,0.9738
0.2129,1.0008,1,0.0001
1.0308,0.4589,0,-1.1403
0.1051,0.4755,0,0.0681
-0.951,-0.4709,0,-0.2505
-0.8524,-0.4188,0,-0.0017
-0.0358,1.1791,1,-0.0852
0.7264,0.1847,0,0.3451
-0.7991,0.1392,1,-1.3986
0.1889,-0.1141,0,-1.363
-1.4215,-0.7126,0,-0.0992
-0.1608,0.6046,1,-0.2708
0.3527,0.3624,1,-0.9666
0.5508,0.2913,0,-2.052
-0.2591,0.4983,1,0.2401
0.5214,0.8875,1,-0.4606
-0.4369,-0.8421,0,0.3226
0.8619,0.8431,0,0.2606
-0.1389,-0.3679,0,0.7044
-0.082,-0.1676,0,-1.0729
0.2334,0.1798,1,0.0156
0.1461,0.2167,1,2.0796
1.2136,1.1372,1,0.2382
0.6949,0.5678,0,1.4863
0.7617,0.4687,1,0.6953
-0.5454,0.3344,1,-0.8942
1.7823,1.2708,0,2.402
1.2023,0.9965,1,1.3847
-1.0836,-0.4914,1,-1.2915
0.2415,0.5782,1,-0.1597
0.9647,0.9876,0,1.7806
0.3626,0.5703,1,0.638
-0.0453,0.3385,1,-1.844
-0.9036,-0.2432,0,-0.6999
0.1064,0.3876,0,-0.7916
-0.9506,-0.8366,0,1.481
-0.1254,0.5908,1,0.5154
-0.1222,0.4447,1,-0.3076
0.419,0.6408,1,-0.7787
0.8383,0.6773,1,0.6693
-0.0486,0.5554,1,-0.1238
-0.2208,-0.1297,0,0.1802
0.7246,0.6575,0,0.6066
-0.0642,-0.7271,0,0.174
-2.5107,-0.7734,0,-1.3559
1.6166,1.179,1,0.8544
0.9032,0.2939,0,1.0357
0.9209,0.6491,0,2.107
0.5218,0.7718,1,-0.6244
-0.4134,-0.0246,0,1.2825
-1.0496,-1.338,0,1.2786
-0.4677,0.0642,1,1.0669
-0.4426,-0.0468,0,0.1592
-0.3002,-0.2303,0,-0.9166
0.2563,0.817,0,-0.2912
0.861,0.962,1,-1.1195
-0.3459,-0.1989,0,-1.5084
-0.6549,-0.0847,0,0.7533
1.2655,1.1807,1,-0.8391
-0.8087,-0.6729,0,-1.9801
0.0689,0.5695,1,0.1246
0.2418,0.5847,0,0.8131
-0.537,-0.027,1,0.6325
-0.4161,-0.0908,1,-0.9853
0.0653,0.5661,1,-0.5998
0.6286,0.8439,1,0.4136
-0.5449,-0.4884,0,0.9073
-0.209,0.0216,0,0.4378
0.6828,0.3448,0,0.8747
-0.4211,0.1191,1,-0.1655
-0.7,-0.9862,0,0.4005
1.7941,1.5705,0,0.2185
0.0528,0.3368,1,-1.0985
0.2313,0.162,0,-1.7638
-0.2809,0.3956,1,-0.8579
-1.0207,-0.0291,1,-0.7357
-0.6332,-0.2167,0,1.332
-0.9616,-0.1916,0,-0.1178
0.434,0.4429,0,-0.841
0.507,-0.4087,0,-0.1945
0.6576,0.7577,1,0.2036
-0.5662,0.1262,1,-0.4405
-1.2092,-1.1441,0,-0.5829
-1.952,-0.8035,0,-0.4023
0.6499,0.3142,0,0.2082
-0.5881,-0.7902,0,-0.1786
