assignment_score,status_flag,outcome,proximity_flag
0.3707,0,0.1437,1
0.3655,0,0.4274,1
0.4394,0,-0.0868,1
0.8664,1,0.8055,0
0.8006,1,0.469,0
0.9267,1,0.2914,0
0.7856,1,0.1856,1
0.4453,0,0.0547,1
0.5719,1,0.5584,1
0.5517,1,0.4567,1
0.9885,1,0.4923,0
0.7375,1,0.6421,1
0.5335,1,0.4288,1
0.6456,1,0.2074,1
0.9581,1,0.7315,0
0.1909,0,-0.0984,0
0.9428,1,0.3736,0
0.3528,0,0.0735,1
0.3484,0,0.1551,1
0.2247,0,-0.0289,1
0.3542,0,-0.1576,1
0.506,1,0.3111,1
0.1709,0,0.2001,0
0.1687,0,0.0503,0
0.288,0,0.2542,1
0.0078,0,0.0803,0
0.6463,1,0.3615,1
0.2013,0,-0.0473,1
0.8731,1,0.5407,0
0.3785,0,0.1431,1
0.4548,0,0.1538,1
0.928,1,0.5592,0
0.0253,0,-0.0131,0
0.7074,1,0.4445,1
0.5058,1,0.2794,1
0.6366,1,0.2822,1
0.9701,1,0.6529,0
0.1295,0,-0.1098,0
0.6752,1,0.1711,1
0.7044,1,0.4093,1
0.4532,0,0.1773,1
0.1795,0,0.0286,0
0.1721,0,-0.1277,0
0.4203,0,0.2916,1
0.6752,1,0.4873,1
0.5499,1,0.5885,1
0.1029,0,0.0241,0
0.0532,0,0.0896,0
0.3708,0,-0.0594,1
0.1121,0,-0.4269,0
0.1401,0,0.0473,0
0.6795,1,0.2532,1
0.4754,0,0.2729,1
0.6481,1,0.5833,1
0.3474,0,0.1509,1
0.0943,0,-0.0977,0
0.0646,0,0.0179,0
0.0168,0,0.0881,0
0.8631,1,0.5698,0
0.9645,1,0.4018,0
0.1499,0,-0.2382,0
0.9461,1,0.5904,0
0.2635,0,0.0761,1
0.6449,1,0.5293,1
0.3797,0,0.1109,1
0.6187,1,0.4116,1
0.843,1,0.4761,0
0.8607,1,0.4607,0
0.869,1,0.8707,0
0.2646,0,0.0443,1
0.7769,1,0.4342,1
0.3492,0,0.2134,1
0.1803,0,0.1216,0
0.3084,0,0.1056,1
0.3481,0,-0.0243,1
0.5635,1,0.2223,1
0.6172,1,0.4269,1
0.3988,0,0.0906,1
0.8273,1,0.423,0
0.0533,0,0.1357,0
0.8672,1,0.6488,0
0.73,1,0.6418,1
0.364,0,-0.0446,1
0.6159,1,0.5905,1
0.4306,0,-0.155,1
0.1083,0,0.0242,0
0.9638,1,0.6686,0
0.3532,0,-0.0484,1
0.8421,1,0.3019,0
0.7787,1,0.4756,1
0.7595,1,0.7256,1
0.0354,0,0.2661,0
0.8337,1,0.6763,0
0.478,0,-0.0063,1
0.8743,1,0.5129,0
0.3913,0,0.4531,1
0.6487,1,0.5801,1
0.3005,0,-0.1419,1
0.7228,1,0.5877,1
0.9919,1,0.4374,0
0.3206,0,0.0532,1
0.3323,0,0.2118,1
0.7451,1,0.4193,1
0.4823,0,0.067,1
0.2799,0,0.246,1
0.9701,1,0.6543,0
0.0664,0,0.0702,0
0.8743,1,0.8287,0
0.0517,0,0.0479,0
0.6448,1,0.4923,1
0.354,0,0.0596,1
0.6791,1,0.3092,1
0.6622,1,0.2364,1
0.2883,0,0.2163,1
0.3513,0,0.039,1
0.745,1,0.8618,1
0.0115,0,-0.1288,0
0.373,0,-0.0012,1
0.1949,0,0.1089,0
0.497,0,-0.0043,1
0.2113,0,-0.1601,1
0.695,1,0.5608,1
0.7903,1,0.1594,1
0.2988,0,0.1202,1
0.5605,1,0.4519,1
0.4826,0,0.285,1
0.236,0,0.1435,1
0.7475,1,0.8929,1
0.2899,0,0.0311,1
0.594,1,0.2295,1
0.8611,1,0.922,0
0.6565,1,0.4626,1
0.3873,0,-0.0146,1
0.5323,1,0.1727,1
0.8865,1,0.469,0
0.6342,1,0.3234,1
0.5491,1,0.2993,1
0.4092,0,-0.1883,1
0.7551,1,0.4212,1
0.1721,0,0.1161,0
0.7154,1,0.3141,1
0.5597,1,0.3527,1
0.0901,0,-0.0457,0
0.8362,1,0.5145,0
0.5763,1,0.6741,1
0.6121,1,0.4653,1
0.578,1,0.2499,1
0.9142,1,0.5057,0
0.5466,1,0.4676,1
0.7652,1,0.296,1
0.5372,1,0.2738,1
0.8001,1,0.35,0
0.7858,1,0.4576,1
0.9917,1,0.4911,0
0.5958,1,0.176,1
0.3602,0,0.0209,1
0.9055,1,0.5163,0
0.6522,1,0.6066,1
0.6135,1,0.2352,1
0.7431,1,0.335,1
0.5048,1,0.2309,1
0.7122,1,0.2177,1
0.9835,1,0.148,0
0.7165,1,0.5314,1
0.7616,1,0.496,1
0.7003,1,0.5216,1
0.6383,1,0.4807,1
0.6386,1,0.3748,1
0.9864,1,0.4487,0
0.6589,1,0.606,1
0.0466,0,0.1097,0
0.2122,0,0.0438,1
0.2756,0,-0.0679,1
0.6795,1,0.4672,1
0.1628,0,0.0774,0
0.8932,1,0.4234,0
0.1688,0,0.0861,0
0.8379,1,0.5877,0
0.9164,1,0.5899,0
0.9921,1,0.6907,0
0.0161,0,0.1325,0
0.4813,0,0.2992,1
0.7908,1,0.4065,1
0.9211,1,0.6433,0
0.5152,1,0.4766,1
0.241,0,0.194,1
0.3485,0,0.1224,1
0.4044,0,0.194,1
0.7927,1,0.3348,1
0.9341,1,0.6005,0
0.4592,0,0.3202,1
0.9584,1,0.785,0
0.6924,1,0.4391,1
0.4623,0,0.4066,1
0.1072,0,0.0076,0
0.5054,1,0.5059,1
0.392,0,0.127,1
0.1288,0,0.2291,0
0.8836,1,0.5457,0
0.1198,0,-0.0541,0
0.9361,1,0.6867,0
0.0248,0,-0.0669,0
0.1894,0,0.1038,0
0.7136,1,0.2102,1
0.9542,1,0.6604,0
0.0601,0,-0.2634,0
0.2517,0,0.0005,1
0.5971,1,0.2243,1
0.9428,1,0.3648,0
0.426,0,0.1225,1
0.5807,1,0.3235,1
0.3552,0,0.2172,1
0.1259,0,0.0008,0
0.022,0,0.0318,0
0.6724,1,0.3292,1
0.8775,1,0.6255,0
0.1643,0,0.0767,0
0.582,1,0.5035,1
0.7412,1,0.5864,1
0.2988,0,0.2193,1
0.3835,0,0.1774,1
0.9242,1,0.5534,0
0.336,0,0.2664,1
0.2687,0,0.1051,1
0.0883,0,-0.0355,0
0.6054,1,0.5692,1
0.468,0,0.2973,1
0.9592,1,0.5301,0
0.5927,1,0.5208,1
0.2368,0,0.1394,1
0.0581,0,0.0309,0
0.8996,1,0.2995,0
0.7465,1,0.3087,1
0.5978,1,0.3739,1
0.4516,0,0.1417,1
0.0413,0,-0.1641,0
0.5774,1,0.1092,1
0.1253,0,0.0222,0
0.7578,1,0.4786,1
0.8922,1,0.6474,0
0.9247,1,0.8173,0
0.057,0,-0.1866,0
0.4317,0,0.1808,1
0.6034,1,0.7878,1
0.4512,0,-0.0623,1
0.6604,1,0.3016,1
0.5085,1,0.5483,1
0.1083,0,0.0608,0
0.1536,0,0.0874,0
0.6412,1,0.5354,1
0.8007,1,0.6012,0
0.016,0,0.0683,0
0.3417,0,0.1844,1
0.2222,0,-0.1131,1
0.9457,1,0.681,0
0.3304,0,0.3337,1
0.4496,0,0.3013,1
0.7316,1,0.5444,1
0.1171,0,0.3182,0
0.2856,0,0.1137,1
0.8994,1,0.6688,0
0.6453,1,0.6976,1
0.4924,0,0.0931,1
0.6427,1,0.6394,1
0.6361,1,0.2711,1
0.2458,0,-0.0559,1
0.9491,1,0.3872,0
0.3396,0,-0.2205,1
0.415,0,0.017,1
0.1115,0,0.0457,0
0.5245,1,0.3614,1
0.6048,1,0.2401,1
0.5031,1,0.0311,1
0.7581,1,0.3649,1
0.3368,0,-0.0263,1
0.5961,1,0.713,1
0.216,0,0.0619,1
