assignment_score,status_flag,outcome,proximity_flag
0.1199,0,-0.1299,0
0.8739,1,0.7517,0
0.3431,0,0.3758,1
0.7775,1,0.4096,1
0.9601,1,0.742,0
0.7337,1,0.1971,1
0.2728,0,0.4836,1
0.239,0,0.039,1
0.7183,1,0.3134,1
0.3506,0,0.0931,1
0.8064,1,0.5178,0
0.9301,1,0.3587,0
0.7287,1,0.7283,1
0.8514,1,0.5811,0
0.9889,1,0.5751,0
0.8629,1,0.2956,0
0.5945,1,0.5861,1
0.1446,0,0.2364,0
0.3282,0,0.2059,1
0.3007,0,0.0802,1
0.3094,0,0.0134,1
0.723,1,0.5198,1
0.1961,0,0.1002,0
0.9886,1,0.7274,0
0.6992,1,0.55,1
0.1704,0,-0.2941,0
0.4354,0,0.2214,1
0.2971,0,0.004,1
0.1202,0,-0.1835,0
0.4728,0,-0.1305,1
0.4945,0,0.0031,1
0.7836,1,0.127,1
0.2522,0,0.0185,1
0.6674,1,0.6892,1
0.5986,1,0.431,1
0.449,0,-0.1321,1
0.95,1,0.3274,0
0.9403,1,0.9999,0
0.5853,1,0.4678,1
0.0912,0,0.078,0
0.9221,1,0.5396,0
0.3935,0,-0.2427,1
0.8364,1,0.1571,0
0.7171,1,0.2443,1
0.1101,0,-0.1043,0
0.8212,1,0.3031,0
0.3218,0,0.0709,1
0.8594,1,0.7105,0
0.7666,1,0.7404,1
0.5066,1,0.2987,1
0.0469,0,-0.0291,0
0.9145,1,0.5985,0
0.9147,1,0.5694,0
0.977,1,0.5584,0
0.921,1,0.6555,0
0.4745,0,0.2993,1
0.8509,1,0.6887,0
0.574,1,0.4335,1
0.7303,1,0.6392,1
0.1019,0,-0.5352,0
0.7065,1,0.4907,1
0.1411,0,0.1758,0
0.2584,0,-0.1378,1
0.2796,0,0.3153,1
0.26,0,-0.3512,1
0.0942,0,-0.3368,0
0.4615,0,0.1502,1
0.7804,1,-0.0255,1
0.7444,1,0.4806,1
0.2354,0,0.3315,1
0.3714,0,0.1093,1
0.6243,1,0.2927,1
0.5909,1,0.6276,1
0.0756,0,-0.4204,0
0.1472,0,0.1312,0
0.561,1,0.4123,1
0.0329,0,-0.2984,0
0.9392,1,0.4464,0
0.2251,0,0.0721,1
0.3835,0,0.1683,1
0.7582,1,0.8383,1
0.3746,0,0.0629,1
0.3198,0,0.0315,1
0.0139,0,-0.1181,0
0.0322,0,-0.1309,0
0.1701,0,0.4218,0
0.0262,0,0.2192,0
0.9355,1,0.2361,0
0.8839,1,0.5616,0
0.9554,1,0.4404,0
0.9247,1,0.5625,0
0.8951,1,0.0137,0
0.6169,1,0.1025,1
0.722,1,0.4319,1
0.3343,0,0.2416,1
0.0557,0,-0.0079,0
0.359,0,-0.1373,1
0.7092,1,0.5577,1
0.5805,1,0.3694,1
0.5589,1,0.3601,1
0.8243,1,0.3227,0
0.2731,0,0.3796,1
0.1719,0,-0.0026,0
0.7,1,0.6759,1
0.4409,0,0.0749,1
0.9286,1,0.1799,0
0.4373,0,0.2042,1
0.3151,0,0.2063,1
0.779,1,0.1898,1
0.2722,0,0.2905,1
0.6763,1,0.3665,1
0.534,1,0.6579,1
0.7334,1,0.5195,1
0.8887,1,0.3762,0
0.262,0,-0.0208,1
0.743,1,0.8122,1
0.7955,1,0.6453,1
0.7754,1,0.5402,1
0.4313,0,0.3092,1
0.1897,0,0.2429,0
0.9038,1,0.7499,0
0.5989,1,0.7565,1
0.1696,0,0.3292,0
0.6835,1,0.8674,1
0.5715,1,0.3377,1
0.766,1,0.3659,1
0.8484,1,0.9125,0
0.519,1,0.4784,1
0.1272,0,-0.02,0
0.6979,1,0.3571,1
0.3822,0,0.211,1
0.3606,0,-0.027,1
0.0821,0,-0.1492,0
0.8113,1,0.53,0
0.1329,0,0.0904,0
0.6261,1,0.5089,1
0.1181,0,-0.1417,0
0.0949,0,-0.1112,0
0.0445,0,0.1976,0
0.6582,1,0.456,1
0.9675,1,0.8995,0
0.4143,0,0.1562,1
0.817,1,0.4519,0
0.786,1,0.1661,1
0.398,0,-0.0621,1
0.3289,0,-0.0839,1
0.7902,1,0.5366,1
0.9899,1,0.2409,0
0.7408,1,0.4902,1
0.9033,1,0.5576,0
0.5078,1,0.1313,1
0.7433,1,0.427,1
0.9857,1,0.3733,0
0.553,1,0.4528,1
0.2866,0,0.0106,1
0.7265,1,0.7103,1
0.56,1,0.0045,1
0.1565,0,0.2986,0
0.9115,1,0.2208,0
0.4582,0,0.2981,1
0.0708,0,-0.2519,0
0.5418,1,0.4986,1
0.4434,0,0.3194,1
0.8038,1,0.404,0
0.4697,0,0.24,1
0.055,0,-0.1333,0
0.5021,1,0.6222,1
0.1759,0,-0.1295,0
0.4269,0,-0.0403,1
0.8129,1,0.5034,0
0.1622,0,0.2069,0
0.1584,0,-0.1,0
0.6381,1,0.4026,1
0.4422,0,0.0626,1
0.005,0,0.2201,0
0.4389,0,0.3117,1
0.9464,1,0.3443,0
0.4761,0,-0.4409,1
0.1118,0,-0.3083,0
0.6943,1,0.7341,1
0.4676,0,0.4679,1
0.7695,1,0.4007,1
0.1962,0,0.0045,0
0.958,1,0.5458,0
0.0019,0,0.0002,0
0.8808,1,0.7616,0
0.0621,0,0.2574,0
0.308,0,-0.1545,1
0.3496,0,-0.064,1
0.8583,1,0.5329,0
0.6683,1,0.8422,1
0.0928,0,0.1162,0
0.0177,0,0.0502,0
0.1262,0,-0.0393,0
0.5964,1,0.2229,1
0.3171,0,-0.0777,1
0.9874,1,0.3876,0
0.7955,1,0.7137,1
0.1294,0,0.285,0
0.02,0,0.2022,0
0.3729,0,0.0002,1
0.696,1,0.4459,1
0.4525,0,0.721,1
0.0248,0,0.1478,0
0.2102,0,-0.0045,1
0.283,0,-0.124,1
0.7561,1,0.6265,1
0.1558,0,0.1117,0
0.305,0,-0.064,1
0.549,1,0.5372,1
0.5798,1,0.2183,1
0.1028,0,0.3765,0
0.0367,0,-0.0549,0
0.7177,1,0.6258,1
0.3934,0,0.389,1
0.0029,0,-0.1348,0
0.8648,1,0.6015,0
0.0251,0,0.4403,0
0.3569,0,0.4231,1
0.9287,1,0.1132,0
0.3406,0,0.2033,1
0.6429,1,0.7351,1
0.9933,1,0.7641,0
0.1089,0,0.1446,0
0.394,0,0.4245,1
0.3711,0,0.1404,1
0.0951,0,0.6072,0
0.3389,0,-0.0633,1
0.3713,0,0.1866,1
0.9635,1,0.4347,0
0.0874,0,0.2981,0
0.8586,1,0.5343,0
0.4244,0,-0.2239,1
0.006,0,-0.3571,0
0.3468,0,-0.2242,1
0.1763,0,-0.3157,0
0.3649,0,0.2675,1
0.7767,1,0.3844,1
0.8882,1,0.5557,0
0.1493,0,0.1717,0
0.8349,1,0.1904,0
0.655,1,0.3545,1
0.0081,0,0.455,0
0.4652,0,0.3934,1
0.7957,1,0.6124,1
0.6427,1,0.5415,1
0.083,0,0.02,0
0.6992,1,0.2591,1
0.2334,0,0.4225,1
0.8995,1,0.1672,0
0.8263,1,0.1975,0
0.2159,0,0.0884,1
0.9548,1,0.5584,0
0.7514,1,0.7915,1
0.6222,1,0.0267,1
0.8166,1,0.587,0
0.0444,0,0.0578,0
0.0772,0,0.0127,0
0.7195,1,0.1853,1
0.1216,0,-0.0527,0
0.6859,1,0.4019,1
0.482,0,0.6289,1
0.1632,0,0.1752,0
0.0102,0,-0.2345,0
0.3026,0,0.4198,1
0.0792,0,0.1757,0
0.4391,0,0.1089,1
0.5531,1,0.401,1
0.9055,1,0.4168,0
0.9755,1,0.5768,0
0.1482,0,0.1514,0
0.0245,0,0.0252,0
0.1275,0,-0.0016,0
0.9661,1,0.5921,0
0.2504,0,0.21,1
0.3896,0,0.1933,1
0.2064,0,0.2005,1
0.5315,1,0.2373,1
0.2793,0,0.2129,1
0.8233,1,0.2563,0
0.48,0,0.3216,1
0.4608,0,-0.18,1
0.1359,0,0.2709,0
0.7672,1,0.7015,1
0.8954,1,0.5899,0
0.1346,0,-0.0958,0
0.8018,1,0.4735,0
0.1741,0,0.2395,0
0.5273,1,0.5437,1
0.6307,1,0.3161,1
0.6207,1,0.3552,1
0.154,0,0.5533,0
0.6225,1,0.1803,1
0.726,1,0.0186,1
0.8081,1,0.0814,0
0.6772,1,0.4485,1
0.1276,0,-0.1048,0
0.1784,0,0.0186,0
0.1674,0,0.2357,0
0.9862,1,0.9264,0
0.3768,0,0.1479,1
0.7688,1,0.5103,1
0.5592,1,0.7742,1
0.3118,0,0.2162,1
0.0076,0,0.1063,0
0.9077,1,0.7974,0
0.7869,1,0.452,1
0.9321,1,0.2361,0
0.4628,0,0.1442,1
0.6148,1,0.2606,1
0.7801,1,0.406,1
0.7984,1,0.356,1
0.5209,1,0.4067,1
0.0716,0,0.0634,0
0.1633,0,-0.2348,0
0.9138,1,0.8051,0
