outcome,focal_variable,auxiliary_variable,covariate_a
0.2045,-0.1802,0,0.3035
-0.4971,-0.494,0,-1.0206
-0.4269,-0.0609,0,2.0696
-0.3221,1.3211,1,0.0169
0.247,0.7645,1,-0.374
0.4555,0.5276,0,-0.978
-0.502,0.2567,1,-0.632
-0.3963,0.4703,0,-1.6099
-0.2934,-0.8485,1,-0.4483
-0.289,0.076,0,-0.1288
-0.747,-0.84,0,0.5525
0.2826,0.6399,1,-1.8215
0.5726,0.9771,1,-0.8064
0.4772,0.6983,0,-1.2366
-0.0589,-0.2858,0,0.903
0.2135,1.2215,1,0.6724
-0.981,-0.484,1,-1.9116
0.2179,0.246,1,-0.2775
0.9507,1.5011,1,1.3983
0.1352,0.1443,0,0.736
0.0442,-0.0815,1,-0.3482
-0.6861,0.4724,1,0.4264
-0.2246,0.6343,0,0.7961
0.0252,-0.1756,1,1.7625
0.0375,0.1424,1,-0.4348
-0.5052,-0.1355,0,1.3608
-0.8544,-0.2978,1,-0.5504
0.1233,0.753,0,-0.5993
0.4748,1.0019,1,-0.1838
0.1398,0.2511,0,0.1596
-0.1693,-0.2938,0,0.7542
-0.339,0.9163,1,-0.0965
-0.32,1.2901,1,-0.5093
-0.187,0.4424,1,-0.8574
0.4228,1.0266,0,0.593
0.0618,1.0394,1,0.0389
0.7753,0.1139,0,0.2953
0.6237,0.4901,0,0.3947
-1.0519,-0.1668,1,1.3946
-1.1809,-0.0912,1,1.1192
-0.2892,-0.006,0,0.7484
-0.4027,0.4489,1,-0.1517
-0.3024,0.3301,1,-1.2794
-0.3558,-0.2745,1,-0.4805
-0.517,-0.5943,0,-0.0914
-0.7895,-1.4358,0,-0.6835
-0.652,-0.4255,1,0.5648
-0.0796,-0.4585,0,0.0671
-0.5667,-0.074,1,-0.8984
0.4528,0.4773,0,1.3599
-0.0235,0.4344,1,0.4417
-0.926,-0.9701,0,0.101
0.1193,-0.5272,0,1.0881
0.3257,0.578,1,-0.7872
-1.0449,-1.1245,0,-0.6226
0.4763,0.5236,0,-0.3589
-0.0462,0.8321,1,0.5243
0.4483,0.4215,0,0.3301
-0.1108,0.9534,1,3.128
-0.0553,0.61,1,-0.9693
-0.1384,0.1671,1,0.0869
-0.1615,-0.3885,0,-0.2656
0.0754,0.508,1,0.4425
-0.5341,0.4471,1,0.8677
-0.5707,1.4274,1,0.2331
0.3364,0.8357,0,0.3687
-0.5733,0.0612,0,-0.3593
-0.1938,0.6782,1,1.6342
0.1522,0.3733,0,-0.4715
-0.5619,-0.129,1,-3.132
-1.0682,-1.0764,0,-0.5982
-0.5945,-0.5091,0,2.3827
-0.1455,-0.4647,0,-1.1828
-0.162,0.6353,1,0.4816
-0.2624,0.1695,1,-0.7983
-0.0796,-0.0943,1,0.4656
0.41,0.1461,0,1.1061
0.3102,0.8742,1,-0.458
0.6655,1.1842,1,1.2798
0.0516,-0.0517,0,1.0831
-1.1863,0.1222,1,0.3189
0.7974,1.6326,1,-0.0722
0.1254,0.8375,1,-0.2228
-0.6659,0.498,1,-0.8139
0.4734,1.5596,1,-1.1236
0.2924,-0.0452,0,0.5844
-0.0383,1.344,1,0.3444
0.0172,0.6364,1,0.4156
-0.0661,-0.4966,0,1.0094
0.2296,0.1285,0,-0.0233
0.0967,1.2661,1,1.3367
-0.7735,-0.0476,1,-1.63
0.1706,0.36,0,1.7968
-0.0208,-0.721,0,-0.0312
0.1478,0.1065,0,-0.7046
-0.3005,0.8502,1,-0.1123
0.5229,0.3961,0,1.5818
0.386,0.2824,0,-0.6609
-0.1413,-0.1256,1,0.0988
-0.1175,0.607,0,-1.0349
-0.3331,0.7665,1,0.4018
-0.6162,0.2381,0,1.2527
-0.5928,-0.0461,1,0.2871
0.413,1.4636,1,-0.3619
-0.3353,-0.5797,0,-0.4091
-0.0255,-0.5141,0,0.1125
-0.6145,-0.2567,0,0.5478
0.2083,0.752,0,0.8695
-0.0334,-0.1684,0,-1.0406
-0.8479,0.535,1,-0.4846
-0.1338,0.6848,0,1.4482
-0.1201,1.2381,1,0.498
-0.2108,1.1009,1,0.1476
-0.343,-0.2717,0,0.7835
-0.6514,-0.1115,0,-2.3391
-0.7892,0.2257,1,0.6732
-0.1256,1.1063,1,2.525
0.6362,0.1683,0,0.0754
-0.1626,-0.0335,0,0.2796
-0.5348,0.4553,1,-0.3261
-0.384,-0.1003,1,-0.9551
0.4057,-0.4564,0,-0.4968
0.4778,0.4398,0,0.8968
-0.441,0.3982,1,0.5664
0.4473,0.8242,1,-0.8712
-0.5052,0.12,1,-0.6322
-0.0754,-0.3074,0,-0.6126
-0.3544,0.2548,0,0.1661
-0.2124,0.7709,1,-0.1984
0.0468,0.0863,0,-0.0694
0.1544,0.0879,0,-1.0742
0.1505,0.0189,0,1.6235
0.5269,1.1525,1,0.2996
-0.1572,-0.0994,0,-0.5226
-0.0893,0.3623,1,-0.7956
-0.1118,0.3564,0,-0.3846
-1.1144,-0.1259,1,1.171
-1.0235,-0.554,0,1.5089
0.0238,1.1417,1,-0.6339
-0.2256,0.1269,0,-0.4378
-0.4301,-0.0054,0,-1.6719
0.1088,0.2651,0,-1.6108
-0.1098,0.4017,0,0.1337
0.3679,0.9028,0,-0.3144
-0.4619,-0.1628,0,-0.3594
0.6677,1.0517,1,-0.4955
-0.1767,0.3174,1,0.321
0.023,0.49,0,0.1298
0.2644,0.5502,1,1.041
-0.3149,-0.7028,0,2.6014
-0.3982,0.2531,1,-1.0704
-0.2291,-0.073,0,-1.2354
-0.3716,-0.2231,0,1.6158
-0.4642,-0.3596,1,-0.0575
0.3342,0.9687,0,0.8072
-0.2854,0.433,0,-1.1218
-1.2881,-0.3231,1,-1.0597
0.6887,-0.5292,0,0.8675
-0.1495,0.7964,1,-1.2507
-1.1908,-0.2652,1,1.4362
-0.2911,0.0182,0,0.8442
0.6156,1.1144,0,-0.6862
-0.0963,0.6839,1,1.5581
-0.0432,0.7279,1,0.5444
-0.5598,0.1471,1,-0.1999
-0.1804,-0.6034,0,0.0952
-1.1223,-0.3094,1,-1.9323
-1.0872,-0.6785,0,-1.3338
-0.9825,-1.0752,0,0.7756
0.7722,0.9814,0,0.2213
-0.6806,-0.2346,1,1.4657
0.0668,0.1003,1,0.398
0.4139,1.1412,1,-1.1956
-0.0151,0.6633,1,-1.0316
-0.0035,-0.122,0,-0.8167
-0.6137,1.049,1,-0.5827
0.8987,1.0887,0,0.1559
-0.0926,-0.5652,0,1.1897
-0.901,0.4703,1,0.6282
-0.1106,-1.3032,0,1.2627
-0.6925,-0.0391,1,0.4054
-0.3172,-0.4004,0,-0.4193
-0.491,0.1418,1,-1.3862
-0.0464,-0.6853,0,0.6312
-0.3753,0.113,0,-0.0943
0.6083,0.9965,1,0.7928
-0.6589,0.3646,1,-0.6038
0.3376,-0.4264,0,1.6338
0.3847,0.0565,0,1.6382
0.2059,1.1506,1,-0.8721
-0.7518,-1.5379,0,0.3291
-0.946,-0.2073,1,-1.57
-0.963,-0.6866,0,-0.8202
0.2761,0.7444,0,-0.8736
-0.608,0.0967,1,-0.6037
-1.075,-0.3731,0,-0.2724
-0.2307,0.6398,1,-0.7775
0.8212,1.1128,0,0.1535
-0.4307,0.0806,1,-1.5304
-0.0024,-0.0329,1,0.9928
-0.1434,1.2178,1,-1.0628
-0.0036,0.5039,1,-0.1568
-0.4419,0.4257,0,-0.4248
-0.1002,0.3706,0,1.0288
-0.0643,-0.0721,0,-0.3283
-0.8014,-1.0009,1,1.4583
-0.1775,0.2626,0,0.358
-0.7035,0.0571,1,-0.9353
0.7451,0.7132,0,-0.2131
0.5939,0.6887,0,-0.0441
-0.2336,1.1869,1,0.7344
0.4108,1.3528,1,0.1686
1.0968,1.0653,0,-0.2218
0.3607,-0.57,0,-0.7644
-0.0206,0.1056,1,0.4776
0.4598,0.6666,1,-0.3532
0.0829,0.2008,0,-0.7213
-1.377,-0.3591,1,-1.0286
-0.4195,0.6363,1,1.0255
-0.4736,-0.3206,0,-1.4856
0.3332,0.1357,0,0.4802
0.0467,1.4838,1,0.0212
-0.0253,-0.3606,0,-0.5466
-0.6073,0.1631,1,-0.717
-0.4123,0.4188,1,0.0183
0.7599,1.184,1,-0.5375
-0.7346,-1.3089,0,-0.5769
1.4586,1.0777,0,0.9939
0.771,0.8237,0,-0.1541
-0.0056,0.9511,1,0.0075
0.3317,0.3643,0,-0.8021
-0.2891,1.1142,1,0.9947
-0.6225,0.3336,0,1.2215
-0.29,-0.0785,1,0.2185
0.111,-0.6887,0,1.4273
0.1726,0.7769,0,-0.5438
-0.3826,-0.4704,0,0.9193
-0.5078,0.1799,1,-0.3794
-0.5214,0.6764,1,-0.4822
0.976,1.4324,0,1.3985
0.0916,1.5828,1,-0.3628
-0.464,0.3723,1,-0.9559
0.3427,1.0011,0,-1.8148
-0.1854,0.9462,1,0.0082
0.5844,0.2608,0,-1.0262
0.1976,1.4033,1,1.9747
-0.3983,-0.7894,0,1.7402
0.0114,1.4348,1,-2.9993
-0.0762,-0.1383,0,1.6352
0.6896,1.4964,1,-0.7818
-0.8123,-0.1952,1,1.2521
0.2896,0.5718,0,1.0594
-1.4299,0.5581,1,1.3413
0.4577,1.3221,0,1.7992
0.2842,0.3102,0,-1.1578
-0.2538,0.1998,1,-1.046
0.1684,1.1236,1,0.8096
0.7599,1.2497,0,0.1124
-0.0138,0.6128,1,0.6761
0.2056,-0.1268,1,-0.3499
-0.6593,0.9167,1,0.8851
-1.2319,0.1806,1,-1.2956
-0.0312,-0.7605,0,1.9605
0.7785,0.365,0,2.469
0.3844,1.3552,1,-1.8043
-0.6456,-0.302,1,1.5636
0.5027,1.0231,1,-1.7369
-0.0918,-0.0332,0,0.5819
-0.1609,0.0335,1,-0.9544
0.4054,-0.1274,0,0.4597
0.1541,-0.2077,0,-1.2501
-0.5641,-1.0041,0,0.4072
-0.8311,0.3342,1,-0.1875
-0.8516,-0.1878,1,-0.266
