outcome,focal_variable,auxiliary_variable,covariate_a
-1.3828,-1.1121,0,-2.4284
-0.8496,-0.5285,1,-1.0315
-0.3409,0.2055,0,-0.4676
0.0151,0.5468,1,1.0537
-0.2523,0.4943,1,1.8064
-1.2564,-0.3475,0,-0.4631
-0.6101,-0.0404,1,-0.0684
-1.2444,-0.7769,1,1.0407
-0.8836,-0.5249,1,2.2478
-1.3959,-0.3769,1,1.1879
-0.2676,-0.6014,0,-1.2101
-0.3494,-0.3348,0,0.8759
0.2284,0.0561,0,-0.646
-0.19,0.066,0,1.401
0.6623,0.4262,0,0.633
0.1454,0.6149,1,-1.0228
1.2406,0.4175,0,1.1052
-1.857,-1.2339,1,0.529
1.067,0.5967,1,0.3984
-0.2437,-0.321,0,0.03
0.8104,0.8399,0,-0.5237
-2.7499,-1.5945,0,0.6173
1.0869,0.4869,1,2.2016
-1.177,-0.6064,0,1.9082
0.9048,0.587,0,-0.1844
-0.2198,0.9328,1,-2.1039
0.4773,0.3934,1,-0.5476
-0.3084,-0.1085,0,0.1461
1.0623,0.7963,1,0.2852
-0.2896,-0.2349,0,0.8985
1.3574,1.1383,1,0.7262
-0.3186,-0.0895,1,0.7409
-0.3833,-0.4617,0,-0.6334
-0.2123,0.2921,1,-0.523
1.1319,0.9072,1,-1.0815
0.6882,0.7179,0,0.2599
-1.0032,0.1239,1,0.8652
0.0463,-0.1734,0,1.069
0.2154,0.1926,0,-2.5083
1.5574,1.3155,1,0.4705
-0.6368,-0.0728,0,-1.042
-0.8822,-0.4562,1,0.5902
0.8274,0.3054,0,-1.0487
-1.1499,-0.2522,1,0.7345
1.2857,0.8824,1,-0.6474
-1.5368,-0.9107,1,-0.6262
-0.1162,0.1684,0,0.8035
0.3624,0.2552,0,-0.5516
-0.7657,0.6179,1,0.9588
0.631,0.5118,0,0.7419
0.5393,0.8133,1,-0.1113
-0.1149,-0.2051,0,-0.4535
-0.1209,0.4927,1,1.2762
-0.3645,-0.0534,0,0.83
2.1829,1.916,1,1.6425
-0.4315,0.279,1,-1.7428
1.6352,1.3716,1,-0.2891
-0.4691,0.0367,0,-0.4554
0.0943,-0.0212,0,0.5122
-0.5494,-1.1393,0,-0.9491
-1.1804,-0.2698,0,-0.8081
-0.0865,-0.3349,0,0.041
0.7251,0.7471,0,-1.8757
1.3302,1.4218,1,-2.0116
-0.2788,0.0576,1,-0.1152
-0.9427,-0.4541,0,2.6541
0.5154,0.3065,1,0.1135
-0.4952,-0.4873,0,-0.3765
-0.9298,-0.3871,0,0.4314
-0.0315,-0.0498,0,0.5784
-0.9429,-0.4084,1,-0.1282
0.0012,0.1524,0,-0.6762
0.5217,0.3821,0,-1.5684
0.3766,0.2762,0,0.9006
-0.2911,0.1446,1,-0.4707
2.0749,2.6445,1,0.4742
0.5504,0.2864,1,1.0566
-0.2,-0.0853,1,-0.3069
-0.727,-0.3394,0,-1.4654
-0.3959,-0.1805,1,-0.2265
-0.2286,0.5179,1,-0.1555
-0.1823,0.7534,1,0.4951
0.6277,0.1467,0,-0.5719
-0.3991,-0.1082,0,-0.623
1.3857,1.8218,1,-0.3856
-0.4906,-0.3881,0,0.3719
-0.0001,0.4647,0,0.9
1.1572,0.7604,1,2.3333
-0.1841,0.4156,1,1.9289
-0.8036,0.0475,1,-0.1336
0.2166,0.3547,1,-0.7188
1.0922,1.3322,1,-0.6234
0.5085,0.0322,0,-1.3126
0.5509,0.4228,0,0.1243
-1.3706,-0.2831,1,-0.9904
-1.7008,-1.1214,0,-1.1069
0.3395,0.5683,1,-1.041
0.4568,0.5764,1,0.8885
-0.2126,-0.2565,1,-0.0826
-0.6593,-0.0272,0,-1.3627
-0.0204,0.4108,1,0.8812
-0.151,-0.0396,0,1.1912
-0.9725,-0.9683,0,-0.4597
0.2916,0.5644,0,-0.7836
-0.7343,-0.2158,1,-0.8724
-0.8138,-0.5092,0,0.2652
-0.4583,-0.8203,0,0.9116
0.0021,0.4684,1,0.1685
-0.521,0.1751,1,-1.3457
1.4948,0.8574,1,1.0642
0.5961,0.3969,0,-0.0543
-1.1585,-0.404,1,-0.201
1.0076,0.6848,0,0.431
-0.4674,-0.5116,0,1.0434
0.9694,1.0163,1,-1.1386
-1.1093,-0.9678,0,-1.3415
1.1352,0.0684,0,-0.048
2.3327,1.7555,1,-0.0362
1.147,1.2326,1,0.9023
-0.0478,0.2366,0,1.2678
0.5669,0.6733,0,-0.503
-0.5139,-0.3571,0,0.3283
0.1176,-0.0609,0,0.4594
1.7858,1.1731,1,0.5568
-0.1438,0.4836,1,-1.6212
0.0838,0.7669,1,0.5217
1.4995,0.9925,0,-0.8314
0.997,0.9597,1,0.5719
0.7417,0.1286,0,-1.1567
-1.5059,-0.192,1,0.0586
-0.5832,0.6173,1,-0.3096
0.2722,0.0608,0,2.1297
-0.5885,-0.7298,0,-0.8969
-0.5424,0.2696,1,-0.972
1.4729,0.9602,1,1.464
1.1237,1.2732,1,0.8474
0.4373,0.3281,1,0.2375
0.6569,0.9367,0,-0.5197
-0.1626,0.4296,1,-1.1928
-1.6449,-0.777,0,-0.474
0.6894,0.1885,0,-0.5796
-0.793,0.0826,1,-0.7453
-1.1638,-0.9164,0,-0.5568
-0.4076,-0.396,0,-0.6034
0.6326,0.476,0,0.9203
0.4697,0.7852,1,-1.436
-0.0855,0.362,1,0.3511
-0.2483,0.1754,1,0.2265
-0.6234,0.4666,1,-0.1072
-1.2725,-1.0197,0,0.626
0.7314,0.4113,0,0.3884
-0.0966,0.1184,1,0.0602
0.3145,0.0097,0,1.063
-1.5358,-0.8825,1,-2.4961
0.303,0.3901,0,2.1511
0.018,-0.3968,0,1.1338
-1.0156,-0.2473,1,1.6869
-0.0418,-0.4611,0,-0.9111
0.3795,0.3116,1,0.0383
-0.947,-0.5456,0,0.2801
0.1037,0.7183,0,-0.4014
0.8542,0.4171,0,0.1506
0.9963,0.9174,1,0.2347
-0.0532,-0.1037,0,-1.2268
0.8788,1.072,1,0.7152
-0.9075,-0.3996,0,0.6327
-0.2098,0.4554,0,-0.7027
-0.8302,-0.0235,1,-1.3242
-0.4689,-0.4947,0,0.1043
0.471,0.4176,0,-0.8443
-0.3272,-0.4867,1,0.2689
0.2251,0.7731,0,-0.7934
1.0339,1.4822,1,1.4976
1.9597,0.9703,0,-0.6875
-1.3027,-0.2704,1,-0.8939
0.2708,0.5774,1,0.024
-0.6637,-0.6667,0,-1.5986
0.2828,0.1155,0,-0.8658
1.2828,0.5406,0,-1.6561
0.6676,-0.1433,0,0.2123
-0.2919,0.5972,1,0.9277
-0.1595,-0.3073,0,-0.4297
0.5005,0.0192,0,1.2543
0.6577,0.0525,0,-0.8502
0.1351,0.3577,0,-0.4664
1.1751,0.9948,0,0.8948
-0.9137,-0.6917,0,0.7161
0.5786,0.5536,0,0.4564
-0.7394,-0.0672,1,1.1099
-0.9496,-0.778,0,-0.0515
0.483,0.5853,0,0.303
0.5907,0.8332,1,-0.6812
-0.3977,-0.3402,0,1.926
-0.8058,-0.2675,0,-0.4501
0.1243,0.4108,1,-0.213
0.1798,0.4765,1,0.2096
0.3479,0.4036,0,0.6672
-1.1858,0.192,1,0.6569
-1.0143,-0.035,1,-2.7092
0.3254,-0.1023,0,1.767
-0.1305,0.0582,0,1.6098
-0.2085,0.105,0,1.2524
-1.2605,-0.7679,0,0.1465
-0.5688,0.0582,0,1.2477
-1.8491,-0.9773,0,0.2621
-0.4236,-1.0239,0,0.2496
1.0571,0.022,0,0.6982
0.8666,1.1372,1,0.5434
-1.6291,-1.023,1,1.024
1.505,0.9041,1,-2.1517
0.0562,0.468,1,-0.0888
-0.1359,-0.1935,0,-1.2209
0.9141,0.2138,0,0.931
-0.2157,-0.4373,0,-0.9122
-0.1717,-0.1893,0,-0.2829
0.5212,0.7206,0,0.9363
-0.8965,-0.289,0,1.3083
0.3629,0.2108,0,0.8829
-0.3939,0.3265,1,0.753
-0.3461,-0.3214,0,-1.1873
1.1222,1.067,1,-1.0171
1.1349,1.4006,1,-1.3404
0.6143,-0.0048,0,-1.056
-0.9866,-0.1711,1,0.1582
0.6348,0.4612,0,1.0055
-0.279,0.5816,1,1.0019
0.8375,0.9541,1,-1.8516
0.4642,0.2064,0,-0.0363
-0.8219,-0.5811,0,-0.274
0.0019,-0.3524,0,-2.3172
-0.8929,-0.4465,1,0.8299
0.8345,0.7414,0,0.802
-0.9295,-0.4732,1,-0.6077
0.1606,0.441,1,-0.3095
-0.9917,-0.4771,0,0.1455
1.0452,1.4292,0,0.4138
-1.2119,-0.8274,0,-0.6487
2.2427,1.131,1,-0.8591
0.4513,0.4805,1,-1.0859
-0.4774,0.6231,1,1.4889
0.9623,0.546,0,1.2196
0.2676,0.1223,0,-1.0924
-0.113,-0.0461,1,-0.8958
-0.519,-0.5082,0,-1.0606
-0.3599,0.0967,1,-1.485
-0.4068,-0.567,0,1.9511
-0.1498,0.3426,0,-0.7343
-0.1182,0.319,0,0.7596
0.455,1.0956,0,-0.3386
-0.5192,-0.1654,0,-0.2195
0.3643,1.0843,1,-0.289
-1.0139,-1.0706,0,0.3675
-0.7157,0.0076,1,-0.1848
-0.3027,0.2049,0,0.7454
1.4761,1.3404,1,1.1555
-0.8487,-0.3194,0,-0.6203
0.0276,1.2049,1,0.2042
0.2901,0.4662,0,-1.6337
-0.5681,0.1662,0,-0.5221
-0.6597,0.0372,1,0.0182
-0.6008,0.0909,1,-0.199
1.3232,1.6159,1,-0.1089
-1.0788,0.0755,0,0.5166
0.5975,0.2809,0,0.7254
-0.1966,-0.7207,0,-2.126
-2.3733,-1.1467,0,0.183
0.8472,1.1526,1,-0.3148
0.6412,1.5426,1,-0.4818
0.3242,0.2596,0,1.396
-0.4163,0.2623,1,-1.7568
0.2013,0.7559,1,-0.0532
-0.3233,0.0956,1,1.439
-0.7483,0.1683,1,0.072
0.6821,0.142,0,-0.9499
-0.1194,-0.1241,0,-0.2164
0.078,0.1515,0,1.7711
-0.8339,-0.1953,0,1.1719
0.1754,0.5117,1,-0.518
1.5256,1.1633,1,1.5349
0.2059,0.8988,0,0.6373
-1.0188,-0.5106,1,-2.5423
-0.2646,-0.5758,0,-0.1061
-0.4728,-0.1317,0,1.8252
0.8237,1.0461,1,-0.1567
0.4235,0.599,0,1.5206
0.2835,0.6324,1,-1.4345
1.8852,1.1863,0,-1.3089
-1.4272,-0.8156,0,1.1326
0.7398,0.225,0,0.8521
0.7167,1.3566,1,-0.0261
1.9929,1.0862,0,0.8689
-1.3002,-0.6576,0,-0.5927
1.3648,1.0243,0,-1.1263
1.5372,1.2351,0,0.3867
-0.3151,-0.1464,0,-0.2869
-0.4983,-0.6988,0,0.4167
1.5833,1.055,0,0.2064
-0.8435,-0.4516,0,-0.3352
1.1019,0.356,0,1.8842
