outcome,focal_variable,auxiliary_variable,covariate_a
-0.0571,-0.3395,0,-0.6351
0.1095,-0.5659,0,-0.5777
0.0803,0.98,1,0.6488
-0.201,0.1023,0,0.1419
-0.713,-0.9826,0,1.1198
-0.9695,0.2154,1,-0.4277
-0.2104,0.7269,1,0.0953
-0.1475,0.7696,0,-0.0808
-0.1016,0.0318,0,0.4308
-0.2313,1.1928,1,-1.5691
0.211,0.3948,1,0.0433
0.9178,0.747,0,0.4556
-0.5269,0.1742,1,-3.2137
0.3789,1.3936,1,-0.5428
0.638,0.2012,0,-0.0141
-0.164,-0.1971,0,0.4994
0.4674,0.0098,0,1.3366
-0.4288,-0.8731,0,2.2649
0.5959,-0.1753,0,0.18
0.0064,0.3997,0,0.6563
-0.1313,0.1239,0,-0.1791
0.5706,1.4647,0,0.7694
-0.5093,0.5164,1,-0.1028
-0.0108,0.3358,1,2.008
0.155,0.413,0,1.4835
0.0991,0.4168,0,0.1869
0.7072,0.5348,1,-0.3289
0.1487,-0.196,0,0.214
1.0151,0.6898,0,-0.4079
0.2209,0.4902,0,0.2225
-0.1334,0.6225,1,-1.14
0.0512,1.1065,1,1.4512
-0.1604,0.7552,1,-0.5536
-1.0002,0.3425,1,0.681
-0.1845,-0.4714,0,-2.242
-0.8151,-0.2047,0,-0.7949
0.6349,1.5149,1,1.8172
-0.4826,0.4752,1,0.4258
-0.2434,-0.599,0,1.6836
-0.0232,0.5965,1,-0.0122
0.4393,1.0176,0,-0.2926
-0.4346,-0.6088,0,1.0086
0.5935,1.6119,1,0.1919
0.0427,-0.078,1,-0.1066
-0.5865,-0.7087,1,1.7706
-1.246,0.1899,1,1.7219
-0.633,0.8467,1,1.467
-0.3487,0.3972,1,-0.3975
0.0403,0.2463,1,-3.2076
-0.2305,0.5311,1,-0.6429
-0.3047,-0.8308,0,-0.1682
0.3012,-0.1917,0,-0.8127
-0.725,0.5993,1,-0.484
0.0642,0.5486,1,0.8069
0.651,0.2655,0,-1.2072
-0.2226,0.05,0,-0.9868
-1.1511,-0.2198,0,-0.3763
-0.9908,-0.2599,1,-0.0308
0.1552,0.737,0,1.9042
-0.2315,0.4019,1,-0.4301
0.254,0.2352,0,1.4144
-0.2644,-0.4794,0,0.001
-0.0448,0.5715,1,0.546
-0.7037,0.1754,1,0.9622
-0.6491,0.2708,1,2.4287
-0.0299,1.5568,1,-0.76
0.016,0.1206,1,0.4543
-0.9748,0.6151,1,0.799
-0.5998,-0.4693,1,-1.2589
-1.0344,0.2335,1,-1.5829
-0.7223,-0.0882,0,-1.7456
-0.4202,0.8953,1,-2.0306
-0.1715,-0.7123,0,-0.6966
-0.3169,0.0881,1,0.731
0.1157,0.9889,1,-0.5731
0.232,0.542,0,-0.2386
-0.0422,1.2031,1,-0.3985
-0.8279,0.2987,1,0.888
-0.1544,-0.5098,0,0.6903
-0.7496,-0.2266,1,0.3485
-0.1597,0.9085,1,1.5292
0.162,1.2746,1,-0.2448
-0.1801,0.4587,0,0.6022
1.0648,0.595,0,-0.4075
-0.3232,0.9897,1,-1.12
-0.4735,-0.015,1,0.5284
0.3081,0.1189,1,0.0261
-1.1302,-0.7697,0,-0.2014
-0.5017,0.2975,0,0.2824
-0.4898,0.1939,1,0.1935
-0.8473,-0.2912,1,-0.1456
0.263,1.3373,1,-1.9394
-0.3117,0.1936,0,-0.7813
-0.7852,0.2663,0,-0.1344
-1.1381,0.0965,1,0.2353
-0.3571,0.7647,1,0.2401
0.6142,1.5063,1,-1.0045
-0.2571,0.0228,0,-0.3132
-0.2147,1.0517,1,-3.1485
-0.5504,0.3201,1,0.3527
0.1129,0.7882,1,0.9187
-0.2669,0.1363,1,1.2795
0.4219,-0.7189,0,-1.1355
-0.2774,0.7594,1,-1.0768
0.3041,0.6717,0,1.0231
-0.4939,0.2361,1,1.194
0.0917,0.3184,0,-0.2958
-1.0982,0.4926,1,0.1532
-0.9639,0.4268,1,0.5784
0.3014,2.2408,1,-1.2903
-0.394,0.7554,1,0.5735
-0.2829,-0.1651,0,0.9896
0.4981,0.4336,1,-0.2256
-0.4591,-0.378,0,1.7374
0.0463,0.8104,1,-0.3196
-0.1838,0.1481,0,-1.6937
-0.4257,-0.022,1,-0.0968
0.711,0.904,1,-1.3571
-0.206,-0.2548,1,0.4571
-0.0084,0.498,1,1.0748
0.7436,1.2683,1,-1.1563
0.3572,0.338,0,0.7827
-0.3736,0.5174,1,0.6194
-0.2479,-0.1251,0,-0.7346
-0.4065,0.8764,1,-0.1862
-0.8095,-0.8154,0,0.1384
-0.0224,0.24,0,0.1429
-0.1773,0.1996,1,-0.3802
-0.2101,-0.2718,0,-0.6718
-0.0467,0.4229,1,-1.2175
-0.493,0.5512,0,-0.9433
-0.9688,-0.4069,0,-0.5937
-0.076,0.0522,0,0.8377
-0.4478,-0.7678,0,-1.7754
-0.1398,-0.9799,0,-0.1056
0.3832,-0.6049,0,1.4228
1.1921,1.2141,1,-2.3883
1.0535,1.1402,1,0.3202
0.5063,0.6489,0,-0.3953
-0.8408,0.739,1,0.0178
-0.2667,-0.3209,0,-0.0844
0.0554,0.8258,0,1.2332
-0.3209,0.2777,1,-0.4389
0.2316,1.3717,1,-0.281
0.4425,0.3039,0,-0.3937
0.4695,0.964,1,0.4665
-0.0947,0.4378,1,-0.3377
0.2346,0.7395,1,0.2482
-0.3084,-0.1629,0,0.8062
1.264,0.9696,0,-0.1268
0.0429,0.5101,1,-0.8411
0.073,0.1898,0,-2.399
0.0945,1.0276,1,1.3189
0.5633,1.0466,0,0.6538
0.0018,0.9536,0,-0.9644
-0.5544,-0.3468,1,-0.2377
-0.0799,1.2758,1,1.9356
-0.3173,-0.2816,0,-0.8769
-0.4663,0.0689,0,1.0297
-0.3384,-0.1178,1,1.6581
-0.0796,-0.4255,0,-0.3304
0.2229,0.9564,1,-1.0994
0.4172,0.2044,0,0.2319
-0.1392,1.0156,1,-0.2578
0.0607,-0.0963,1,0.2522
-0.7975,0.0784,1,-0.5946
0.0629,1.1655,1,-0.5905
0.5139,-0.095,0,0.582
-1.1363,-0.4088,1,-1.9878
0.0802,-0.4718,0,0.2723
-0.9533,0.253,1,-0.6172
-1.6494,-0.6865,1,0.057
0.0238,-0.2078,0,-1.6646
-0.5565,-0.1075,0,1.9163
-0.4353,0.6437,1,0.184
-0.0534,0.0706,0,0.9974
-0.5762,-0.8782,1,-1.0818
-0.3791,-0.2265,0,-0.6492
-0.0468,-0.3641,0,0.0751
-0.2116,0.4948,1,0.0009
0.4221,1.1568,1,0.3666
-0.6136,0.7853,1,-0.0815
-0.2202,0.7543,1,-0.0973
-0.0789,1.0345,1,0.0943
-0.021,1.1108,1,-0.1279
-1.0341,-0.5635,0,-0.3594
-0.5098,-0.7571,0,-0.5624
-0.1268,0.9452,1,0.912
0.2125,-0.0526,0,-0.9192
-0.4905,-0.9301,0,-1.2492
-0.4463,-0.9957,0,-0.0049
-0.527,0.5511,1,0.5159
-0.8569,0.303,1,3.5037
0.2931,0.0995,0,-0.666
-1.2343,-0.6054,1,0.1088
0.9245,1.2927,0,-0.3957
0.1799,-0.8703,0,0.045
-0.2719,-0.7753,0,0.608
-0.7751,-0.2298,1,-0.7964
0.3534,-0.5006,0,0.3602
-0.1669,-0.5838,0,-0.8174
-0.0441,-0.5418,0,-0.4357
-0.7335,0.2138,1,0.8224
0.7184,-0.6156,0,-0.3683
0.0346,-0.2639,0,-0.1415
-0.0255,0.4325,1,1.063
0.5143,1.398,1,2.1456
0.2387,0.3375,1,1.0492
-1.322,0.1455,1,0.0276
0.7504,0.8119,0,-0.8189
-0.0612,0.5555,0,-0.7545
0.0362,-0.1766,0,-1.0479
-0.4972,0.685,1,-0.688
-0.5479,-0.586,0,-0.0372
0.3933,1.2106,1,-0.221
0.0621,0.8716,0,-0.2561
-0.2301,0.4471,1,0.4497
-0.6518,0.4192,0,0.4997
-0.9446,-1.4819,0,0.2076
-0.0456,1.0357,1,0.5505
-0.0839,0.3857,1,2.9014
0.8876,-0.2087,0,0.5667
-0.5929,-0.4358,0,1.0652
-0.3303,0.5406,1,0.8062
-0.7455,0.6057,1,-0.2945
-0.5929,-0.569,1,0.9344
-0.7783,-0.5212,0,-0.6764
-0.0511,0.5964,1,-1.1684
0.6242,1.5821,0,1.1036
0.8113,0.4934,0,2.1206
-0.7187,-0.0275,1,-0.4214
-0.43,0.8149,1,0.6137
0.0091,0.0977,0,-1.3773
0.2174,1.0469,1,1.8768
0.2366,0.995,1,-0.2673
0.1235,-0.2182,0,0.2563
-0.0714,1.2837,1,-0.2478
-0.3541,0.0579,0,-0.0914
-0.0527,0.7503,1,-1.5213
-0.6544,0.3879,0,-0.8533
0.0305,0.6303,1,0.0165
0.0555,0.179,1,0.382
0.2844,0.7771,0,1.0498
0.0902,0.8495,0,0.0701
0.5686,1.2095,1,2.3705
-0.629,-1.0233,0,0.5477
0.2244,0.0637,0,0.6869
-0.4191,-0.6995,0,-0.7026
0.2412,-0.1627,0,1.0881
0.7249,0.5264,0,0.5556
-0.0564,-0.9523,0,1.5207
-0.2151,0.127,1,-1.3575
-0.3041,0.3002,1,-2.3922
-0.2649,1.3406,1,0.0928
0.0464,0.2383,1,0.7206
-1.2715,1.1111,1,0.9541
-0.3032,0.1458,0,0.0777
-0.0962,0.211,0,2.1845
0.0999,1.3375,0,-0.1295
0.056,0.009,0,-0.0333
0.4714,0.2613,0,0.3558
0.3717,0.007,0,-0.9957
-0.4946,-0.0523,0,0.0198
-0.2437,0.2845,1,-0.5936
-0.2961,0.5745,1,0.6118
0.7629,0.3888,0,-0.2056
-0.1582,-0.3862,0,-0.1124
-0.5364,0.5356,1,-0.3132
0.4943,0.395,1,0.4062
0.4272,2.0005,1,1.3748
0.0429,0.3933,1,-0.7901
-0.0193,-0.3073,1,0.0432
0.3995,0.4625,0,0.7948
0.3226,0.4067,0,0.4032
0.1737,0.9264,1,1.4872
0.4384,0.5224,1,-1.9701
0.4846,1.1611,1,-0.6158
0.5639,0.9742,0,-0.0794
0.0533,0.3895,0,0.5332
-0.2699,0.483,1,-0.213
-0.6651,1.575,1,-0.2917
-0.2872,0.43,1,-0.1124
-0.3251,0.4695,1,-0.3096
0.0711,-0.2322,0,1.2927
-0.032,1.3118,1,0.3866
-0.2455,0.5268,1,-0.1422
-0.5743,0.3115,1,0.3409
-0.1955,0.264,0,-1.262
-0.3596,1.1918,1,-0.5535
0.4999,1.041,1,-0.534
-0.873,-0.1399,0,1.1353
0.0419,1.5198,1,1.4004
-0.0555,1.367,1,-0.6473
-0.2805,1.0459,1,1.2374
-0.98,-0.8083,0,0.2439
-0.2947,0.621,1,-0.212
-0.7878,1.0453,1,-0.5076
0.7278,0.7239,1,-0.2384
0.4983,0.5648,0,-0.1455
0.8298,0.1074,0,-1.3896
1.1787,1.6154,1,-0.2102
0.2471,0.3914,0,0.043
-0.2588,0.5323,1,-1.2516
0.9783,0.2358,0,-0.4681
-0.255,-0.5645,0,-0.4203
-0.0487,0.5437,0,-1.3382
-0.6727,0.2294,1,1.2087
-0.1862,0.2755,1,0.0161
-0.6028,-0.4254,1,-1.6694
-0.2398,0.7113,1,0.6241
-0.7946,0.0277,1,-0.703
0.7226,0.9879,0,-1.3307
0.5517,0.886,0,-0.0933
-0.2392,-0.0509,0,1.7428
-0.4444,-0.2371,0,-0.0241
-0.457,-0.0358,0,-0.6194
0.1365,-0.7315,0,0.6968
-0.3176,-0.1932,0,-0.7853
-0.3187,0.2382,0,1.5402
-0.0767,0.6311,1,-0.0846
-0.4249,-0.4056,0,0.6676
0.264,0.6553,0,-1.7043
-0.7719,0.5054,1,0.0303
-0.1942,0.055,0,-1.097
0.9119,0.8357,0,-0.3014
0.9824,1.2054,0,0.2097
0.7697,0.0834,1,-0.4537
