assignment_score,status_flag,outcome,proximity_flag
0.859,1,0.2139,0
0.4722,0,-0.0426,1
0.0632,0,0.0441,0
0.1591,0,0.0687,0
0.646,1,0.6525,1
0.3792,0,0.2899,1
0.4711,0,0.2072,1
0.7423,1,0.3669,1
0.6244,1,0.3554,1
0.734,1,0.5359,1
0.0371,0,0.1601,0
0.9295,1,0.6105,0
0.3647,0,0.039,1
0.7109,1,0.4945,1
0.4154,0,0.0861,1
0.21,0,-0.254,1
0.5497,1,0.383,1
0.0866,0,-0.0356,0
0.0478,0,0.1337,0
0.2784,0,-0.082,1
0.4277,0,-0.0199,1
0.2455,0,0.2322,1
0.9901,1,0.4089,0
0.0281,0,-0.0949,0
0.8683,1,0.585,0
0.4237,0,0.2341,1
0.7556,1,0.6861,1
0.909,1,0.4696,0
0.5879,1,0.3817,1
0.4984,0,0.125,1
0.6302,1,0.3486,1
0.9731,1,0.607,0
0.081,0,-0.0251,0
0.5658,1,0.2364,1
0.4824,0,-0.1203,1
0.8194,1,0.4769,0
0.1056,0,0.1248,0
0.6411,1,0.3394,1
0.3005,0,-0.1058,1
0.761,1,0.7085,1
0.066,0,-0.0334,0
0.8394,1,0.6368,0
0.0004,0,0.158,0
0.8845,1,0.7419,0
0.4827,0,0.1363,1
0.9251,1,0.3131,0
0.0091,0,-0.2841,0
0.9214,1,0.4866,0
0.5433,1,0.6675,1
0.0663,0,0.031,0
0.9852,1,0.7492,0
0.281,0,-0.0614,1
0.1841,0,0.2731,0
0.0674,0,0.1214,0
0.5174,1,0.4248,1
0.6759,1,0.5936,1
0.3004,0,0.0048,1
0.6949,1,0.5279,1
0.8448,1,0.3766,0
0.4541,0,0.0447,1
0.9646,1,0.4018,0
0.1067,0,-0.1021,0
0.729,1,0.2082,1
0.7366,1,0.8122,1
0.5573,1,0.2369,1
0.1396,0,0.1969,0
0.5438,1,0.1599,1
0.1652,0,-0.0371,0
0.0851,0,-0.0282,0
0.5409,1,0.6256,1
0.6073,1,0.4818,1
0.803,1,0.3301,0
0.2045,0,0.0247,1
0.9321,1,0.7076,0
0.571,1,0.5788,1
0.645,1,0.3432,1
0.1672,0,-0.1704,0
0.8007,1,0.3939,0
0.6575,1,0.5491,1
0.1849,0,-0.2078,0
0.5014,1,0.3744,1
0.3861,0,-0.067,1
0.9981,1,0.4765,0
0.9843,1,0.622,0
0.5912,1,0.4177,1
0.3857,0,0.22,1
0.4767,0,0.3267,1
0.2654,0,0.6392,1
0.7734,1,0.6182,1
0.5033,1,0.4913,1
0.5566,1,0.3187,1
0.0452,0,0.1477,0
0.0851,0,0.2602,0
0.2146,0,-0.0369,1
0.4382,0,0.0474,1
0.4379,0,0.0341,1
0.8494,1,0.3064,0
0.7795,1,0.4815,1
0.6344,1,0.2381,1
0.0315,0,-0.0055,0
0.5514,1,0.4634,1
0.9849,1,0.5879,0
0.4988,0,0.0753,1
0.5518,1,0.1832,1
0.0471,0,0.1969,0
0.2622,0,-0.1865,1
0.6056,1,0.4493,1
0.8648,1,0.7323,0
0.7612,1,0.4921,1
0.8364,1,0.6927,0
0.7916,1,0.564,1
0.626,1,0.2288,1
0.5319,1,0.6063,1
0.3583,0,0.0191,1
0.8089,1,0.4284,0
0.4347,0,0.233,1
0.54,1,0.2698,1
0.9989,1,0.6907,0
0.283,0,0.1481,1
0.424,0,0.3754,1
0.0811,0,0.1964,0
0.3362,0,0.0701,1
0.8953,1,0.4561,0
0.2691,0,-0.029,1
0.8362,1,0.4633,0
0.5368,1,0.2758,1
0.5422,1,0.3663,1
0.9826,1,0.355,0
0.467,0,-0.006,1
0.3041,0,0.2964,1
0.6441,1,0.2422,1
0.5019,1,0.1863,1
0.4748,0,0.0336,1
0.8925,1,0.7226,0
0.7375,1,0.3301,1
0.4175,0,0.079,1
0.1819,0,0.0967,0
0.0728,0,0.1006,0
0.2479,0,0.0578,1
0.976,1,0.6009,0
0.1156,0,0.179,0
0.9975,1,0.3558,0
0.6345,1,0.3379,1
0.4913,0,0.0211,1
0.8485,1,0.4489,0
0.3025,0,0.2767,1
0.0549,0,0.1623,0
0.1771,0,0.0402,0
0.8001,1,0.6106,0
0.5803,1,0.7415,1
0.4691,0,-0.0463,1
0.7582,1,0.3777,1
0.4804,0,0.1034,1
0.4719,0,0.198,1
0.9165,1,0.6023,0
0.5717,1,0.2622,1
0.6492,1,0.4716,1
0.6358,1,0.5676,1
0.2752,0,-0.1005,1
0.9984,1,0.572,0
0.0409,0,-0.0798,0
0.3182,0,-0.1211,1
0.3442,0,0.2505,1
0.9792,1,0.6136,0
0.5995,1,0.2951,1
0.3747,0,0.2499,1
0.3197,0,0.4139,1
0.0883,0,0.0424,0
0.0327,0,-0.1976,0
0.157,0,0.0019,0
0.4602,0,-0.1529,1
0.2886,0,0.0686,1
0.9847,1,0.4878,0
0.278,0,0.2007,1
0.8345,1,0.4107,0
0.8529,1,0.6402,0
0.2157,0,-0.0554,1
0.2268,0,0.0502,1
0.7125,1,0.2528,1
0.9621,1,0.3784,0
0.5308,1,0.5268,1
0.3761,0,0.2734,1
0.0307,0,-0.0889,0
0.7897,1,0.5648,1
0.2555,0,0.1936,1
0.199,0,-0.1005,0
0.2129,0,0.1316,1
0.6718,1,0.4534,1
0.4119,0,0.1762,1
0.8088,1,0.4745,0
0.0913,0,-0.2922,0
0.6866,1,0.4811,1
0.8683,1,0.4856,0
0.8521,1,0.4557,0
0.1686,0,-0.1957,0
0.5982,1,0.5796,1
0.9548,1,0.5425,0
0.7988,1,0.1862,1
0.8616,1,0.7126,0
0.9284,1,0.5925,0
0.1125,0,0.172,0
0.1841,0,0.0107,0
0.7954,1,0.4867,1
0.7935,1,0.6477,1
0.1016,0,0.0958,0
0.8583,1,0.4868,0
0.309,0,-0.003,1
0.9241,1,0.1431,0
0.062,0,0.1557,0
0.6065,1,0.5736,1
0.9843,1,0.6573,0
0.5887,1,0.5979,1
0.1149,0,-0.1045,0
0.0898,0,-0.0249,0
0.5725,1,0.3504,1
0.727,1,0.1746,1
0.8002,1,0.4005,0
0.5822,1,0.4502,1
0.3047,0,0.2486,1
0.1013,0,0.1083,0
0.6577,1,0.353,1
0.5556,1,0.5602,1
0.2582,0,0.1235,1
0.9505,1,0.2904,0
0.5665,1,0.4514,1
0.7822,1,0.607,1
0.6068,1,0.5167,1
0.1549,0,-0.1251,0
0.9309,1,0.3927,0
0.5758,1,0.7383,1
0.6485,1,0.314,1
0.5168,1,0.419,1
0.7711,1,0.1083,1
0.9437,1,0.7354,0
0.3299,0,0.2232,1
0.8507,1,0.77,0
0.1176,0,-0.117,0
0.426,0,0.3164,1
0.8966,1,0.3685,0
0.5831,1,0.6631,1
0.0387,0,-0.3443,0
0.367,0,0.2723,1
0.7193,1,0.4771,1
0.3247,0,0.2054,1
0.241,0,0.1626,1
0.8016,1,0.5648,0
0.2467,0,0.4446,1
0.2038,0,0.343,1
0.6942,1,0.5517,1
0.6925,1,0.4962,1
0.0016,0,0.2305,0
0.5621,1,0.6595,1
0.0633,0,0.044,0
0.9097,1,0.5406,0
0.7383,1,0.3363,1
0.7347,1,0.5262,1
0.7402,1,0.514,1
0.1854,0,0.212,0
0.1061,0,0.3123,0
0.4487,0,0.3288,1
0.6994,1,0.6269,1
0.9929,1,0.5228,0
0.2785,0,0.0315,1
0.9085,1,0.6437,0
0.0769,0,0.1192,0
0.3009,0,0.2042,1
0.4108,0,-0.0154,1
0.3538,0,-0.0334,1
0.8334,1,0.4309,0
0.4367,0,0.246,1
0.7685,1,0.4879,1
0.8837,1,0.7521,0
0.5062,1,0.2561,1
0.3841,0,-0.0285,1
0.0023,0,-0.0267,0
0.7292,1,0.3909,1
0.9623,1,0.4206,0
0.2383,0,0.0867,1
0.9362,1,0.5512,0
0.981,1,0.3575,0
0.6627,1,0.3619,1
0.6367,1,0.5506,1
0.84,1,0.463,0
0.9737,1,0.4203,0
0.6239,1,0.3844,1
0.0225,0,-0.1758,0
0.7601,1,0.7461,1
0.299,0,0.2233,1
0.5092,1,0.7717,1
0.6238,1,0.4524,1
0.3695,0,0.0586,1
0.1187,0,-0.0934,0
0.5421,1,0.4814,1
0.4771,0,0.076,1
0.9767,1,0.399,0
0.0785,0,0.2222,0
0.8685,1,0.5164,0
0.4943,0,0.1876,1
0.2102,0,0.0961,1
0.2946,0,0.1503,1
0.0086,0,-0.2597,0
0.5416,1,0.2398,1
0.9234,1,0.8034,0
0.7519,1,0.4686,1
0.2907,0,0.1491,1
0.3538,0,0.2257,1
0.2969,0,0.0328,1
0.126,0,-0.1226,0
0.1585,0,-0.1574,0
0.7165,1,0.3137,1
0.5825,1,0.3215,1
0.2884,0,-0.0277,1
0.2627,0,-0.1144,1
0.7239,1,0.6053,1
0.0953,0,0.2496,0
0.2168,0,-0.0752,1
0.3529,0,-0.1509,1
0.8752,1,0.5215,0
0.818,1,0.7225,0
0.0826,0,-0.1748,0
0.556,1,0.2214,1
0.8365,1,0.1458,0
0.5447,1,0.4521,1
0.4626,0,-0.0112,1
0.8923,1,0.6497,0
0.7343,1,0.579,1
0.509,1,0.6269,1
0.1755,0,0.2171,0
0.178,0,-0.1842,0
0.2368,0,0.0292,1
0.5863,1,0.5968,1
0.5471,1,0.2089,1
0.6331,1,0.3832,1
0.1973,0,0.0696,0
0.5187,1,0.3981,1
0.6103,1,0.4774,1
0.8576,1,0.4054,0
0.2755,0,-0.0578,1
0.2781,0,0.1511,1
0.9928,1,0.521,0
0.0623,0,0.3358,0
0.4882,0,-0.0201,1
0.9285,1,0.5198,0
0.5495,1,0.2161,1
0.5802,1,0.479,1
0.2683,0,0.0493,1
0.7345,1,0.549,1
0.9618,1,0.4314,0
0.4657,0,-0.1362,1
0.8657,1,0.7012,0
0.0347,0,0.1453,0
0.8415,1,0.6439,0
0.9578,1,0.6707,0
0.8501,1,0.52,0
0.0876,0,0.118,0
0.6363,1,0.3049,1
0.0745,0,-0.0402,0
0.0677,0,0.1906,0
0.0773,0,0.3277,0
0.1429,0,0.0921,0
0.536,1,-0.0852,1
0.7466,1,0.5273,1
0.1629,0,0.2617,0
0.0066,0,-0.0436,0
0.4265,0,-0.0227,1
0.4254,0,0.2718,1
0.4381,0,0.0783,1
0.5573,1,0.3629,1
0.9717,1,0.291,0
0.2828,0,-0.1627,1
0.5702,1,0.5464,1
0.8431,1,0.3175,0
0.435,0,0.3958,1
0.0149,0,0.3036,0
0.3518,0,-0.051,1
0.7035,1,0.3575,1
0.1868,0,0.1618,0
0.6665,1,0.679,1
0.052,0,0.0409,0
0.6712,1,0.3537,1
0.5,1,0.342,1
0.7026,1,0.4776,1
0.0278,0,-0.0723,0
0.9521,1,0.7186,0
0.5802,1,0.32,1
0.6686,1,0.5195,1
0.8154,1,0.6089,0
0.0493,0,0.0163,0
0.1599,0,0.0141,0
0.1577,0,0.0437,0
0.1574,0,-0.0835,0
0.0873,0,0.1424,0
0.92,1,0.5064,0
0.3484,0,0.0668,1
0.1137,0,-0.1302,0
0.7123,1,0.7559,1
0.3667,0,0.2386,1
0.2055,0,-0.1573,1
0.9287,1,0.6134,0
0.8475,1,0.4129,0
0.5918,1,0.2912,1
0.4975,0,0.0395,1
0.1024,0,0.1085,0
0.4811,0,0.1227,1
0.4129,0,0.1163,1
0.5037,1,0.4436,1
0.405,0,0.2623,1
0.5319,1,0.7563,1
0.5702,1,0.3816,1
0.0845,0,-0.0384,0
0.2096,0,0.0788,1
0.4573,0,0.2429,1
0.9032,1,0.6855,0
0.9394,1,0.3825,0
0.5674,1,0.784,1
0.5729,1,0.2451,1
0.5324,1,0.5434,1
0.291,0,0.2,1
0.456,0,-0.0734,1
0.5699,1,0.4614,1
0.8662,1,0.2479,0
0.3447,0,-0.021,1
0.2087,0,0.0526,1
0.1486,0,0.0658,0
0.3169,0,0.2818,1
0.5055,1,0.2978,1
0.9848,1,0.6,0
0.1956,0,0.1975,0
