assignment_score,status_flag,outcome,proximity_flag
0.9279,1,0.4891,0
0.1888,0,0.1425,0
0.967,1,0.4097,0
0.5452,1,0.5476,1
0.5925,1,0.5334,1
0.6621,1,0.1778,1
0.8122,1,0.7061,0
0.0914,0,-0.4055,0
0.7243,1,0.5544,1
0.7817,1,0.4342,1
0.4283,0,0.056,1
0.7174,1,0.2974,1
0.1766,0,0.1223,0
0.0135,0,-0.0803,0
0.8451,1,0.542,0
0.9797,1,0.019,0
0.968,1,0.3614,0
0.3571,0,0.1888,1
0.6622,1,0.3421,1
0.257,0,-0.1352,1
0.1579,0,0.0415,0
0.6962,1,0.4572,1
0.2322,0,0.1493,1
0.2528,0,0.0204,1
