assignment_score,status_flag,outcome,proximity_flag
0.3993,0,0.3763,1
0.5262,1,0.5217,1
0.6724,1,0.2337,1
0.7786,1,0.5501,1
0.6558,1,0.5334,1
0.655,1,0.2925,1
0.0692,0,-0.2953,0
0.0025,0,-0.2689,0
0.3771,0,0.1471,1
0.3436,0,0.0635,1
0.8177,1,0.6843,0
0.169,0,0.2433,0
0.8372,1,0.6577,0
0.2052,0,0.1775,1
0.4356,0,0.2992,1
0.4754,0,0.1986,1
0.9408,1,0.6463,0
0.0858,0,-0.2703,0
0.8675,1,0.4717,0
0.3498,0,-0.0578,1
0.1827,0,0.2363,0
0.939,1,0.4331,0
0.5515,1,0.3129,1
0.7469,1,0.4699,1
0.7317,1,0.7371,1
0.0661,0,0.2721,0
0.7589,1,0.5052,1
0.5093,1,0.5106,1
0.9102,1,0.5622,0
0.0577,0,0.0999,0
0.0789,0,-0.2689,0
0.1286,0,0.2117,0
0.5045,1,0.4472,1
0.2025,0,-0.0217,1
0.3752,0,0.0223,1
0.7102,1,0.5686,1
0.0883,0,0.2385,0
0.1143,0,0.2342,0
0.0915,0,-0.0793,0
0.4801,0,0.2477,1
0.244,0,-0.0481,1
0.756,1,0.4225,1
0.1165,0,0.0157,0
0.6337,1,0.5545,1
0.8081,1,0.6176,0
0.856,1,0.5875,0
0.0888,0,-0.1901,0
0.3153,0,0.1816,1
0.6549,1,0.8135,1
0.1301,0,0.1292,0
0.9202,1,0.7517,0
0.7934,1,0.6368,1
0.7171,1,0.6435,1
0.1824,0,-0.1545,0
0.7493,1,0.4028,1
0.7936,1,0.7173,1
0.9332,1,0.71,0
0.0688,0,-0.0239,0
0.9198,1,0.6069,0
0.6401,1,0.6364,1
0.6594,1,0.5464,1
0.0401,0,0.1621,0
0.8655,1,0.5107,0
0.2549,0,0.2425,1
0.4356,0,0.1803,1
0.2858,0,-0.0555,1
0.1783,0,0.3467,0
0.0704,0,0.3316,0
0.8787,1,0.4859,0
0.5573,1,0.4114,1
0.1123,0,0.1421,0
0.9381,1,0.5621,0
0.8782,1,0.5604,0
0.8797,1,0.7714,0
0.6131,1,0.3032,1
0.4225,0,0.0399,1
0.1938,0,0.059,0
0.9517,1,0.6063,0
0.1382,0,0.2576,0
0.3319,0,0.248,1
0.5269,1,0.359,1
0.6386,1,0.5527,1
0.602,1,0.3919,1
0.2377,0,0.2846,1
0.9445,1,0.528,0
0.0879,0,-0.1204,0
0.3113,0,0.2586,1
0.4179,0,-0.1466,1
0.4939,0,0.0667,1
0.8611,1,0.1732,0
0.9894,1,0.6769,0
0.566,1,0.3297,1
0.5519,1,0.6609,1
0.0008,0,0.1696,0
0.2938,0,0.006,1
0.6523,1,0.8255,1
0.1908,0,-0.08,0
0.6333,1,0.3263,1
0.5451,1,0.3849,1
0.5061,1,0.4739,1
0.5345,1,0.5687,1
0.2217,0,0.3032,1
0.4622,0,0.1603,1
0.6983,1,0.4598,1
0.3803,0,0.1058,1
0.1868,0,0.1658,0
0.5482,1,0.3185,1
0.587,1,0.3763,1
0.8788,1,0.8457,0
0.872,1,0.4399,0
0.9357,1,0.3981,0
0.9328,1,0.8317,0
0.5577,1,0.5292,1
0.9445,1,0.7705,0
0.0211,0,-0.2259,0
0.9328,1,0.802,0
0.518,1,-0.0732,1
0.2329,0,0.0643,1
0.7554,1,0.7849,1
0.0928,0,0.2296,0
0.6023,1,0.6115,1
0.2425,0,0.3185,1
0.5968,1,0.4625,1
0.228,0,-0.1092,1
0.137,0,-0.0277,0
0.0645,0,-0.1752,0
0.4334,0,0.0958,1
0.4215,0,-0.0907,1
0.2515,0,0.2099,1
0.5756,1,0.1953,1
0.0149,0,-0.056,0
0.4828,0,0.0429,1
0.1608,0,-0.0054,0
0.3599,0,0.0716,1
0.1994,0,0.2944,0
0.6707,1,0.4361,1
0.8986,1,0.3983,0
0.2988,0,0.1558,1
0.4544,0,0.1205,1
0.023,0,-0.015,0
0.3523,0,0.0542,1
0.7822,1,0.4795,1
0.5691,1,0.4885,1
0.331,0,-0.0189,1
0.1085,0,0.1434,0
0.3297,0,0.4547,1
0.0174,0,-0.0907,0
0.7937,1,0.5197,1
0.9111,1,0.6494,0
0.8025,1,0.6657,0
0.5861,1,0.5578,1
0.4158,0,-0.0186,1
