outcome,focal_variable,auxiliary_variable,covariate_a
-0.4911,-0.2466,0,-0.8669
0.238,0.1825,1,0.9186
1.7193,0.5181,0,1.1616
-0.2342,0.3083,0,0.9571
0.4946,0.3118,1,-1.6752
-0.8851,-0.0669,1,-0.7405
1.2808,0.9862,1,-0.7291
0.1957,0.8046,1,-0.1438
0.1533,0.1222,0,-0.2698
-0.3622,-0.5345,0,3.1301
-0.7688,-0.0636,1,-0.4578
-0.8976,-0.1274,1,0.0848
-0.4006,0.2312,1,0.6704
3.358,2.3335,1,0.1507
1.2703,1.1396,0,1.977
0.2884,0.4109,0,0.5606
0.3255,0.4635,1,-0.2083
1.4022,0.9364,1,-0.2444
0.3002,0.3257,1,1.0139
-1.8019,-1.0094,0,1.3784
1.315,1.3037,1,0.6509
0.2457,0.5743,0,-0.4565
0.2701,0.4449,1,-0.518
-0.3114,0.5876,1,0.672
0.1678,-0.1771,0,1.6823
0.9734,1.1419,1,0.8408
0.291,0.0583,0,-0.2755
-0.1456,0.4596,1,-0.1052
-0.3448,0.2204,1,-1.9446
2.4812,2.2816,1,1.203
0.9383,1.245,1,-1.1039
1.8863,1.6124,1,1.1886
1.757,0.7732,0,0.1712
0.4373,0.4378,0,2.1375
1.3446,0.9445,1,1.1234
0.9362,0.5786,0,0.4269
0.4865,1.0207,1,0.0827
-0.4479,0.2244,0,-0.559
-0.0481,0.5369,0,0.136
0.4385,0.9502,0,-0.0561
-0.3921,-0.4869,1,-1.4168
0.4205,0.5877,1,1.342
0.7119,0.1731,0,-0.2207
-0.1482,0.3106,0,-0.2473
-0.3569,-0.4228,0,-1.7491
-0.3701,0.1701,1,-0.3676
-0.3291,-0.0088,0,0.7886
-0.2171,-0.5742,0,-0.7175
-0.4585,-0.1051,0,-0.9495
1.5209,0.3441,0,-0.2144
-0.4987,0.5076,1,0.1567
-0.2953,-0.4202,0,1.0487
1.1645,0.9463,1,1.2966
0.2667,0.2785,0,-0.0437
0.5125,1.1011,1,-1.282
0.9096,0.9927,1,-0.5457
0.057,0.6143,1,1.0307
-1.7637,-0.7694,0,-1.1039
0.4778,0.5746,0,0.6697
-0.7446,-0.0971,1,2.3605
1.114,0.6768,0,0.9646
-0.3513,-0.0884,1,0.3771
1.155,0.6502,0,1.3635
0.6461,0.347,0,0.4386
0.7428,0.449,1,-0.3679
1.2885,1.1357,1,0.221
0.8958,0.5044,0,-1.0617
1.0677,0.3645,1,-1.2788
0.0027,0.0762,0,-0.1262
0.6271,0.0584,0,-0.698
0.9325,0.6464,1,-0.7118
1.2331,0.6459,1,-1.0522
0.4508,0.4813,1,-0.271
1.0154,1.221,0,-0.7127
0.9236,0.6761,0,0.0315
-1.5083,-0.9791,0,-0.6652
0.5453,0.6436,1,-0.6993
-0.0781,0.3121,1,-0.2031
-0.7458,0.1301,1,-1.6479
0.3011,0.7921,1,-0.882
1.0776,1.3255,1,1.2364
0.7827,0.091,1,0.6813
2.1448,1.8106,1,0.013
-0.2983,-0.2724,0,-1.5102
0.2031,-0.1566,0,-1.045
2.0512,1.898,1,-0.2538
0.8411,1.3541,1,0.3892
-1.3135,-1.0744,0,-0.6247
-0.5719,-0.2523,0,0.5618
1.8117,1.1131,1,-0.1609
0.4534,0.8037,1,0.8687
-0.04,0.5034,1,0.423
1.0546,1.4644,1,0.8838
0.1377,0.7422,1,0.0113
-0.3433,-0.0545,0,-0.5242
0.0262,-0.0026,0,0.8511
0.3382,0.5477,0,0.1586
-0.0255,0.4568,1,0.19
0.1051,0.5027,1,0.4743
0.8271,0.7321,0,1.1622
-0.2002,0.2238,1,0.4234
-0.0053,0.3286,0,1.0571
0.326,0.5719,1,-2.3096
2.2077,1.5815,1,0.5133
0.5879,1.2123,1,1.422
-1.5717,-0.5607,1,1.0608
0.2765,-0.02,0,-0.9872
-1.1309,-0.547,0,-0.6564
0.5338,0.0733,0,1.7391
-0.3297,0.0512,1,2.4113
-1.1365,-0.4401,0,0.4919
1.2405,1.0178,1,3.5373
0.1521,0.3659,1,-0.201
1.576,0.7623,0,1.2576
-0.2838,-0.0114,0,-0.8862
0.2362,0.44,1,0.4929
0.5198,0.6318,0,-1.2187
-1.477,-0.6921,0,0.644
2.6611,1.4226,1,-0.6017
1.095,0.4391,0,-0.9382
-0.2466,-0.2954,0,1.5037
-0.446,0.3182,1,0.5837
0.7168,0.8063,1,-0.7806
-1.1417,-0.3359,1,-0.6542
0.0121,0.4022,1,-1.5153
1.3424,0.8899,0,-0.6299
-1.0428,-0.5364,0,-0.6763
0.0717,0.7297,1,0.3998
-0.5561,-0.0003,1,0.2039
0.4043,0.2678,0,-0.9496
0.6656,0.6316,1,-0.9935
-0.2109,-0.2223,0,1.8071
-0.4253,-0.0078,0,0.8772
0.1856,0.0411,0,0.9305
-0.9312,-0.7442,0,-0.0335
-1.1369,-0.3462,0,-1.1736
-0.1963,0.5305,1,0.3843
-0.7336,0.0852,1,-0.6122
0.5759,1.2493,1,2.7232
-1.1967,-0.7925,0,-0.7615
-0.1389,0.5277,1,1.4134
0.2359,0.2704,1,-0.2714
0.7522,0.0938,0,-0.0032
0.4208,0.6721,1,1.4417
-2.1475,-0.8507,0,-1.0992
-0.4137,0.3924,1,1.2539
1.0027,1.6981,1,-0.4585
1.1739,0.7371,1,0.6762
1.0313,1.0917,1,0.9674
1.5823,1.4486,1,0.7987
-0.5658,-0.7716,0,-1.2334
1.7284,1.3884,1,-0.4706
1.3636,1.3693,0,0.1677
0.6117,0.3298,0,-0.9904
0.0072,-0.0373,0,0.3923
0.7667,0.7394,1,1.0534
-1.6599,-0.2421,1,-0.4959
-0.0104,0.4276,1,0.9192
-2.2734,-1.1121,0,0.0068
0.1829,0.3187,1,0.2691
-0.76,-0.1511,0,0.6825
-0.7382,-0.2335,1,1.1913
1.0668,1.5941,1,-0.9835
-0.5479,-0.0491,1,0.933
-0.0173,0.3445,0,0.8966
0.1625,-0.0053,0,0.1657
-1.2623,-1.1194,0,-1.0362
0.6295,0.3575,0,0.5288
-0.2131,-0.3252,0,0.4403
1.0084,0.9644,1,-0.1911
0.1183,-0.089,0,0.7756
0.938,0.9933,1,-0.6642
0.2653,0.3623,1,0.6446
0.3589,0.984,1,0.0627
-0.3361,-0.5049,0,0.7993
-0.7724,-0.5885,1,-1.3095
0.0855,0.9074,1,-2.7599
0.6475,0.3628,0,-1.2912
-0.3583,0.4974,1,0.0733
-0.8189,-0.152,1,2.012
0.0204,0.592,1,0.3683
1.0646,1.1027,1,1.4829
0.0859,-0.1731,0,0.7923
1.171,1.9426,1,-2.0314
0.7115,0.6794,1,0.1073
-0.9447,-0.7266,0,-0.6305
0.1458,0.6698,1,-0.8977
0.8926,0.0997,1,0.0534
-0.6457,-0.4601,0,0.3849
-1.8822,-1.0796,0,-1.7405
-0.5036,0.2813,1,-0.8474
1.5278,0.6403,0,-0.5872
0.6002,1.1169,1,-0.1375
0.3505,0.5998,1,0.7397
-0.5033,-0.16,0,-0.7115
1.3683,0.8241,1,0.4796
1.1395,1.0233,0,2.0398
0.8221,0.96,1,0.0314
-0.9776,-0.3694,0,0.3581
-1.5926,-0.7949,0,-0.2392
-0.3698,0.3781,1,-0.7437
2.0332,1.7132,1,-0.5304
0.4496,0.1444,0,0.7626
1.1692,1.3771,1,-1.1022
0.5503,0.7013,1,-0.6708
1.0074,0.7075,1,-0.6092
-0.6536,0.0264,0,0.4686
-0.3631,-0.0152,1,-0.3145
-0.6138,-0.0405,1,-0.3586
0.2432,-0.4616,0,-0.3267
-0.622,-0.5174,0,0.2101
0.3813,0.0418,0,1.2998
0.2874,0.7255,1,1.4004
-1.4363,-1.1503,0,-1.176
-1.0149,-0.1898,1,0.1119
1.3562,0.8763,1,0.804
1.3443,1.3857,1,1.861
2.1854,0.9148,0,-1.1188
0.0234,0.2754,1,0.1883
-0.2525,-0.357,0,0.9579
0.4096,0.0506,0,-0.5768
-1.7268,-0.3543,0,-0.5203
-0.1256,-0.19,0,-0.4501
0.1203,0.3787,0,0.3688
-0.1756,-0.4555,0,-0.2797
0.3707,1.0383,1,0.471
-0.1129,0.303,1,-0.6027
-0.6196,0.1817,1,1.2075
0.1945,0.032,0,0.4843
-0.6686,-0.2079,0,-1.7801
1.1205,0.8832,1,0.6233
0.3611,0.4336,0,-1.5082
0.4525,0.0113,0,-0.5671
0.8281,1.0116,1,-0.0773
1.6741,1.2835,1,-0.5033
1.6004,1.6437,1,0.6999
-0.0186,-0.1716,0,2.0182
-0.0452,0.3209,1,-2.0611
0.125,0.3566,1,-0.5785
0.3543,0.4949,1,0.1846
0.3201,0.5499,1,-0.1532
1.4371,1.6651,1,-1.9126
1.0335,1.1544,1,1.2392
0.9527,0.118,0,0.1454
0.8366,0.6916,0,0.762
-1.5247,-0.6492,0,0.5632
1.4199,1.6803,1,-0.2891
2.2953,1.7649,1,-1.2841
-2.3688,-1.042,1,0.0891
0.2007,-0.004,0,-1.3468
1.3019,0.852,0,1.0691
-0.0892,0.4221,1,1.1805
0.5714,0.7535,1,0.4132
-0.4601,0.1471,1,-0.1771
1.0583,0.5784,0,1.0546
1.3825,1.0595,1,1.2529
0.1225,0.0567,0,0.604
-0.3213,-0.577,0,1.3164
-0.1338,0.3445,0,1.3544
-1.4821,-0.4591,1,1.5366
0.6576,1.1363,1,1.3137
0.1018,0.0943,0,-2.6187
0.0326,-0.1781,0,0.4866
-0.8129,-0.8175,0,0.1472
-0.2546,0.1934,0,0.8197
-0.5538,-0.6633,0,-1.5033
0.6361,0.7219,1,-1.1699
0.5215,-0.5831,0,1.8359
-1.6409,-1.0338,0,0.6538
1.5164,0.8206,0,0.3258
-0.568,0.363,1,-0.5398
0.1146,0.033,1,-1.0128
1.0719,1.1233,1,-0.7125
1.6386,1.4185,1,-0.7059
1.5335,0.4799,0,0.6935
1.43,0.8603,0,0.3219
-0.8141,0.2822,1,-0.8842
0.6119,1.1189,1,0.9288
1.4276,1.1052,1,-2.812
0.8533,0.9501,1,-2.8097
-1.3381,-0.5306,0,0.7692
-0.3603,0.1932,1,1.72
-0.0901,0.6568,1,-2.7764
1.2325,1.7132,1,-0.4911
-0.5841,-0.568,0,1.7922
0.9671,1.016,1,-1.6022
-0.4209,-0.0891,0,0.9436
0.3724,0.4222,1,-0.3362
0.8015,0.8776,1,0.9775
0.7755,0.7776,1,1.2184
-1.496,-0.645,0,0.3753
-0.4059,0.4731,1,-0.861
0.9435,0.4505,0,-0.9843
-0.082,0.7806,1,-0.4972
-1.3526,-0.8601,0,-1.6767
-1.3974,-0.7007,0,0.7463
-1.9788,-0.4847,0,-1.9135
1.465,1.1129,1,1.4908
1.6484,1.5868,1,-0.801
-0.7323,-0.0965,1,-0.2546
0.6715,0.5966,1,-0.5932
0.1458,0.3453,0,1.6945
0.5742,0.243,0,0.5301
0.4016,0.1822,0,1.056
-1.1991,-0.6143,0,-0.5276
0.6421,0.2154,0,0.7158
1.0037,1.1007,0,0.7678
0.6414,0.0935,0,0.0642
0.601,0.9037,1,0.2333
