outcome,focal_variable,auxiliary_variable,covariate_a
0.2599,-0.5563,1,-0.5971
-0.1627,-0.4729,0,-1.0925
-0.1553,0.6146,0,0.7005
-1.1445,-0.5776,1,-0.0212
0.4459,-0.1524,0,-1.7149
-0.4691,-0.9128,0,0.4084
-0.0653,0.4247,0,0.316
-0.2963,1.0516,1,-1.7503
-0.7065,-0.8097,0,-2.3926
-0.8954,0.4009,1,-0.6684
0.2005,0.8242,0,2.5414
-0.3766,0.2727,0,2.3746
-0.7492,-0.3389,0,1.513
-0.5659,0.1759,1,-0.7557
1.3348,1.3294,0,-0.831
-0.2567,0.1198,0,-1.2994
0.342,1.156,1,-1.2367
0.2738,0.2947,0,0.6196
0.4967,1.0886,1,1.7351
0.8174,1.0311,0,-0.2523
-0.2926,-0.9522,0,-0.5479
0.6823,1.4544,1,-0.9245
0.1399,0.3347,1,-0.2171
-0.4622,-0.1184,1,-0.8621
0.0745,0.7457,0,-1.4094
-0.9558,0.1976,1,0.1804
0.5502,0.2869,0,-0.8049
-0.1638,0.7948,1,-0.5256
0.9154,0.443,0,0.0144
-0.3883,1.078,1,-2.0705
-0.0846,-0.7569,0,-1.5322
-0.137,-0.6299,0,0.1311
0.2252,0.4702,0,-1.1637
-0.4627,0.1445,0,0.0482
0.0474,1.3883,1,-0.7341
-0.419,-0.2667,0,0.2792
-1.0126,0.353,1,-1.6009
0.7271,0.2651,1,-0.8298
-0.9796,-0.9459,0,1.6039
-1.2751,0.4845,1,0.3686
-0.5954,-0.2878,1,0.9271
-0.3891,-1.4544,0,0.0087
0.2166,0.7322,1,-1.2714
-0.7157,0.0937,1,-0.7399
-0.0181,0.3594,0,-0.6551
0.0956,1.1948,1,-0.6517
0.9242,0.0184,0,1.3088
0.3362,0.6806,1,-0.2277
-1.0946,-0.252,1,-1.3925
-0.3449,-0.6276,0,-0.6818
-1.2504,-0.1643,1,0.4048
-0.4122,0.2601,1,-1.5165
0.5973,0.6552,1,1.0878
0.0059,0.652,1,1.4536
0.3389,0.2389,0,-0.8451
-0.6233,-0.0356,1,0.5256
-0.2292,0.6952,1,0.9448
-0.3272,0.8336,1,-1.0228
-0.2861,-0.2897,1,-0.4221
-0.5323,0.2829,0,-0.2767
0.0668,0.8358,1,0.3698
0.698,0.3423,0,1.4564
0.042,0.2927,1,-0.2686
-0.0451,0.1398,0,-1.5334
0.0239,0.0596,0,-1.7792
-0.8603,-0.411,0,-0.7813
1.2071,0.697,0,-0.3003
-0.231,-0.4486,0,1.1801
0.2296,1.6725,1,-1.7557
-0.805,-1.0495,1,-0.2016
-0.1329,-0.0032,0,1.461
0.6668,-0.2505,0,0.3762
-0.4701,-0.2297,0,-1.2602
-1.071,0.1693,1,0.1484
-0.4953,-0.1231,1,-0.0798
-0.5423,-0.3686,0,1.2135
0.2313,0.1238,0,0.6902
-0.2316,0.5342,1,0.2346
0.1885,0.2516,1,0.5135
-0.1492,0.5957,1,-0.0082
0.006,0.1034,0,-0.8172
-0.1156,-0.2998,0,0.6697
-0.3578,0.6959,0,-0.7265
-0.5787,0.0589,1,0.3066
-0.3431,-1.1278,0,0.6452
0.0839,0.4484,1,-1.308
1.6325,1.4753,0,-0.28
-0.1013,0.4247,0,1.4998
0.3343,0.2863,0,1.2776
