outcome,focal_variable,auxiliary_variable,covariate_a
-0.1871,0.6245,1,0.3513
0.6784,0.9419,0,0.2749
-0.109,0.2378,0,-1.0713
-0.2585,-0.1946,0,0.0611
0.6469,0.079,0,0.2854
-0.3449,0.2829,0,0.3868
0.5003,-0.2667,0,0.0643
-1.3143,-0.7318,0,-0.7097
-0.5922,0.0638,1,0.7931
-0.0035,0.7244,1,0.3331
-0.4993,-1.1243,0,-1.9436
1.1445,1.2097,1,-0.4518
-0.651,0.527,1,0.6524
0.8647,-0.1668,0,1.7066
0.356,0.5432,1,0.2077
-0.9378,0.517,1,-1.2833
-1.4009,-0.775,0,-1.6788
-0.2227,-0.0895,1,0.0803
0.2763,-0.6068,0,-0.1696
-0.6147,0.2077,0,0.363
-0.1542,-0.8762,0,-1.1133
-0.3484,0.6345,1,0.2276
0.0775,1.512,1,-0.0906
-0.3345,-0.5019,0,-0.9402
0.8939,1.296,0,1.5878
0.6951,1.1459,1,0.8605
-0.1028,-0.1018,0,-0.1311
0.2087,0.4673,0,-1.3485
1.0236,0.0745,0,0.4886
-1.1285,-1.1008,0,-0.6836
0.5402,0.6633,0,0.664
-0.8919,-0.0498,1,0.4073
0.3987,0.4082,1,-1.0283
-0.6658,-0.1309,1,-0.0308
-0.0021,0.3887,0,0.9754
-0.7424,-0.1809,1,-1.575
-0.0869,0.4046,1,0.3385
0.4844,0.648,0,1.6702
-0.2011,-0.1368,1,-1.0889
-1.0248,-0.1001,1,-1.7413
-0.9906,-0.2645,1,2.7001
1.153,1.9188,1,-2.3244
0.0011,-0.4244,0,-0.0781
0.0347,0.2244,0,1.1901
-0.6909,-0.0715,1,1.3454
-0.4703,-0.2297,0,0.2995
