outcome,focal_variable,auxiliary_variable,covariate_a
-0.7455,-0.2065,1,-0.6154
-0.4944,0.4587,0,-2.487
-0.032,0.649,1,-0.8389
0.401,-0.6959,0,0.7221
0.6806,0.7722,0,0.4485
0.1947,-0.2179,0,0.479
-0.8511,-0.1362,1,-0.3628
-0.311,-0.4653,1,0.3659
0.1395,0.6516,1,-0.5861
0.0265,0.588,0,-0.489
-0.4307,-0.0227,1,-0.7047
-0.567,-0.4286,1,0.842
0.2251,0.2266,0,-2.7049
-0.089,-0.0217,0,-0.0044
-0.4713,0.6556,0,-0.005
-0.1719,-0.208,0,0.0771
0.2312,0.9464,1,-0.2101
0.4392,0.0258,0,1.1075
0.7746,0.3009,0,-0.0874
-0.4808,0.9504,1,-0.3407
-0.4448,-0.1258,0,0.5229
-0.6758,0.7047,1,-1.7179
-0.7365,-1.6255,0,-0.8559
-0.1639,0.0692,0,0.9275
-0.1118,1.0595,1,0.1502
-0.287,0.1828,1,-1.5265
0.5874,1.5501,1,2.4954
-0.819,0.0199,1,-0.2908
-0.4514,-0.564,0,-0.8912
-0.8134,0.0937,1,-1.5575
0.0793,0.4525,1,1.2286
-0.2032,0.301,1,-1.0615
-0.8545,0.3065,1,-0.5126
0.0016,0.6842,1,0.2047
-0.1877,0.9552,1,-2.1317
-0.3151,-0.1197,1,0.696
1.1062,1.0443,1,-1.0219
0.3165,0.2227,0,0.9547
-0.1868,1.1502,1,0.1611
0.423,-0.7534,0,1.0206
-0.5336,0.6056,1,0.0831
0.4783,1.3499,0,0.9054
-0.792,0.3552,1,0.3357
0.5536,0.6894,1,-0.1787
0.0992,0.9105,1,0.2216
-0.6266,-0.9201,0,-3.0888
-0.0388,0.277,1,-0.6622
-0.4094,-0.5628,0,1.0637
-0.0891,0.2249,1,-1.3964
-0.5299,-0.3174,0,-0.7012
-0.3522,-0.7938,0,-1.6358
-0.8681,-0.9296,0,-1.8903
-0.186,0.3229,1,-0.5087
-0.6265,-0.1482,1,0.2884
1.0614,1.0633,0,-0.4079
-0.2436,0.1776,1,-1.3911
0.1182,1.3577,1,-1.3169
-0.1713,0.208,1,-1.1052
-0.3419,-0.0791,0,-0.4389
-0.7381,0.2047,1,-1.0949
0.2763,0.3544,1,0.9547
-0.4369,-0.1789,1,-0.8586
0.8108,0.9847,1,-0.632
-0.2273,0.187,1,0.385
0.3651,0.7208,1,-2.1784
-0.7353,-1.1568,0,1.3709
0.1802,1.1354,1,0.6842
-1.3511,-0.1584,1,0.6568
-0.9469,-0.5525,0,-0.8838
0.9084,0.3769,0,-1.0073
0.5621,0.4221,0,-0.7539
-0.3827,0.6209,1,-0.5328
-0.2228,-0.1362,0,1.1239
-0.1608,0.1837,0,-2.0924
-0.0594,0.9723,1,1.1623
0.3153,1.0885,1,-0.3546
-0.025,-0.1601,0,0.936
-0.4002,-0.2203,1,0.2454
0.1422,0.5674,1,0.5005
-0.4397,-0.5518,0,0.8148
0.2682,1.3339,1,-0.2587
-0.3447,-0.1525,0,-1.088
0.2841,0.9973,1,-1.0435
-0.5025,0.0777,0,0.825
-0.3919,0.0265,0,1.4052
0.2857,1.1708,1,-0.8654
-0.4008,-0.3875,0,0.9784
-0.1592,0.0352,0,0.8315
-0.1773,-0.1654,1,-1.6438
-0.5422,-0.5342,0,0.7954
-0.3556,1.4299,1,-0.7294
0.1923,-0.3059,0,1.3844
-0.6548,-0.7061,0,0.1207
0.6778,-0.1212,0,2.3819
-0.6066,-0.4943,0,-0.139
-0.4359,-0.1754,0,-0.723
-0.5686,0.5616,1,0.4348
0.0165,0.8547,1,0.6786
-1.1565,0.013,0,0.4809
-0.3029,-1.0357,0,-0.4658
-0.0134,0.3287,0,0.6919
-0.4604,0.5862,1,-1.2601
0.4419,0.6642,1,-2.3545
0.3077,0.7693,0,0.2791
0.0646,-0.1209,0,2.1499
-0.7403,-0.1934,1,0.5351
0.2172,-0.7101,0,-0.8538
-0.4166,0.018,1,-0.4024
-0.706,-0.5319,0,-0.077
-0.0354,0.437,0,-0.9853
-0.6424,-0.63,0,-1.0686
-0.6913,-0.1386,1,0.2976
0.2726,1.0652,1,0.3528
0.3218,-0.0795,0,-1.0108
-0.3726,1.0295,1,-1.4556
0.2744,1.3869,1,-0.3032
-0.9048,-0.9015,0,-0.5205
-0.1106,-0.7263,0,0.5412
0.5255,0.6857,0,-0.8509
0.8406,0.7647,0,0.2211
-0.8364,0.1119,0,0.3044
-0.8493,0.2528,1,0.6839
-1.4042,-1.1836,0,-0.1893
-0.1326,0.1703,0,-0.7944
0.1329,0.8094,1,-0.4085
0.3037,0.9673,1,-0.2997
-0.7416,-0.8483,0,1.8768
-0.4202,0.8067,1,-0.6404
-0.4531,0.1279,1,1.7802
-0.5196,-0.3897,0,-0.0631
-0.8995,0.3665,1,-0.5106
0.223,0.9938,1,-0.782
0.0778,1.066,1,-1.1925
-0.0181,1.1933,1,-0.2988
1.182,0.2504,0,-0.1838
-0.0207,-0.1535,0,-0.105
0.1209,-0.1942,0,2.0917
0.3886,0.1988,0,1.2641
-0.6638,-0.7232,0,-0.0293
0.623,0.0581,0,-0.5264
-0.3777,0.8245,1,-1.5318
-0.1477,0.4438,0,0.1425
-0.1922,-0.4614,0,0.87
-0.1837,1.0167,1,1.1871
0.7773,1.8699,1,-0.6798
0.3053,0.8671,1,-1.4767
-0.2761,-0.031,0,-0.1128
0.6406,1.7638,1,0.3599
0.0158,0.5463,0,-0.4519
0.672,1.4449,0,0.3509
-0.3825,0.035,1,-0.2359
-0.2898,0.4922,1,0.0344
0.35,0.4213,0,0.115
-1.6602,-1.2096,0,-0.1939
0.6124,1.6314,1,-1.4034
0.5489,0.9595,0,1.0898
-0.2714,0.0668,1,-0.7148
0.6288,0.6952,0,-2.4575
0.4167,-0.3857,0,-0.247
-0.2501,-0.3891,0,0.2308
-0.6154,-0.6911,0,0.8034
0.5151,1.2595,1,0.06
0.041,0.44,0,-0.0686
-0.2564,0.5308,0,0.0052
-0.629,-0.3057,0,-0.8523
0.2607,0.8257,1,-0.4897
0.1249,1.9702,1,0.7308
-0.0095,1.5077,1,-0.6533
-0.0198,-0.5152,0,-0.0036
-0.5074,-0.0616,1,-0.5696
-0.4216,0.2629,1,-0.7748
-0.3873,0.1618,1,-0.3277
0.5114,0.4559,0,-0.3117
0.944,0.8618,0,-0.281
0.1477,0.8084,0,0.1365
0.7569,0.9017,1,-2.0475
-0.0686,0.3585,0,-0.5592
0.3779,0.2398,0,0.4133
0.0506,0.1864,1,1.2535
0.2547,0.5812,0,-1.3415
-0.2167,-0.6687,0,-1.2374
0.6505,0.8651,1,0.0746
1.3614,1.5122,1,0.8719
0.293,-0.2272,0,-0.9057
-0.064,-0.6808,0,-1.9577
2.0553,1.6998,0,0.0917
0.5277,0.0905,0,-1.0055
0.9924,0.4937,0,1.434
0.3629,0.532,1,-0.2659
-0.5875,-0.4381,0,-1.3172
-0.0343,-0.493,0,-1.0402
0.0844,0.2207,0,-0.0057
-0.1614,-0.0643,1,-0.4868
-0.8576,-0.2256,1,-0.0523
-0.2055,0.5222,1,2.769
-0.65,-0.0998,1,-1.2003
-0.4741,-0.6541,0,0.6
-0.2829,-0.1971,1,1.1709
-0.2931,0.4223,0,1.0394
-0.0856,0.3713,0,-1.1606
-0.0023,-0.8496,0,-0.0484
0.4324,1.0791,0,-1.5945
-0.0888,-0.1752,0,0.6336
-0.811,-0.9671,0,-0.6165
-0.3095,-0.2133,0,0.1766
-0.4416,-0.3835,0,1.217
-1.4526,-0.5891,1,0.0867
-0.4435,0.4266,0,0.0693
-0.9161,0.8413,1,-0.3724
-0.0495,-0.1143,0,1.1069
0.4914,-0.4139,0,-0.6995
-0.0748,-0.1894,0,0.2819
0.2217,-0.1968,0,0.4337
-1.1982,0.7244,1,0.6159
0.3633,-0.1302,0,0.177
-0.1034,-0.2162,1,-1.1319
0.1199,0.0551,0,-0.1336
-0.987,0.1965,1,-1.793
-0.2627,-0.5446,0,-0.3775
0.4261,0.1123,0,0.5176
-0.9284,-0.3917,0,0.8694
-0.399,-0.7953,0,-0.7593
-0.2519,0.7893,1,1.9287
-0.4208,0.2392,1,-1.6612
0.1561,1.3428,1,0.3475
-0.1769,0.4322,1,0.4463
-0.3313,0.8591,1,0.464
0.0004,0.695,1,0.2867
-0.4339,0.2273,0,-0.0263
0.0192,0.3049,0,1.5853
0.0569,-0.309,1,-1.1447
0.1757,0.3389,0,-0.4305
-0.3772,-0.8989,0,0.0138
0.3193,0.1431,0,-0.2439
-0.4872,0.5781,1,-1.0334
0.4155,0.3123,0,0.5078
-0.6344,0.0587,1,0.1516
0.2976,0.8136,0,1.583
-0.4995,0.2184,1,0.7173
0.3078,0.6181,1,0.9898
-0.3638,0.1047,0,0.9513
-0.2147,0.1451,0,-1.1054
-0.5731,-0.813,0,-0.42
-0.6863,0.1235,1,-0.3911
-0.3943,-0.1273,0,1.0427
0.0468,0.7519,1,0.102
0.2725,-0.2173,0,-0.0328
0.7481,-0.1962,0,-0.1009
-0.1249,0.4677,1,1.0377
0.5795,1.0897,0,-1.0254
-0.6584,0.4931,1,0.0085
-0.2369,0.0686,1,1.4626
-0.8438,-0.8485,1,0.4849
0.3905,-0.4713,0,-0.3969
-0.3794,0.1005,1,0.2503
-0.1627,0.3839,0,-1.4742
-0.5611,0.4955,1,-0.6925
-0.3774,0.3888,1,-0.336
0.0436,-0.0772,0,-1.1234
-0.7206,0.0898,1,0.6568
-0.127,0.6161,1,-1.1978
-0.162,-0.2546,0,1.1646
-0.3713,0.1174,1,0.514
0.3231,0.2688,0,-0.6752
-0.0022,-0.2798,0,-0.5331
-0.4882,-0.1805,1,-0.0314
-0.4113,0.5735,1,0.8751
-0.6268,0.207,0,-0.0901
0.7172,1.358,1,0.9762
-0.7558,0.1392,1,-0.0342
-0.4992,0.1204,0,0.6198
0.1875,0.9955,1,1.424
0.3652,-0.0155,0,0.1927
-0.438,0.7388,1,-1.0741
-0.0825,0.1329,0,-0.2129
-0.0582,0.2676,1,1.9143
-1.0232,-1.0736,0,-0.5305
0.7272,-0.0009,0,-1.8527
-0.6478,0.7534,1,-0.9706
-1.0778,0.0427,1,-0.259
0.9417,1.4751,1,0.4607
-0.7553,0.1135,1,1.1194
0.1945,1.5255,1,-0.8351
0.3673,0.1284,0,1.3051
-0.5215,-0.9815,0,0.6943
-0.8255,-0.0538,0,1.0356
-0.4697,-0.5323,0,0.9609
0.0075,0.8265,0,-0.4045
0.3762,0.2212,0,1.777
0.9076,0.7951,0,1.2894
-1.2086,0.6156,1,0.0735
0.8436,1.5713,1,1.3881
-0.0607,1.3104,1,2.6135
0.7453,0.9116,1,0.9806
-0.4499,0.8561,1,-1.9276
0.0547,-0.3711,0,-1.6212
-0.7096,0.4099,1,0.2912
0.481,0.8505,1,-0.9016
-0.2607,0.8077,1,-0.7221
-0.929,0.4865,1,0.244
0.0527,1.2451,1,-0.3658
0.7121,0.4064,0,0.8664
-0.5732,0.4333,1,0.9925
-0.1735,-0.1613,0,-1.0196
-0.0578,0.4209,1,0.2927
0.1514,0.2117,0,-0.4843
0.1211,0.8127,1,0.7323
0.0215,0.7836,1,-0.2065
0.2128,-0.4883,0,0.9429
0.6937,0.5086,0,-0.0675
-0.5652,-0.2976,1,1.5787
-0.0458,0.8765,1,0.2688
-0.2642,0.074,0,-1.5265
-0.0853,-0.2371,0,0.5666
-0.3739,-0.1263,0,-0.2997
0.4453,1.4052,1,-2.023
-0.1765,0.4479,1,-0.325
0.7532,1.2236,0,0.5526
-0.8085,0.1129,1,0.7768
-0.0672,0.2715,1,0.6672
-0.1966,-1.0848,0,-0.0192
-1.1782,0.3431,1,-0.3699
0.0305,-0.4866,0,-0.9053
-0.9043,0.2805,1,0.8408
-0.542,-0.5358,0,0.7025
0.0248,-0.0038,0,-0.59
-0.2738,-0.7252,0,1.4751
1.0599,0.5535,0,0.9081
-0.1093,0.0406,1,0.9211
-0.0228,0.9052,1,-0.0207
-0.104,-0.6706,0,2.0106
-0.4041,0.4471,0,-0.8088
0.3796,-0.2079,0,-2.128
0.3303,0.5768,1,0.9113
0.0651,1.2457,1,0.9662
-0.6133,-0.9735,0,0.8549
1.4143,1.2446,0,1.2462
0.7907,1.5866,1,1.1615
-0.0997,0.2768,0,1.2139
-0.0027,0.7549,1,0.4003
-0.2416,0.0481,0,0.401
-0.7822,0.3791,1,0.155
-0.3708,-0.3474,0,1.0899
-1.0102,-0.5851,0,-0.6809
-0.3423,0.0857,1,-0.1246
1.297,0.6539,0,-1.0438
-0.7686,0.6671,1,0.6603
0.2016,0.7515,0,1.6522
-0.2385,0.3498,1,-0.8045
-0.2726,0.3483,1,-1.6324
-0.1347,0.9909,1,-0.0537
-0.1938,0.127,1,0.3184
0.6763,1.3795,1,-0.1529
-0.3238,0.2589,1,-1.1951
0.521,0.9764,0,1.1064
0.7852,-0.0699,0,0.3401
0.5804,1.2851,1,1.8065
0.2619,0.5974,1,0.9766
-0.3581,1.1472,1,-0.8391
-0.3951,-0.2256,0,0.4834
0.3156,0.4426,0,0.5976
0.9346,1.1481,1,1.6357
0.7103,0.5125,0,-0.5718
-0.3213,0.3441,1,-1.2458
0.2868,0.8542,0,0.036
-1.2095,0.8214,1,-0.1945
-0.5953,-0.4272,0,-0.2211
0.2396,-0.1255,0,0.3365
-0.0147,0.2305,0,-2.8058
0.225,0.4347,0,-1.1292
0.2467,0.1552,0,0.1258
0.1292,-0.2539,0,-0.0818
0.8364,0.7801,0,2.0038
-0.0612,-0.486,0,0.0118
0.4842,0.5855,0,-1.355
0.3224,-0.6514,0,-0.6938
0.2281,-0.5986,0,0.9927
0.2026,0.0059,0,-0.2528
0.0098,0.9427,1,-2.0333
-0.4164,0.4263,0,0.6667
-1.0408,-0.9901,0,1.1465
0.311,1.0689,1,-0.1068
-0.0946,0.4649,1,-0.548
0.4869,0.9148,1,0.8512
-0.5273,-0.6673,0,-1.9927
-0.2287,0.5593,1,0.7573
-1.338,-0.3736,1,0.0409
-0.2651,0.5878,1,0.8841
-0.1083,0.9321,1,-1.1311
0.4301,0.6173,0,-0.0579
0.0704,0.6227,0,0.9734
-0.444,-0.191,0,0.5493
-0.5821,0.9605,1,-2.4941
-0.182,0.9652,0,0.8537
-1.213,-0.5508,1,1.0662
0.5228,1.1925,1,0.4227
-0.7493,0.0385,0,0.0713
-0.4477,0.7393,1,1.006
-0.139,0.5286,1,0.1247
-0.0301,-1.585,0,-1.7774
-1.5684,0.5814,1,-0.7342
0.0964,0.4546,1,1.5481
-0.2805,0.3863,0,-0.2356
0.036,-0.3689,0,0.2327
-0.0581,0.336,1,-1.6695
-0.4619,-0.5977,0,0.5417
-0.8815,-0.3921,0,0.6038
-0.8183,0.8072,1,2.2862
-1.3552,-0.7595,1,0.8069
-0.0982,0.7764,1,0.9674
-0.6536,0.0712,0,-1.819
0.0789,0.5719,1,-0.558
-0.0771,0.9444,1,2.1172
-0.9361,-0.8897,0,0.9051
-1.2114,0.0991,1,0.4838
-0.3256,-0.3739,0,1.8302
0.2487,0.5515,0,-0.8382
-0.1254,-0.1453,0,0.3871
