assignment_score,status_flag,outcome,proximity_flag
0.4952,0,0.1372,1
0.4973,0,0.2918,1
0.3113,0,-0.0028,1
0.3774,0,0.0936,1
0.141,0,-0.1307,0
0.1214,0,0.1246,0
0.7352,1,0.367,1
0.4845,0,0.0889,1
0.7774,1,0.3405,1
0.6485,1,0.407,1
0.0034,0,0.0991,0
0.5038,1,0.4452,1
0.5495,1,0.5971,1
0.137,0,-0.0665,0
0.9562,1,0.5286,0
0.7982,1,0.6525,1
0.8998,1,0.37,0
0.5973,1,0.6004,1
0.8326,1,0.7201,0
0.1803,0,-0.1196,0
0.8543,1,0.8638,0
0.9204,1,0.477,0
0.019,0,-0.2554,0
0.6409,1,0.2697,1
0.0949,0,-0.0029,0
0.6469,1,0.3746,1
0.896,1,0.3927,0
0.1804,0,-0.1397,0
0.4939,0,-0.0705,1
0.0958,0,0.2688,0
0.6505,1,0.4907,1
0.1185,0,0.1782,0
0.9718,1,0.3935,0
0.3206,0,0.0295,1
0.1848,0,-0.1042,0
0.9529,1,0.4539,0
0.6442,1,0.5959,1
0.4874,0,0.0742,1
0.7536,1,0.4538,1
0.8658,1,0.4025,0
0.8091,1,0.6019,0
0.3557,0,0.0153,1
0.3962,0,0.3029,1
0.5267,1,0.3495,1
0.5863,1,0.7893,1
0.3011,0,0.27,1
0.1362,0,0.033,0
0.4389,0,0.1419,1
0.8152,1,0.7002,0
0.2763,0,0.1318,1
0.3747,0,0.2024,1
0.274,0,0.3993,1
0.6098,1,0.4639,1
0.9518,1,0.2204,0
0.1802,0,0.0799,0
0.7795,1,0.6598,1
0.6646,1,0.4966,1
0.9874,1,0.3725,0
0.0996,0,0.0171,0
0.9085,1,0.7451,0
0.8075,1,0.2795,0
0.9057,1,0.2636,0
0.7509,1,0.3497,1
0.2813,0,0.2564,1
0.4171,0,-0.182,1
0.1087,0,0.0507,0
0.0021,0,0.0751,0
0.947,1,0.5344,0
0.827,1,0.276,0
0.0814,0,0.044,0
0.4547,0,-0.0271,1
0.2886,0,0.1084,1
0.2973,0,-0.0444,1
0.8947,1,0.5682,0
0.9922,1,0.5402,0
0.4221,0,-0.0629,1
0.8145,1,0.5772,0
0.1658,0,0.0277,0
0.7697,1,0.5286,1
0.0508,0,0.0446,0
0.3421,0,0.2529,1
0.5687,1,0.5069,1
0.0629,0,0.0795,0
0.118,0,-0.25,0
0.319,0,0.03,1
0.475,0,-0.2533,1
0.2146,0,-0.1609,1
0.3176,0,0.2519,1
0.1693,0,-0.0369,0
0.1013,0,0.1835,0
0.4199,0,-0.0107,1
0.221,0,0.0268,1
0.6519,1,0.4491,1
0.2275,0,0.2815,1
0.1903,0,0.1888,0
0.3678,0,0.0173,1
0.1035,0,-0.061,0
0.0414,0,0.0229,0
0.7651,1,0.8201,1
0.1727,0,0.047,0
0.6116,1,0.2943,1
0.3047,0,-0.0405,1
0.3263,0,0.055,1
0.1581,0,0.08,0
0.2298,0,-0.082,1
0.5722,1,0.549,1
0.5877,1,0.3131,1
0.2867,0,0.266,1
0.2103,0,0.0872,1
0.3434,0,0.0384,1
0.0879,0,-0.4102,0
0.5294,1,0.3413,1
0.8233,1,0.4854,0
0.6298,1,0.4341,1
0.0219,0,0.083,0
0.2728,0,0.0119,1
0.4715,0,0.2199,1
0.9102,1,0.3752,0
0.1704,0,0.1906,0
0.0741,0,0.1638,0
0.5296,1,0.4483,1
0.5594,1,0.5236,1
0.982,1,0.4907,0
0.5411,1,0.3771,1
0.0169,0,-0.0391,0
0.6693,1,0.6374,1
0.2056,0,0.0835,1
0.814,1,0.3712,0
0.4414,0,0.1155,1
0.8629,1,0.4295,0
0.1756,0,0.0714,0
0.5966,1,0.3963,1
0.7022,1,0.2496,1
0.0433,0,-0.1559,0
0.4743,0,0.0786,1
0.68,1,0.653,1
0.6231,1,0.1546,1
0.1064,0,0.0841,0
0.0333,0,0.2437,0
0.2172,0,0.21,1
0.2401,0,0.0682,1
0.5981,1,0.3953,1
0.0238,0,0.1033,0
0.2725,0,0.308,1
0.2331,0,0.1777,1
0.8361,1,0.5287,0
0.3549,0,0.288,1
0.7208,1,0.493,1
0.8251,1,0.5114,0
0.708,1,0.5576,1
0.1125,0,-0.062,0
0.739,1,0.9203,1
0.849,1,0.5284,0
0.375,0,0.0848,1
0.8877,1,0.6429,0
0.6895,1,0.6213,1
0.7104,1,0.3604,1
0.5464,1,0.1576,1
0.3834,0,0.0654,1
0.3211,0,0.139,1
0.7985,1,0.3783,1
0.8394,1,0.498,0
0.3319,0,0.0803,1
0.6315,1,0.1941,1
0.7231,1,0.5661,1
0.2144,0,0.1991,1
0.6302,1,0.4686,1
0.3393,0,0.16,1
0.2731,0,-0.0161,1
0.3159,0,0.0769,1
0.326,0,0.1987,1
0.4951,0,-0.0565,1
0.3546,0,-0.0469,1
0.7192,1,0.2519,1
0.8995,1,0.7725,0
0.7728,1,0.4403,1
0.5506,1,0.6307,1
0.6821,1,0.4435,1
0.8976,1,0.7883,0
0.592,1,0.6125,1
0.0535,0,-0.0866,0
0.2977,0,0.1063,1
0.3307,0,-0.0514,1
0.9838,1,0.6444,0
0.7381,1,0.6331,1
0.428,0,0.4104,1
0.3521,0,0.3123,1
0.9617,1,0.6034,0
0.7655,1,0.5327,1
0.2051,0,0.0246,1
0.4745,0,0.4159,1
0.2259,0,-0.0619,1
0.9899,1,0.3913,0
0.5721,1,0.257,1
0.0814,0,0.1856,0
0.3112,0,0.2378,1
0.5313,1,0.4761,1
0.513,1,0.4508,1
0.2204,0,-0.1113,1
0.6853,1,0.4963,1
0.2333,0,0.255,1
0.983,1,0.3826,0
0.8245,1,0.3143,0
0.4473,0,0.1809,1
0.3665,0,0.2249,1
0.1766,0,0.1754,0
0.0842,0,0.2068,0
0.7547,1,0.5005,1
0.887,1,0.2675,0
0.4993,0,0.2272,1
0.8953,1,0.6969,0
0.9493,1,0.4415,0
0.5904,1,0.4065,1
0.2543,0,-0.2502,1
0.8171,1,0.4531,0
0.2189,0,0.3053,1
0.9293,1,0.4621,0
0.1908,0,-0.1012,0
0.3549,0,0.4005,1
0.1208,0,0.1285,0
0.2831,0,0.1563,1
0.5041,1,0.4246,1
0.3883,0,0.0153,1
0.6287,1,0.3991,1
0.366,0,0.359,1
0.5695,1,0.3179,1
0.6294,1,0.6436,1
0.9256,1,0.58,0
0.8821,1,0.5678,0
0.2648,0,-0.1711,1
0.471,0,0.2051,1
0.0994,0,0.0201,0
0.2223,0,-0.1753,1
0.2941,0,0.0945,1
0.9543,1,0.4725,0
0.7559,1,0.5165,1
0.8966,1,0.3909,0
0.2986,0,-0.0627,1
0.8588,1,0.5219,0
0.772,1,0.4223,1
0.1454,0,-0.007,0
0.3216,0,-0.0866,1
0.7113,1,0.4548,1
0.3262,0,0.194,1
0.2517,0,0.1167,1
0.9914,1,0.4921,0
0.4841,0,-0.101,1
0.3482,0,-0.0233,1
0.3568,0,-0.0046,1
0.6182,1,0.5613,1
0.645,1,0.5639,1
0.8654,1,0.5563,0
0.6573,1,0.3952,1
0.9373,1,0.7267,0
0.5744,1,0.5167,1
0.4934,0,-0.1633,1
0.7855,1,0.7229,1
0.2133,0,0.0396,1
0.6345,1,0.5814,1
0.4004,0,0.1907,1
0.134,0,-0.1533,0
0.318,0,0.0253,1
0.6324,1,0.1508,1
0.9418,1,0.4164,0
0.552,1,0.4369,1
0.413,0,0.1341,1
0.895,1,0.418,0
0.1992,0,0.0218,0
0.0811,0,0.0409,0
0.3232,0,0.1977,1
0.0873,0,-0.0678,0
0.4195,0,0.1033,1
0.2411,0,-0.1158,1
0.1876,0,-0.1265,0
0.1925,0,0.2273,0
0.2489,0,0.304,1
0.54,1,0.4428,1
0.0017,0,-0.0483,0
0.617,1,0.3645,1
0.704,1,0.6443,1
0.7148,1,-0.1188,1
0.5077,1,0.7434,1
0.4642,0,0.1514,1
0.6018,1,0.049,1
0.299,0,0.4588,1
0.1145,0,-0.3262,0
0.5083,1,0.0639,1
0.8671,1,0.3757,0
0.4862,0,0.1222,1
0.2796,0,0.2641,1
0.2113,0,0.0117,1
0.0661,0,-0.101,0
0.9247,1,0.4812,0
0.3277,0,0.0513,1
0.8982,1,0.7353,0
0.945,1,0.6918,0
0.4446,0,0.0428,1
0.422,0,0.0749,1
0.3158,0,-0.1842,1
0.638,1,0.5362,1
0.2139,0,0.0564,1
0.3379,0,0.1595,1
0.2945,0,0.1831,1
0.3744,0,0.3457,1
0.0745,0,-0.0361,0
0.529,1,0.4168,1
0.0916,0,0.2624,0
0.7836,1,0.459,1
0.4203,0,0.1125,1
0.7361,1,0.8667,1
0.1303,0,0.0323,0
0.5787,1,0.6839,1
0.1913,0,-0.0264,0
0.5797,1,0.3558,1
0.4226,0,-0.1741,1
0.6465,1,0.5357,1
0.0907,0,0.1348,0
0.9018,1,0.5339,0
0.4823,0,0.2135,1
0.673,1,0.5831,1
0.2567,0,-0.1453,1
0.7232,1,0.4775,1
0.94,1,0.7808,0
0.9566,1,0.4946,0
0.7973,1,0.2828,1
0.4002,0,0.2823,1
0.1835,0,0.0773,0
0.2659,0,0.0757,1
0.7523,1,0.4146,1
0.2831,0,0.223,1
0.281,0,0.0018,1
0.2739,0,0.2991,1
0.321,0,0.109,1
0.5449,1,0.5654,1
0.696,1,0.5932,1
0.3893,0,-0.0604,1
0.3861,0,0.1875,1
0.8308,1,0.459,0
0.1983,0,0.158,0
0.6107,1,0.4242,1
0.5555,1,0.1343,1
0.4599,0,0.2565,1
0.9021,1,0.1858,0
0.0117,0,0.0247,0
0.8026,1,0.775,0
0.4078,0,0.3325,1
0.8243,1,0.5576,0
0.4522,0,0.059,1
0.1817,0,0.0451,0
0.5649,1,0.5772,1
0.9733,1,0.4236,0
0.1079,0,0.0951,0
0.8848,1,0.3878,0
0.6229,1,0.3946,1
0.8221,1,0.4258,0
0.8248,1,0.5596,0
0.1228,0,0.1191,0
0.3974,0,0.4423,1
0.5729,1,0.399,1
0.8177,1,0.5437,0
0.3001,0,0.2663,1
0.9639,1,0.5354,0
0.0427,0,0.0274,0
0.5719,1,0.5129,1
0.649,1,0.3432,1
0.5757,1,0.4528,1
0.0597,0,-0.1038,0
0.454,0,0.0884,1
0.1925,0,0.3798,0
0.544,1,0.3915,1
0.3659,0,0.143,1
0.8261,1,0.1009,0
0.0639,0,0.0853,0
0.4269,0,0.4245,1
0.8588,1,0.3804,0
0.6554,1,0.6092,1
0.1761,0,-0.0402,0
0.808,1,0.2441,0
0.3356,0,0.035,1
0.522,1,0.3041,1
0.5866,1,0.4433,1
0.118,0,-0.01,0
0.6615,1,0.2986,1
0.684,1,0.5351,1
0.6344,1,0.6163,1
0.6767,1,0.5504,1
0.2403,0,0.0988,1
0.2303,0,0.0575,1
0.2487,0,0.1624,1
0.2637,0,-0.0034,1
0.3624,0,0.2349,1
0.2501,0,-0.1172,1
0.9672,1,0.2785,0
0.0836,0,0.1171,0
0.8485,1,0.3436,0
0.3568,0,-0.0063,1
0.6075,1,0.2766,1
0.3169,0,0.1845,1
0.902,1,0.401,0
0.0662,0,0.2284,0
0.2643,0,0.1945,1
0.961,1,0.578,0
0.3579,0,0.3473,1
0.2515,0,-0.0647,1
0.2968,0,0.1085,1
0.1149,0,-0.3089,0
0.3397,0,0.0227,1
0.3184,0,-0.102,1
0.279,0,0.2202,1
0.0814,0,0.2135,0
0.5945,1,0.3876,1
0.6867,1,0.7988,1
0.7026,1,0.3341,1
0.1615,0,-0.1297,0
0.6472,1,0.3631,1
0.8892,1,0.5741,0
0.978,1,0.6854,0
0.8941,1,0.6372,0
0.1371,0,-0.0097,0
0.9538,1,0.7046,0
0.3241,0,0.0193,1
0.0298,0,0.4453,0
0.3643,0,0.2704,1
0.3073,0,-0.2101,1
0.676,1,0.3797,1
0.9839,1,0.4318,0
0.727,1,0.786,1
0.6779,1,0.3135,1
0.1694,0,-0.2869,0
0.7196,1,0.6185,1
0.272,0,-0.3495,1
0.2789,0,0.0313,1
0.4331,0,0.2521,1
0.8932,1,0.4613,0
0.217,0,0.2804,1
0.8923,1,0.5785,0
0.4963,0,0.0139,1
0.0689,0,0.0553,0
0.6736,1,0.7158,1
0.6713,1,0.4902,1
0.9658,1,0.6209,0
0.3198,0,0.1678,1
0.0987,0,-0.0765,0
0.4438,0,-0.1139,1
0.2816,0,0.1446,1
0.5471,1,0.6344,1
0.5685,1,0.5123,1
0.3428,0,-0.0966,1
0.9532,1,0.6019,0
0.1737,0,0.1961,0
0.2171,0,0.2466,1
0.3852,0,0.2111,1
0.5393,1,0.4532,1
0.536,1,0.318,1
0.7058,1,0.437,1
0.0868,0,0.1787,0
0.9439,1,0.4094,0
0.0551,0,-0.1129,0
0.6372,1,0.5514,1
0.5255,1,0.4673,1
0.248,0,0.2968,1
0.3776,0,0.2526,1
0.4908,0,0.0672,1
0.0542,0,0.2513,0
0.361,0,0.157,1
0.4165,0,0.2338,1
0.4921,0,0.098,1
0.4826,0,0.225,1
0.9742,1,0.4677,0
0.8826,1,0.1998,0
0.7014,1,0.7369,1
0.9767,1,0.4171,0
0.3287,0,0.0189,1
0.3031,0,0.0016,1
0.4644,0,0.4166,1
0.6812,1,0.5318,1
