assignment_score,status_flag,outcome,proximity_flag
0.0632,0,-0.1246,0
0.9816,1,0.5595,0
0.7891,1,0.3517,1
0.2755,0,0.0854,1
0.6324,1,0.556,1
0.9893,1,0.6223,0
0.1105,0,0.1671,0
0.9247,1,0.5919,0
0.6683,1,0.5197,1
0.3004,0,0.0189,1
0.8874,1,0.6157,0
0.7494,1,0.4615,1
0.154,0,0.0074,0
0.1422,0,0.1714,0
0.2957,0,0.2934,1
0.6154,1,0.4443,1
0.4567,0,0.1845,1
0.6961,1,0.4174,1
0.7602,1,0.4499,1
0.1312,0,-0.2566,0
0.2945,0,0.1559,1
0.3801,0,0.0593,1
0.1755,0,0.2527,0
0.9893,1,0.5084,0
0.5762,1,0.4713,1
0.2689,0,0.1691,1
0.3676,0,0.4103,1
0.2549,0,-0.0271,1
0.977,1,0.536,0
0.8808,1,0.5836,0
0.3304,0,0.061,1
0.8,1,0.6232,0
0.7149,1,0.5342,1
0.954,1,0.7368,0
0.2088,0,0.0323,1
0.095,0,0.131,0
0.6447,1,0.49,1
0.7444,1,0.5916,1
0.0821,0,0.0522,0
0.6842,1,0.4973,1
0.8444,1,0.465,0
0.6184,1,0.5873,1
0.6455,1,0.3682,1
0.6455,1,0.5705,1
0.687,1,0.5799,1
0.7737,1,0.7968,1
0.6219,1,0.5884,1
0.4053,0,-0.1028,1
0.3155,0,-0.0201,1
0.4031,0,0.1183,1
0.2736,0,0.0329,1
0.7286,1,0.5614,1
0.1439,0,-0.1073,0
0.9388,1,0.3669,0
0.34,0,-0.0119,1
0.2572,0,0.3346,1
0.9657,1,0.72,0
0.1579,0,-0.02,0
0.8045,1,0.5626,0
0.2236,0,-0.052,1
0.7412,1,0.624,1
0.53,1,0.3326,1
0.3979,0,0.0724,1
0.703,1,0.4194,1
0.3893,0,0.0879,1
0.3827,0,0.1494,1
0.5168,1,0.4525,1
0.7031,1,0.6298,1
0.998,1,0.4797,0
0.9043,1,0.2723,0
0.9301,1,0.5995,0
0.899,1,0.7643,0
0.5398,1,0.3397,1
0.5019,1,0.5199,1
0.6844,1,0.4505,1
0.9007,1,0.4754,0
0.9008,1,0.4754,0
0.4776,0,0.2032,1
0.8361,1,0.7127,0
0.8858,1,0.7086,0
0.555,1,0.5698,1
0.9637,1,0.6058,0
0.6655,1,0.4224,1
0.5816,1,0.5864,1
0.9988,1,0.76,0
0.328,0,0.0473,1
0.2203,0,0.0128,1
0.4912,0,0.1981,1
0.2437,0,-0.0485,1
0.8022,1,0.5677,0
0.767,1,0.2915,1
0.6979,1,0.633,1
0.4213,0,0.1412,1
0.3153,0,0.1103,1
0.9943,1,0.6616,0
0.4337,0,0.0726,1
0.7433,1,0.6383,1
0.3765,0,0.2551,1
0.5653,1,0.5594,1
0.4182,0,0.2168,1
0.4617,0,0.5212,1
0.9922,1,0.7905,0
0.8662,1,0.4856,0
0.3295,0,0.1206,1
0.0027,0,-0.2022,0
0.4299,0,0.2157,1
0.0806,0,-0.0416,0
0.5428,1,0.6757,1
0.0844,0,0.1081,0
0.5408,1,0.4051,1
0.8132,1,0.5545,0
0.2314,0,0.2004,1
0.1541,0,0.1424,0
0.1182,0,-0.0482,0
0.4167,0,0.2939,1
0.5047,1,0.1849,1
0.1689,0,-0.1157,0
0.6937,1,0.5011,1
0.5003,1,0.4013,1
0.2548,0,0.1104,1
0.0214,0,-0.1305,0
0.671,1,0.4134,1
0.42,0,-0.0038,1
0.4625,0,-0.0001,1
0.6587,1,0.4862,1
0.8475,1,0.4273,0
0.3571,0,0.0496,1
0.6834,1,0.4518,1
0.6807,1,0.502,1
0.2724,0,-0.1228,1
0.199,0,0.1083,0
0.8979,1,0.4917,0
0.225,0,0.1034,1
0.0862,0,0.0063,0
0.1839,0,0.0928,0
0.8451,1,0.5777,0
0.8748,1,0.7719,0
0.8604,1,0.38,0
0.3634,0,0.3154,1
0.9124,1,0.7202,0
0.94,1,0.5402,0
0.474,0,0.2345,1
0.7257,1,0.7805,1
0.1834,0,-0.1137,0
0.4648,0,0.1663,1
0.1173,0,-0.1003,0
0.8747,1,0.6069,0
0.3507,0,0.2229,1
0.0535,0,-0.1026,0
0.5283,1,0.3919,1
0.2093,0,0.0586,1
0.6464,1,0.6063,1
0.765,1,0.6601,1
0.3305,0,0.1625,1
0.4943,0,0.1871,1
0.1421,0,0.0489,0
0.6452,1,0.6086,1
0.5479,1,0.5328,1
0.1138,0,0.129,0
0.9444,1,0.6136,0
0.8878,1,0.418,0
0.3105,0,-0.041,1
0.6571,1,0.5602,1
0.8717,1,0.5085,0
0.1602,0,0.109,0
0.4589,0,0.0882,1
0.6553,1,0.4066,1
0.8567,1,0.6454,0
0.9241,1,0.4218,0
0.2315,0,0.1416,1
0.9692,1,0.5488,0
0.3693,0,0.0223,1
0.6207,1,0.44,1
0.2364,0,0.0896,1
0.6326,1,0.7029,1
0.5184,1,0.5157,1
0.0625,0,0.1525,0
0.1735,0,0.1398,0
0.3545,0,0.132,1
0.1668,0,0.0026,0
0.0975,0,-0.0185,0
0.3608,0,0.0869,1
0.6618,1,0.626,1
0.7809,1,0.8146,1
0.4503,0,0.0969,1
0.2018,0,0.0881,1
0.8147,1,0.5559,0
0.5005,1,0.403,1
0.7763,1,0.2974,1
0.7254,1,0.6891,1
0.1283,0,0.1052,0
0.2807,0,0.1567,1
0.891,1,0.5075,0
0.7993,1,0.6205,1
0.0145,0,-0.1311,0
0.48,0,0.1828,1
0.6619,1,0.378,1
0.5687,1,0.3549,1
0.4309,0,0.1242,1
0.7499,1,0.4884,1
0.1352,0,0.2357,0
0.9114,1,0.3701,0
0.6132,1,0.5486,1
0.8898,1,0.6961,0
0.9577,1,0.5073,0
0.5898,1,0.4439,1
0.0021,0,0.0878,0
0.081,0,-0.0854,0
0.8188,1,0.5488,0
0.6546,1,0.4815,1
0.4889,0,0.1927,1
0.5148,1,0.4745,1
0.341,0,0.091,1
0.0996,0,0.0257,0
0.5274,1,0.4059,1
0.5304,1,0.5551,1
0.2299,0,0.0938,1
0.3201,0,0.1122,1
0.3275,0,0.2833,1
0.1224,0,0.1357,0
0.2838,0,0.0231,1
0.9771,1,0.8562,0
0.0097,0,-0.0429,0
0.2142,0,0.3775,1
0.8168,1,0.1336,0
0.4016,0,0.0618,1
0.0433,0,0.0008,0
0.7644,1,0.5091,1
0.9058,1,0.538,0
0.1049,0,0.0937,0
0.1805,0,-0.0079,0
0.9475,1,0.5953,0
0.5938,1,0.5168,1
0.1515,0,0.4328,0
0.7027,1,0.7035,1
0.7255,1,0.5931,1
0.1584,0,0.2261,0
0.366,0,-0.1514,1
0.8388,1,0.3751,0
0.2475,0,0.0501,1
0.639,1,0.3643,1
0.7961,1,0.6065,1
0.0915,0,0.1356,0
0.7568,1,0.5032,1
0.6866,1,0.4142,1
0.8208,1,0.7133,0
0.4675,0,-0.0824,1
0.6692,1,0.4665,1
0.5483,1,0.3448,1
0.7537,1,0.5206,1
0.7436,1,0.4818,1
0.6765,1,0.4796,1
0.1496,0,0.079,0
0.8775,1,0.7962,0
0.9122,1,0.7044,0
0.332,0,0.0639,1
0.6756,1,0.4396,1
0.3114,0,0.1454,1
0.3381,0,-0.0817,1
0.1354,0,-0.214,0
0.3175,0,0.1132,1
0.1696,0,0.0392,0
0.2077,0,0.2326,1
0.8558,1,0.5395,0
0.9746,1,0.6893,0
0.5564,1,0.5251,1
0.9331,1,0.5776,0
0.8439,1,0.4195,0
0.2349,0,0.0635,1
0.6692,1,0.3603,1
0.8568,1,0.4731,0
0.1628,0,-0.1066,0
0.6989,1,0.6558,1
0.6947,1,0.4945,1
0.7461,1,0.4033,1
0.2162,0,-0.0836,1
0.8182,1,0.6642,0
0.0575,0,0.1083,0
0.3426,0,-0.0519,1
0.0246,0,0.0769,0
0.7164,1,0.4401,1
0.4047,0,0.2146,1
0.3151,0,-0.0919,1
0.3266,0,0.0985,1
0.1016,0,0.0709,0
0.2226,0,0.2506,1
0.7854,1,0.4492,1
0.9647,1,0.47,0
0.9126,1,0.4283,0
0.146,0,-0.0651,0
0.3757,0,0.2671,1
0.0132,0,-0.118,0
0.3384,0,0.132,1
0.2852,0,0.1144,1
0.6696,1,0.3601,1
0.7424,1,0.5843,1
0.4527,0,0.2438,1
0.4684,0,0.0731,1
0.6526,1,0.4706,1
0.5558,1,0.4194,1
0.9181,1,0.4323,0
0.0037,0,0.0493,0
0.6189,1,0.4785,1
0.244,0,0.0964,1
0.5554,1,0.2036,1
0.3651,0,0.1502,1
0.6131,1,0.6368,1
0.6244,1,0.4136,1
0.8454,1,0.4459,0
0.1526,0,0.1309,0
0.9686,1,0.44,0
0.7636,1,0.2316,1
0.6108,1,0.5017,1
0.4021,0,0.0474,1
0.5508,1,0.5396,1
0.0464,0,0.0203,0
0.0791,0,0.1012,0
0.3054,0,0.1064,1
0.9891,1,0.6962,0
0.273,0,0.4577,1
0.9196,1,0.5246,0
0.859,1,0.5339,0
0.7739,1,0.3971,1
0.7275,1,0.4869,1
0.4302,0,0.1282,1
0.2588,0,0.028,1
0.2199,0,0.0757,1
0.7403,1,0.5356,1
0.8322,1,0.5774,0
0.9843,1,0.5441,0
0.3593,0,-0.0864,1
0.1971,0,0.1397,0
0.5407,1,0.422,1
0.3791,0,0.2046,1
0.1931,0,0.0109,0
0.5553,1,0.2967,1
0.906,1,0.532,0
0.0433,0,-0.216,0
0.3735,0,-0.0054,1
0.1199,0,-0.0026,0
0.2813,0,-0.0647,1
0.7032,1,0.4817,1
0.3346,0,-0.016,1
0.2162,0,0.1312,1
0.9724,1,0.3494,0
0.4253,0,0.1571,1
0.2054,0,0.0437,1
0.2286,0,-0.02,1
0.1314,0,0.015,0
0.6745,1,0.5443,1
0.7754,1,0.2417,1
0.6863,1,0.5759,1
0.832,1,0.7403,0
0.789,1,0.3708,1
0.3375,0,0.3126,1
0.3651,0,0.217,1
0.3768,0,0.0217,1
0.0858,0,0.0374,0
0.8875,1,0.4932,0
0.9304,1,0.5952,0
0.9899,1,0.7982,0
0.5848,1,0.5401,1
0.9444,1,0.5453,0
0.243,0,0.1194,1
0.6743,1,0.3337,1
0.5031,1,0.6414,1
0.3511,0,0.0779,1
0.5632,1,0.44,1
0.5376,1,0.4868,1
0.8565,1,0.4974,0
0.5937,1,0.376,1
0.8034,1,0.5804,0
0.7156,1,0.4731,1
0.6231,1,0.3484,1
0.152,0,0.1643,0
0.0817,0,-0.2724,0
0.8212,1,0.4015,0
0.2458,0,0.1693,1
0.5361,1,0.4256,1
0.2186,0,0.2123,1
0.2679,0,0.2166,1
0.035,0,0.1243,0
0.4771,0,0.3237,1
0.6549,1,0.4662,1
0.8339,1,0.5347,0
0.9942,1,0.6026,0
0.6487,1,0.6153,1
0.387,0,0.0481,1
0.5369,1,0.5696,1
0.6835,1,0.5145,1
0.196,0,0.1794,0
0.6424,1,0.6017,1
0.5233,1,0.44,1
0.4393,0,0.3293,1
0.6955,1,0.6207,1
0.9431,1,0.3674,0
0.7244,1,0.2685,1
0.0052,0,-0.1198,0
0.7847,1,0.5323,1
0.1392,0,0.1777,0
0.4157,0,0.084,1
0.9688,1,0.5513,0
0.0266,0,0.0419,0
0.5792,1,0.6513,1
0.2892,0,0.131,1
0.9877,1,0.5666,0
0.2593,0,-0.057,1
0.8069,1,0.3897,0
0.5322,1,0.2804,1
0.6414,1,0.5519,1
0.3716,0,0.1502,1
0.1122,0,0.1051,0
0.595,1,0.5844,1
0.1271,0,0.0583,0
0.6852,1,0.392,1
0.2696,0,0.0011,1
0.1427,0,0.0565,0
0.2341,0,0.0234,1
0.3046,0,-0.1286,1
0.068,0,-0.0649,0
0.5154,1,0.6232,1
0.9952,1,0.6251,0
0.7156,1,0.528,1
0.7597,1,0.4309,1
0.3302,0,-0.0736,1
0.3861,0,0.1235,1
0.0144,0,0.0486,0
0.2417,0,-0.1002,1
0.7515,1,0.6277,1
0.859,1,0.4993,0
0.7642,1,0.571,1
0.6881,1,0.5116,1
0.9474,1,0.5734,0
0.3716,0,0.4298,1
0.1568,0,0.1141,0
0.6932,1,0.5116,1
0.4991,0,0.2257,1
0.0406,0,-0.0358,0
0.4985,0,0.2468,1
0.0518,0,0.0483,0
0.465,0,0.122,1
0.0587,0,-0.0164,0
0.9356,1,0.5618,0
0.8239,1,0.5485,0
0.9557,1,0.7313,0
0.6928,1,0.5593,1
0.2032,0,-0.1911,1
0.5701,1,0.6695,1
0.2984,0,0.1556,1
0.632,1,0.7906,1
0.9522,1,0.5788,0
0.9253,1,0.7163,0
0.0594,0,0.1091,0
0.6002,1,0.5031,1
0.831,1,0.7099,0
0.2038,0,0.0396,1
0.6869,1,0.5224,1
0.5497,1,0.335,1
0.0544,0,-0.0096,0
0.8034,1,0.4342,0
0.6416,1,0.4983,1
0.8669,1,0.6347,0
0.4682,0,0.1885,1
0.7672,1,0.557,1
0.2649,0,0.1674,1
0.6555,1,0.791,1
0.9026,1,0.518,0
0.9239,1,0.8697,0
0.0551,0,-0.1505,0
0.0172,0,-0.2743,0
0.9961,1,0.7455,0
0.4204,0,0.1364,1
0.1894,0,-0.1284,0
0.4702,0,0.1472,1
0.4002,0,0.071,1
0.7927,1,0.5864,1
0.1515,0,0.0158,0
0.6391,1,0.6481,1
0.2038,0,0.0819,1
0.7433,1,0.5571,1
0.9793,1,0.5716,0
