assignment_score,status_flag,outcome,proximity_flag
0.1618,0,0.1815,0
0.0151,0,-0.2174,0
0.6545,1,0.5087,1
0.7411,1,0.6193,1
0.3097,0,0.1519,1
0.9969,1,0.4815,0
0.2196,0,0.0224,1
0.6091,1,0.4828,1
0.8161,1,0.5026,0
0.7201,1,0.6291,1
0.3965,0,-0.0231,1
0.857,1,0.6506,0
0.7446,1,0.5169,1
0.2558,0,0.1058,1
0.738,1,0.4435,1
0.3305,0,0.2577,1
0.2633,0,-0.0547,1
0.3794,0,-0.0594,1
0.3994,0,0.1229,1
0.0138,0,-0.1,0
0.2631,0,0.1221,1
0.6838,1,0.7391,1
0.3734,0,0.1229,1
0.6327,1,0.4689,1
0.6549,1,0.6829,1
0.9789,1,0.6005,0
0.427,0,0.2862,1
0.5919,1,0.3861,1
0.7176,1,0.4559,1
0.6761,1,0.3515,1
0.5309,1,0.4765,1
0.7943,1,0.5594,1
0.655,1,0.5525,1
0.6689,1,0.514,1
0.2859,0,0.0637,1
0.7931,1,0.5695,1
0.5637,1,0.6393,1
0.8447,1,0.522,0
0.1571,0,-0.1529,0
0.3895,0,-0.0317,1
0.7005,1,0.4958,1
0.9077,1,0.3926,0
0.8661,1,0.4343,0
0.6108,1,0.3535,1
0.7379,1,0.5306,1
0.4108,0,0.3611,1
0.1719,0,-0.172,0
0.4871,0,0.2996,1
0.9547,1,0.6833,0
0.374,0,0.1521,1
0.5286,1,0.3774,1
0.943,1,0.6471,0
0.1013,0,0.0389,0
0.0519,0,-0.0086,0
0.6201,1,0.1646,1
0.3482,0,0.1733,1
0.6644,1,0.6586,1
0.3951,0,-0.0909,1
0.5106,1,0.2704,1
0.9657,1,0.4691,0
0.4674,0,0.0982,1
0.678,1,0.3456,1
0.9967,1,0.739,0
0.3982,0,0.4185,1
0.0091,0,0.0356,0
0.7036,1,0.3612,1
0.6419,1,0.4663,1
0.3547,0,-0.0622,1
0.7315,1,0.4373,1
0.7647,1,0.5609,1
0.2302,0,0.1667,1
0.1936,0,0.1412,0
0.6814,1,0.3835,1
0.4265,0,0.1471,1
0.1254,0,-0.0157,0
0.1118,0,0.1647,0
0.0066,0,0.064,0
0.0802,0,0.2722,0
0.6729,1,0.5006,1
0.9375,1,0.4025,0
0.7955,1,0.3067,1
0.4812,0,0.1678,1
0.6947,1,0.1084,1
0.5904,1,0.3658,1
0.2319,0,-0.0185,1
0.3994,0,-0.0011,1
0.4783,0,0.1639,1
0.2718,0,-0.0745,1
0.9402,1,0.2943,0
0.2783,0,0.1562,1
0.6946,1,0.4025,1
0.3282,0,0.1478,1
0.4785,0,0.1688,1
0.7059,1,0.5403,1
0.7615,1,0.5095,1
0.2343,0,0.1567,1
0.5481,1,0.6676,1
0.6383,1,0.4904,1
0.035,0,0.0935,0
0.7578,1,0.4932,1
0.6253,1,0.1529,1
0.64,1,0.4209,1
0.2034,0,0.2619,1
0.4926,0,0.22,1
0.5688,1,0.3476,1
0.3463,0,0.1591,1
0.6843,1,0.288,1
0.0393,0,0.115,0
0.5065,1,0.3287,1
0.0596,0,0.0431,0
0.4378,0,-0.0217,1
0.8918,1,0.5496,0
0.4494,0,-0.2258,1
0.9815,1,0.4793,0
0.7544,1,0.3612,1
0.9466,1,0.4243,0
0.8754,1,-0.0038,0
0.8567,1,0.4031,0
0.33,0,0.1376,1
0.8227,1,0.3621,0
0.3367,0,0.1697,1
0.8476,1,0.6384,0
0.4691,0,0.184,1
0.0083,0,0.0593,0
0.9139,1,0.5633,0
0.6968,1,0.5398,1
0.6867,1,0.3539,1
0.8765,1,0.3829,0
0.9615,1,0.4124,0
0.7665,1,0.5794,1
0.5699,1,0.2928,1
0.1784,0,0.0076,0
0.7174,1,0.3993,1
0.5016,1,0.4251,1
0.5258,1,0.4995,1
0.6538,1,0.5379,1
0.7588,1,0.2075,1
0.2607,0,0.1281,1
0.3173,0,0.0863,1
0.2409,0,0.0963,1
0.755,1,0.4239,1
0.4641,0,0.0172,1
0.5955,1,0.5717,1
0.532,1,0.377,1
0.8479,1,0.6854,0
0.5822,1,0.4178,1
0.9801,1,0.541,0
0.5969,1,0.3231,1
0.5024,1,0.3964,1
0.062,0,0.1554,0
0.4236,0,0.1061,1
0.3356,0,0.1304,1
0.5822,1,0.6674,1
0.3492,0,-0.0762,1
0.3093,0,-0.0482,1
0.999,1,0.5945,0
0.3201,0,-0.1613,1
0.8512,1,0.5818,0
0.8096,1,0.3725,0
0.3245,0,0.0293,1
0.3803,0,0.2409,1
0.7413,1,0.2837,1
0.3859,0,-0.1834,1
0.0414,0,-0.3056,0
0.5032,1,0.4432,1
0.531,1,0.5351,1
0.3327,0,-0.0616,1
0.0534,0,0.1751,0
0.4379,0,0.1208,1
0.9621,1,0.5435,0
0.9299,1,0.6664,0
0.8344,1,0.2316,0
0.37,0,0.2063,1
0.1834,0,-0.2235,0
0.9752,1,0.2963,0
0.8592,1,0.2852,0
0.1953,0,0.1428,0
0.4257,0,0.2206,1
0.602,1,0.5555,1
0.6088,1,0.4186,1
0.6451,1,0.3785,1
0.9504,1,0.6012,0
0.1546,0,0.0148,0
0.8948,1,0.5397,0
0.2766,0,0.0618,1
0.5516,1,0.3968,1
0.5537,1,0.7108,1
0.6977,1,0.5846,1
0.3509,0,0.1669,1
0.1151,0,-0.0332,0
0.8453,1,0.5025,0
0.1804,0,0.1911,0
0.2397,0,0.0891,1
0.0792,0,-0.0466,0
0.5094,1,0.1427,1
0.6058,1,0.3664,1
0.5215,1,0.499,1
0.0846,0,-0.1737,0
0.8376,1,0.7109,0
0.0622,0,0.0455,0
0.9817,1,0.7447,0
0.3736,0,0.09,1
0.5702,1,0.0807,1
0.689,1,0.3866,1
0.5266,1,0.2972,1
0.8417,1,0.3624,0
0.782,1,0.5447,1
0.5801,1,0.2757,1
0.0154,0,-0.2239,0
0.6389,1,0.334,1
0.7892,1,0.5985,1
0.8143,1,0.441,0
0.5442,1,0.2636,1
0.3423,0,0.0274,1
0.3587,0,0.2567,1
0.3667,0,0.1679,1
0.6936,1,0.523,1
0.7002,1,0.5157,1
0.5941,1,0.1651,1
0.7662,1,0.446,1
0.4798,0,0.2793,1
0.5343,1,0.0663,1
0.8674,1,0.2026,0
0.5004,1,0.2222,1
0.2995,0,-0.0386,1
0.4184,0,0.115,1
0.2543,0,-0.1348,1
0.2245,0,0.1261,1
0.6084,1,0.7507,1
0.0163,0,-0.0973,0
0.3107,0,-0.1348,1
0.641,1,0.3614,1
0.2131,0,0.1288,1
0.9978,1,0.5556,0
0.6278,1,0.5324,1
0.6291,1,0.3805,1
0.5334,1,0.4427,1
0.7664,1,0.8484,1
0.6954,1,0.3823,1
0.8376,1,0.4833,0
0.2563,0,0.1282,1
0.4272,0,0.4866,1
0.5355,1,0.5228,1
0.3553,0,0.1061,1
0.2622,0,-0.0067,1
0.0173,0,0.191,0
0.3718,0,0.0824,1
0.4564,0,0.3494,1
0.8019,1,0.4349,0
0.6856,1,0.3499,1
0.34,0,-0.1328,1
0.7369,1,0.5318,1
0.1547,0,-0.2416,0
0.2988,0,0.2613,1
0.3309,0,-0.1327,1
0.0273,0,-0.2814,0
0.8717,1,0.4883,0
0.4276,0,0.2552,1
0.3055,0,0.0576,1
0.743,1,0.5712,1
0.5326,1,0.4414,1
0.8847,1,0.6017,0
0.6807,1,0.6744,1
0.8945,1,0.3963,0
0.7213,1,0.4734,1
0.7807,1,0.1752,1
0.43,0,0.3181,1
0.1048,0,-0.0357,0
0.4828,0,0.1371,1
0.5417,1,0.3478,1
0.2509,0,-0.0427,1
0.2299,0,0.166,1
0.3695,0,0.1799,1
0.4198,0,0.0269,1
0.6211,1,0.6803,1
0.2918,0,0.1997,1
0.0691,0,0.2464,0
0.3331,0,-0.1961,1
0.2226,0,-0.0434,1
0.6184,1,0.5654,1
0.3771,0,-0.0862,1
0.5835,1,0.3473,1
0.3606,0,-0.0616,1
0.5739,1,0.4668,1
0.0036,0,-0.0652,0
0.5943,1,0.2617,1
0.0502,0,0.2604,0
0.7655,1,0.5628,1
0.9097,1,0.603,0
0.5312,1,0.4249,1
0.0243,0,0.1216,0
0.3068,0,0.1613,1
0.1057,0,-0.2549,0
0.0711,0,0.3011,0
0.6397,1,0.697,1
0.6669,1,0.3742,1
0.6222,1,0.18,1
0.1517,0,-0.1246,0
0.1787,0,-0.1116,0
0.301,0,0.1286,1
0.4088,0,0.055,1
0.2296,0,-0.0286,1
0.8901,1,0.6053,0
0.0269,0,-0.014,0
0.4832,0,0.2835,1
0.949,1,0.5222,0
0.9867,1,0.7959,0
0.3247,0,0.4299,1
0.6306,1,0.4713,1
0.8046,1,0.4404,0
0.2276,0,0.0552,1
0.5547,1,0.5721,1
0.9695,1,0.6685,0
0.8938,1,0.2291,0
0.8853,1,0.5958,0
0.6083,1,0.371,1
0.6232,1,0.4753,1
0.2323,0,0.0662,1
0.8096,1,0.4298,0
0.7694,1,0.2275,1
0.4307,0,-0.1122,1
0.857,1,0.4619,0
0.2449,0,0.0498,1
0.8476,1,0.4913,0
0.6251,1,0.4737,1
0.0453,0,-0.1127,0
0.3552,0,-0.1063,1
0.6868,1,0.601,1
0.724,1,0.548,1
0.3684,0,0.0021,1
0.2287,0,0.1963,1
0.1742,0,-0.1015,0
0.9778,1,0.5743,0
0.3929,0,0.1507,1
0.4048,0,0.0236,1
0.1683,0,0.1222,0
0.3757,0,-0.0845,1
0.9789,1,0.5372,0
0.5003,1,0.3942,1
0.7071,1,0.2941,1
0.9414,1,0.6255,0
0.9245,1,0.694,0
0.8806,1,0.5031,0
0.9081,1,0.5329,0
0.6111,1,0.3894,1
0.8674,1,0.4943,0
0.7933,1,0.4092,1
0.9917,1,0.5465,0
0.8807,1,0.4731,0
0.538,1,0.654,1
0.0025,0,-0.0363,0
0.9936,1,0.4015,0
0.5343,1,0.1468,1
0.9433,1,0.6796,0
0.422,0,0.3385,1
0.6498,1,0.2646,1
0.8791,1,0.6008,0
0.1557,0,0.1212,0
0.365,0,0.1068,1
0.8752,1,0.3401,0
0.4963,0,0.2199,1
0.6586,1,0.6404,1
0.5434,1,0.6191,1
0.4682,0,0.2137,1
0.3587,0,0.2337,1
0.9625,1,0.262,0
0.7244,1,0.554,1
0.9524,1,0.6245,0
0.8621,1,0.4558,0
0.044,0,0.0229,0
0.8661,1,0.4271,0
0.0888,0,-0.2097,0
0.9409,1,0.6212,0
0.5198,1,0.6862,1
0.3007,0,-0.0437,1
0.6666,1,0.4585,1
0.9061,1,0.3199,0
0.9911,1,0.5789,0
0.2231,0,-0.0312,1
0.7417,1,0.4489,1
0.2144,0,0.2108,1
0.0405,0,0.0541,0
0.1655,0,0.0299,0
0.7679,1,0.339,1
0.1224,0,0.1393,0
0.7289,1,0.3002,1
0.9537,1,0.7341,0
0.7344,1,0.486,1
0.2688,0,-0.0749,1
0.8784,1,0.286,0
0.7964,1,0.4391,1
0.6034,1,0.3769,1
0.9724,1,0.6099,0
0.178,0,-0.1008,0
0.0081,0,0.1204,0
0.262,0,-0.3014,1
0.2919,0,0.0998,1
0.1717,0,-0.0571,0
0.5506,1,0.429,1
0.1066,0,0.2127,0
0.6212,1,0.572,1
0.124,0,0.0873,0
0.3953,0,0.3179,1
0.4644,0,0.3447,1
0.1604,0,0.2785,0
0.9656,1,0.4484,0
0.0971,0,0.1409,0
0.1991,0,0.1747,0
0.3844,0,0.1166,1
0.8173,1,0.6502,0
0.5451,1,0.4189,1
0.3568,0,-0.1164,1
0.4742,0,0.3327,1
0.8532,1,0.4142,0
0.4402,0,-0.1312,1
0.2337,0,0.5486,1
0.208,0,-0.0999,1
0.8419,1,0.5984,0
0.2499,0,-0.0839,1
0.5341,1,0.3467,1
0.6976,1,0.3544,1
0.1535,0,-0.1034,0
0.0196,0,0.136,0
0.9892,1,0.8875,0
0.8141,1,0.4951,0
0.9466,1,0.2676,0
0.5665,1,0.2632,1
0.2243,0,-0.058,1
0.522,1,0.4218,1
0.7623,1,0.4163,1
0.5979,1,0.7467,1
0.4747,0,0.1278,1
0.5587,1,0.5386,1
0.2232,0,0.0413,1
0.3882,0,0.1103,1
0.4536,0,0.0822,1
0.7605,1,0.4773,1
0.5333,1,0.3355,1
0.4489,0,0.1402,1
0.9528,1,0.4524,0
0.21,0,0.4033,1
0.8098,1,0.5519,0
0.0042,0,0.0882,0
0.392,0,0.0922,1
0.1934,0,-0.1633,0
0.4805,0,-0.0583,1
0.4927,0,0.1217,1
0.3904,0,0.086,1
0.0546,0,0.075,0
0.2312,0,0.0972,1
0.2611,0,0.0078,1
0.4644,0,0.5369,1
0.4235,0,0.1792,1
0.2016,0,-0.0057,1
0.6083,1,0.3761,1
0.4695,0,0.249,1
0.2211,0,0.0326,1
0.0774,0,0.1662,0
0.1226,0,0.0238,0
0.0702,0,-0.0368,0
0.0429,0,-0.2028,0
0.0967,0,0.1849,0
0.3397,0,-0.061,1
0.5317,1,0.5221,1
0.4723,0,0.0521,1
0.9014,1,0.6495,0
0.905,1,0.714,0
0.1836,0,-0.0579,0
0.8671,1,0.384,0
0.5637,1,0.7519,1
0.738,1,0.5402,1
0.7909,1,0.5957,1
0.4022,0,-0.0822,1
0.4246,0,-0.0253,1
0.7548,1,0.5082,1
0.8231,1,0.44,0
0.4392,0,-0.019,1
0.2468,0,0.1159,1
0.6695,1,0.1946,1
0.7795,1,0.5294,1
0.765,1,0.3444,1
0.3905,0,0.2234,1
0.1823,0,0.0699,0
0.5004,1,0.4793,1
0.2829,0,0.2858,1
0.3152,0,-0.0056,1
0.685,1,0.3087,1
0.3231,0,0.2772,1
0.8031,1,0.7448,0
0.393,0,0.3101,1
0.1702,0,-0.2986,0
0.4522,0,0.226,1
0.3503,0,-0.035,1
0.3202,0,0.2304,1
0.1995,0,0.0219,0
0.2397,0,0.0215,1
0.7541,1,0.4173,1
0.7646,1,0.3894,1
0.423,0,-0.065,1
0.2892,0,0.0294,1
0.6241,1,0.4569,1
0.6601,1,0.6723,1
0.5505,1,0.492,1
0.7542,1,0.4328,1
0.4207,0,0.0717,1
0.6493,1,-0.0031,1
0.5127,1,0.345,1
