assignment_score,status_flag,outcome,proximity_flag
0.2948,0,0.2492,1
0.0384,0,0.2399,0
0.9685,1,0.5341,0
0.5232,1,0.0618,1
0.7224,1,0.2133,1
0.3821,0,0.0068,1
0.4869,0,0.0245,1
0.9658,1,0.6517,0
0.823,1,0.5427,0
0.1554,0,0.0955,0
0.1812,0,0.0866,0
0.7497,1,0.3212,1
0.0267,0,0.3628,0
0.3742,0,0.1616,1
0.7711,1,0.4764,1
0.0704,0,0.0073,0
0.3585,0,-0.1579,1
0.9368,1,0.7392,0
0.1197,0,0.1684,0
0.2331,0,0.487,1
0.1283,0,0.1857,0
0.1386,0,0.1904,0
0.1853,0,-0.0495,0
0.9364,1,0.566,0
0.6993,1,0.5498,1
0.8416,1,0.0854,0
0.0189,0,0.37,0
0.1479,0,0.1445,0
0.852,1,0.7186,0
0.2052,0,0.287,1
0.0842,0,-0.1686,0
0.3267,0,-0.0517,1
0.356,0,0.0775,1
0.6009,1,0.3386,1
0.4321,0,0.1924,1
0.2587,0,0.2752,1
0.4791,0,-0.192,1
0.4667,0,0.0799,1
0.3428,0,0.2924,1
0.7258,1,0.1172,1
0.3491,0,0.2259,1
0.4301,0,0.3463,1
0.2666,0,-0.1164,1
0.4658,0,0.2005,1
0.3335,0,0.2409,1
0.4179,0,0.2221,1
0.3757,0,0.2633,1
0.565,1,0.4662,1
0.8788,1,0.5445,0
0.7842,1,0.5107,1
0.6692,1,0.6265,1
0.6667,1,0.3086,1
0.3968,0,0.2715,1
0.9922,1,0.2619,0
0.3273,0,-0.1762,1
0.087,0,-0.4847,0
0.8199,1,0.3558,0
0.7463,1,0.2598,1
0.0737,0,-0.0168,0
0.5433,1,0.409,1
0.0258,0,-0.14,0
0.8248,1,0.6266,0
0.1454,0,0.1435,0
0.2279,0,-0.1653,1
0.6909,1,0.0159,1
0.7189,1,0.4214,1
0.3208,0,-0.1064,1
0.6226,1,0.6107,1
0.0298,0,0.1206,0
0.9952,1,0.4079,0
0.2647,0,0.1545,1
0.8141,1,0.4967,0
0.2746,0,0.2884,1
0.1718,0,-0.0954,0
0.1537,0,0.578,0
0.9845,1,0.6271,0
0.1657,0,0.0843,0
0.5245,1,0.4853,1
0.5414,1,0.295,1
0.5693,1,0.3615,1
0.5678,1,0.1985,1
0.7758,1,0.6525,1
0.0637,0,-0.0206,0
0.5424,1,0.3702,1
0.45,0,0.0808,1
0.1416,0,-0.0058,0
0.9413,1,0.3559,0
0.1821,0,0.0165,0
0.6202,1,-0.1134,1
0.3882,0,0.3614,1
0.7499,1,0.3907,1
0.9037,1,0.3731,0
0.1183,0,0.2425,0
0.8349,1,0.831,0
0.3447,0,-0.1628,1
0.1348,0,0.2973,0
0.5903,1,0.1484,1
0.8874,1,0.5106,0
0.5599,1,0.6816,1
0.6597,1,0.2194,1
0.3358,0,-0.0726,1
0.0016,0,0.2573,0
0.0596,0,-0.5188,0
0.6094,1,0.6882,1
0.8084,1,0.1975,0
0.9526,1,0.572,0
0.5478,1,0.1143,1
0.0686,0,0.002,0
0.072,0,-0.1068,0
0.4088,0,0.0255,1
0.5664,1,0.2127,1
0.2526,0,0.1332,1
0.4396,0,0.036,1
0.8957,1,0.607,0
0.7904,1,0.5084,1
0.9476,1,0.4912,0
0.7376,1,0.5358,1
0.0296,0,0.0244,0
0.3883,0,-0.2773,1
0.4347,0,0.2039,1
0.426,0,0.0223,1
0.2195,0,-0.1346,1
0.5676,1,0.1466,1
0.1041,0,-0.1402,0
0.7769,1,0.5685,1
0.2369,0,-0.3321,1
0.1585,0,0.1615,0
0.4311,0,-0.1475,1
0.0792,0,0.0191,0
0.6143,1,0.7716,1
0.667,1,0.4905,1
0.2667,0,-0.0293,1
0.0337,0,-0.3342,0
0.2434,0,0.1259,1
0.6869,1,0.2629,1
0.19,0,-0.0903,0
0.0439,0,0.4419,0
0.7878,1,0.4363,1
0.3965,0,-0.0762,1
0.6737,1,0.3627,1
0.8841,1,0.3019,0
0.3974,0,0.0577,1
0.4004,0,0.0066,1
0.9077,1,0.5381,0
0.6151,1,0.3211,1
0.1019,0,0.3196,0
0.6667,1,0.6336,1
0.1389,0,-0.1295,0
0.3194,0,-0.0193,1
0.2126,0,-0.1171,1
0.82,1,0.485,0
0.6751,1,0.5803,1
0.7117,1,0.3887,1
0.1036,0,0.3004,0
0.6744,1,0.562,1
0.3115,0,0.2306,1
0.8035,1,0.7368,0
0.2571,0,0.1219,1
0.9861,1,0.6041,0
0.3572,0,0.1783,1
0.2336,0,0.0531,1
0.3187,0,-0.0433,1
0.9131,1,0.6899,0
0.9812,1,0.395,0
0.7399,1,0.416,1
0.8573,1,0.7059,0
0.0001,0,0.3785,0
0.7621,1,0.8106,1
0.2977,0,0.2259,1
0.1851,0,0.1057,0
0.3126,0,0.29,1
0.6245,1,0.2857,1
0.3262,0,0.1043,1
0.8926,1,0.839,0
0.3015,0,0.1228,1
0.7554,1,0.4613,1
0.996,1,0.51,0
0.878,1,0.7827,0
0.5966,1,0.4563,1
0.9215,1,0.3348,0
0.7901,1,0.3763,1
0.0837,0,0.06,0
0.9167,1,0.2665,0
0.0052,0,-0.0144,0
0.0351,0,-0.0995,0
0.7395,1,0.1687,1
0.6574,1,0.4763,1
0.9446,1,0.6534,0
0.3049,0,0.3167,1
0.7169,1,0.4329,1
0.1284,0,-0.0433,0
0.2512,0,0.0338,1
0.2482,0,0.4136,1
0.9354,1,0.3196,0
0.7775,1,0.4402,1
0.8602,1,0.3345,0
0.3992,0,0.31,1
0.7379,1,0.336,1
0.9953,1,0.1936,0
0.3867,0,0.0245,1
0.1161,0,0.0724,0
0.9611,1,0.6827,0
0.5386,1,0.5959,1
0.6945,1,0.2503,1
0.2731,0,-0.0046,1
0.8053,1,0.4408,0
0.909,1,0.4695,0
0.616,1,0.0833,1
0.8079,1,0.4358,0
0.7653,1,0.2945,1
0.9513,1,0.6358,0
0.0575,0,0.3468,0
