y,x,z,controls
-0.3099,0.357,1,2.112
-1.6938,-1.2007,0,0.1621
0.4546,0.5624,0,0.3727
0.7522,0.0448,0,1.1745
1.2437,0.6875,1,0.4181
-0.9526,-0.0993,1,-1.3249
-1.7356,-0.4503,1,-3.2165
0.8096,0.7009,1,-0.976
1.2428,0.8822,0,-0.8873
-1.34,-0.5495,1,-0.9484
0.1506,0.4122,1,-0.6326
-0.9449,-0.6292,0,-2.8477
0.4166,0.8212,0,-1.1917
1.228,0.7692,1,0.5463
-0.0973,0.6304,1,1.0421
-0.3435,0.344,1,-0.7287
0.4393,0.5616,1,0.6907
-1.8292,-0.9436,0,-2.5894
0.5016,0.7308,1,0.2701
0.3889,0.2068,0,1.1847
0.0931,0.2584,1,0.5157
0.0692,-0.1952,0,-0.0265
-0.1795,-0.3207,0,-2.5504
-0.3716,0.2013,1,1.8904
0.6997,0.6742,1,1.941
-1.2694,-0.4567,0,0.7009
0.877,0.3813,1,1.3319
-0.2763,-0.0843,0,0.0021
0.3992,0.7674,1,0.7613
-0.1793,0.6931,1,0.8392
0.4203,0.7036,1,-0.0634
1.9035,1.7281,1,-0.8268
0.1831,0.2795,0,0.875
-1.2521,-1.3821,0,1.8787
0.2937,0.6922,1,1.2419
0.131,0.0996,0,0.3409
0.2615,0.2679,0,0.2638
-0.5067,-0.0291,0,0.3213
-0.3895,-0.3144,0,-2.285
0.7945,1.2927,1,-0.1064
0.1615,0.4133,1,-0.2159
0.596,1.0772,1,-1.2073
-0.2335,0.1095,0,1.0543
-1.0733,-0.0584,1,0.2819
0.1109,0.4938,1,-2.617
-0.9937,-0.4389,1,0.2349
-0.2103,0.1501,0,1.2764
0.05,0.2299,0,-0.5958
1.32,1.4264,1,-1.0248
-1.1916,0.0168,1,-1.2891
0.2153,-0.1243,0,0.0998
0.4109,0.5144,0,-0.7261
1.9553,1.5729,1,-1.4705
0.9205,0.8442,1,1.6201
0.0147,0.0802,0,0.2039
0.9404,0.9135,1,-0.5241
-1.4171,-0.1319,1,1.6737
1.0314,1.7589,1,0.2743
0.0899,0.5936,1,-0.1348
-0.9958,-0.4099,1,0.218
0.2773,0.7413,1,-0.5286
1.2801,1.1296,1,-0.1396
-0.3308,-0.4879,0,0.5841
0.672,0.6125,1,1.6813
-0.7402,-0.2575,1,-0.5491
-0.5535,-0.112,0,0.6279
0.6006,0.809,1,-1.4749
0.9742,0.9973,1,0.5059
0.3274,0.675,1,1.8037
0.5003,0.8187,0,0.0236
-0.6089,0.2024,0,-0.5774
-0.3202,0.1796,0,-0.5316
-0.3402,0.2277,1,0.484
0.0346,0.2602,1,0.0602
0.1676,0.2175,0,-0.4046
-1.4426,-1.0798,0,0.6534
1.8214,1.3409,0,-0.8778
-1.2191,-0.9618,0,0.8651
-0.2241,-0.387,0,-0.315
-1.2121,-0.6055,1,0.6589
-2.3772,-0.3472,1,0.8397
1.4163,0.8087,0,-1.9425
-0.0989,0.2224,1,-0.0708
-1.1946,0.2442,1,-1.529
-1.3577,-0.7456,0,-1.731
1.8942,1.192,0,-0.2346
0.6606,0.6062,1,0.3071
-1.8831,-0.4521,1,-1.5448
0.0006,-0.2605,0,0.2713
-0.0202,0.2845,1,-0.8744
0.5406,0.4619,1,0.0679
-0.561,-0.2173,0,2.5295
-1.5029,-0.5687,1,-0.3174
-0.9137,-0.8454,0,-1.1384
-0.403,-0.2333,0,-0.0179
1.2619,1.3091,1,-0.1901
-0.4471,0.1243,1,-0.3456
-0.4028,-0.3022,1,0.0343
0.092,-0.0215,0,-0.1848
-0.533,0.2155,1,-1.2377
0.6482,0.4542,0,0.8244
1.3442,1.1435,1,1.3135
0.972,0.3574,1,-0.3721
-0.6585,-0.0143,1,0.3507
0.7912,0.7302,1,-2.0456
1.1027,0.7929,0,-0.0183
-0.3641,0.1631,1,1.9234
-1.0391,0.0406,1,0.8
-1.0118,0.0932,0,0.154
-1.1595,-0.969,0,-0.0443
0.918,0.6749,1,-0.299
1.1551,1.351,1,0.4198
0.3737,0.1517,0,1.0284
0.3525,0.2888,0,-0.5016
-0.6282,-0.4105,0,0.7511
1.7852,1.5438,1,-0.8085
-0.0642,0.0093,1,-0.4371
-0.151,0.0693,1,-1.1115
-0.3476,-0.5155,0,0.1603
-1.9254,-0.7894,0,0.0835
0.3656,1.2316,1,0.3965
1.5696,1.1496,1,0.3086
-0.2716,0.5514,1,0.7232
1.1203,1.1647,1,2.0849
-1.2385,-0.4885,1,0.733
-0.8637,0.013,1,-1.9732
0.5017,0.4342,0,-0.2479
-1.4799,-0.8681,0,-0.0352
0.3536,0.5029,0,-1.5846
-0.3048,0.5623,0,0.8301
0.5219,-0.1128,0,1.7886
-0.5624,-0.163,0,-0.8666
-0.2725,0.4678,1,1.2632
-1.8612,-0.8513,1,1.0733
-0.9794,-0.0754,1,0.2742
1.4347,1.2746,1,0.8306
-1.1774,-0.0783,1,-0.7645
-0.2484,0.2562,0,1.1509
0.3346,0.2596,1,1.266
0.1196,0.2794,0,0.4771
0.7974,1.4857,1,0.3055
0.5167,0.6899,1,-0.7933
0.1712,0.4035,1,0.9463
-1.4752,0.0078,1,0.0143
2.9481,1.9615,1,-0.1365
0.3772,0.518,0,0.9442
1.4406,0.8134,1,-0.2887
-1.8409,-1.348,0,-0.7055
-0.3127,-0.3387,0,1.0878
-0.0955,-0.1372,0,-1.5093
-0.4642,0.4661,1,0.7279
0.3015,0.1982,0,-1.2311
0.0353,0.4336,1,-1.8104
-0.3944,0.0509,1,0.6571
0.1856,0.9427,1,0.3244
0.955,0.8211,1,-0.6321
-0.232,-0.1095,1,-1.1557
0.0065,0.4373,0,0.3384
-0.2901,0.1119,1,-0.4681
-0.3116,0.2696,1,0.791
1.4129,0.4242,0,-0.5759
2.5205,1.7753,1,-0.4252
1.169,1.1216,1,1.1089
-1.5274,-0.5601,0,-1.0277
-0.4387,0.0458,1,-1.4556
1.3906,1.0674,0,-0.9348
-0.2701,0.1185,1,0.2419
0.9704,1.2458,1,1.9113
1.261,1.0345,1,0.1522
-0.2454,0.0918,1,-0.8718
1.7187,1.6801,1,-0.8289
0.7612,1.2191,1,0.4104
-0.721,-0.5757,0,-1.7332
-0.3402,0.8596,1,-1.8816
-0.6698,-0.8246,0,0.1963
-0.4491,0.6324,1,0.8847
-0.2842,-0.2515,0,0.9099
1.5927,0.8006,0,0.3463
0.8001,0.3439,0,1.197
-0.5008,-0.3606,0,-0.1888
2.1125,1.8057,1,-0.3787
0.9948,0.8253,0,-0.0515
-0.206,0.3957,1,0.2953
0.3428,0.0739,0,3.8908
-0.4277,-0.3307,0,-0.1969
0.8692,0.4905,0,0.1792
0.2346,0.3958,1,1.7374
-0.2537,-0.1111,0,0.5544
-1.2331,-0.1289,1,-1.6797
0.1142,0.3804,0,1.719
0.5691,0.5967,0,0.3241
1.0082,1.3055,1,-2.838
0.5512,0.6458,0,-0.407
0.9009,1.2478,1,-0.7204
-0.7524,-0.3826,0,-0.4746
-1.2851,-0.8138,1,-0.0352
-1.2342,-0.894,0,0.7226
0.2551,0.3541,1,1.2672
-0.0082,-0.4197,0,1.3036
0.4433,0.4698,1,1.6028
0.2586,0.6979,0,-0.2001
0.6911,1.278,1,-2.0895
-1.2922,-0.7191,1,-2.5029
1.7865,0.8926,0,0.7741
0.2982,0.5045,1,-0.06
0.4808,0.5172,0,1.4973
-0.0893,0.2129,0,0.4637
0.3922,0.1182,1,-1.7543
0.8958,0.7101,1,-0.6044
-0.1263,-0.6642,0,0.428
0.5329,1.2921,1,-1.1135
1.066,0.8838,0,1.5051
0.113,0.624,1,-0.4405
0.3994,0.8189,1,-0.3219
-1.1325,-1.2667,0,-1.6043
0.463,0.9257,1,2.0378
0.143,0.5567,0,-0.1955
0.2684,0.4316,1,0.2906
-0.1028,0.2877,0,-0.7728
-1.3171,-0.473,0,-0.3947
1.2905,0.5634,0,0.3075
2.4762,1.546,0,0.4337
-0.6811,-0.5489,0,0.5761
1.2514,1.0381,1,1.0111
-0.1786,0.4146,1,0.6932
-0.5755,-0.7285,0,0.5454
1.3233,0.6792,0,-0.6579
-0.4802,-0.164,0,-0.2257
0.6511,0.8513,1,-1.2275
1.1937,1.5918,1,-0.4998
0.8322,0.5916,1,0.4269
-0.4757,-0.5429,0,0.4011
-0.6906,0.1174,1,0.6627
-0.9357,-0.6846,0,1.4712
-0.2274,0.6683,1,-1.3133
-0.3793,0.2449,1,-1.8669
0.4281,-0.2293,0,-0.263
-0.7949,0.0196,1,1.4747
0.0075,0.5278,1,1.4419
0.1387,0.018,0,0.1986
-0.3481,-0.378,0,-0.2852
-0.1644,-0.1584,0,0.2616
-0.3519,-0.2467,0,1.1204
-0.7708,-0.4474,0,-0.7793
0.8356,0.1136,0,-0.571
0.7929,0.0645,0,0.0956
-0.0261,0.7139,1,1.1194
