running_var,treated,y,near_cutoff
0.0252,0,0.3489,0
0.1874,0,-0.0072,0
0.7441,1,-0.189,1
0.3889,0,0.2541,1
0.4545,0,-0.074,1
0.1031,0,0.1363,0
0.2971,0,0.1768,1
0.3395,0,0.3758,1
0.9578,1,0.0995,0
0.5558,1,-0.1184,1
0.133,0,0.0355,0
0.7488,1,0.2954,1
0.9289,1,0.0381,0
0.036,0,-0.0213,0
0.5227,1,-0.103,1
0.4044,0,0.1927,1
0.6216,1,-0.12,1
0.1073,0,-0.1228,0
0.1517,0,-0.0552,0
0.553,1,-0.2168,1
0.4871,0,0.1231,1
0.6986,1,-0.1325,1
0.7189,1,-0.0612,1
0.8225,1,-0.026,0
0.7505,1,0.0147,1
0.9461,1,-0.1106,0
0.5983,1,0.1849,1
0.7716,1,0.1683,1
0.9141,1,0.1052,0
0.4768,0,0.2535,1
0.1185,0,-0.1348,0
0.839,1,-0.0859,0
0.1182,0,-0.0355,0
0.3337,0,-0.113,1
0.7838,1,-0.0716,1
0.2102,0,0.4039,1
0.2132,0,0.08,1
0.8278,1,0.228,0
0.3403,0,0.3217,1
0.5098,1,-0.2386,1
0.262,0,0.084,1
0.3651,0,0.05,1
0.7825,1,0.1245,1
0.8615,1,0.079,0
0.4693,0,0.3907,1
0.5008,1,-0.0688,1
0.6813,1,0.0784,1
0.2833,0,-0.0115,1
0.7567,1,-0.2428,1
0.9458,1,0.1344,0
0.1714,0,0.0737,0
0.3668,0,0.1931,1
0.1326,0,0.2521,0
0.1098,0,0.0834,0
0.5894,1,0.0512,1
0.2796,0,0.2371,1
0.2611,0,0.0562,1
0.3944,0,0.0284,1
0.6911,1,0.2541,1
0.2946,0,0.1463,1
0.5308,1,-0.0477,1
0.8067,1,-0.1555,0
0.0714,0,0.0585,0
0.1822,0,0.103,0
0.5282,1,-0.232,1
0.2743,0,0.1931,1
0.9407,1,-0.0061,0
0.0707,0,-0.3103,0
0.329,0,0.0201,1
0.0053,0,0.1469,0
0.0055,0,-0.133,0
0.0678,0,0.3831,0
0.4092,0,0.1944,1
0.3336,0,0.4355,1
0.4232,0,-0.0384,1
0.3658,0,-0.0718,1
0.075,0,-0.0134,0
0.606,1,-0.2585,1
0.3283,0,0.03,1
0.5361,1,0.149,1
0.8011,1,-0.0558,0
0.9106,1,-0.2155,0
0.873,1,0.0571,0
0.3662,0,0.3083,1
0.1765,0,-0.2277,0
0.5594,1,-0.2848,1
0.872,1,0.02,0
0.8057,1,-0.1879,0
0.4566,0,0.1119,1
0.775,1,0.1986,1
0.1855,0,-0.001,0
0.0255,0,0.0763,0
0.9135,1,0.1034,0
0.9495,1,-0.0842,0
0.7263,1,-0.1904,1
0.3374,0,0.2504,1
0.0839,0,0.0325,0
0.0348,0,0.0418,0
0.0243,0,0.002,0
0.2934,0,0.0688,1
0.2695,0,0.1099,1
0.2581,0,-0.0902,1
0.8856,1,0.0741,0
0.1734,0,-0.0982,0
0.118,0,0.3843,0
0.4046,0,0.2133,1
0.7797,1,0.0262,1
0.4724,0,-0.0181,1
0.6658,1,0.1154,1
0.6524,1,-0.1254,1
0.1528,0,0.1366,0
0.741,1,-0.1279,1
0.1205,0,-0.2511,0
0.7128,1,0.195,1
0.9234,1,0.1139,0
0.1158,0,-0.024,0
0.1264,0,0.3329,0
0.9881,1,0.0437,0
0.9715,1,0.2228,0
0.4868,0,-0.099,1
0.1504,0,-0.0041,0
0.6383,1,-0.1023,1
0.5267,1,-0.24,1
0.3889,0,-0.016,1
0.731,1,-0.0084,1
0.2389,0,0.0455,1
0.7781,1,-0.046,1
0.6497,1,-0.1317,1
0.1163,0,0.188,0
0.4272,0,-0.0586,1
0.5179,1,-0.0865,1
0.4783,0,0.0759,1
0.4684,0,0.0609,1
0.7909,1,-0.3395,1
0.5409,1,-0.0938,1
0.2244,0,-0.0248,1
0.5861,1,-0.0326,1
0.2918,0,0.5485,1
0.1953,0,0.0845,0
0.9947,1,0.1182,0
0.6329,1,-0.1776,1
0.3309,0,0.1254,1
0.2713,0,0.0645,1
0.4143,0,0.0003,1
0.7732,1,-0.1546,1
0.7631,1,0.0501,1
0.563,1,-0.182,1
0.8207,1,-0.1452,0
0.5283,1,0.1063,1
0.7967,1,0.2184,1
0.8016,1,-0.1489,0
0.5626,1,0.0774,1
0.1831,0,-0.191,0
0.7349,1,-0.1723,1
0.8338,1,-0.1821,0
0.5315,1,-0.1658,1
0.7081,1,-0.0378,1
0.4888,0,-0.0419,1
0.0065,0,-0.0637,0
0.7812,1,-0.1579,1
0.4517,0,0.1703,1
0.9641,1,0.0567,0
0.0285,0,0.2166,0
0.8687,1,-0.252,0
0.1368,0,0.2106,0
0.0804,0,0.1943,0
0.4056,0,0.0405,1
0.1815,0,-0.0014,0
0.6556,1,-0.0045,1
0.6064,1,0.0825,1
0.8365,1,-0.3075,0
0.8502,1,-0.0647,0
0.2924,0,0.1525,1
0.7727,1,-0.0083,1
0.9407,1,0.0355,0
0.3206,0,-0.1487,1
0.3581,0,0.0322,1
0.1528,0,-0.0131,0
0.9959,1,-0.0851,0
0.9537,1,0.2023,0
0.7088,1,-0.0937,1
0.0238,0,-0.1216,0
0.513,1,0.1977,1
0.8728,1,0.0788,0
0.089,0,0.0507,0
0.4203,0,0.1062,1
0.0928,0,-0.0734,0
0.8958,1,-0.1072,0
0.6347,1,-0.2356,1
0.6202,1,-0.1142,1
0.3168,0,-0.1324,1
0.4078,0,0.2573,1
0.7568,1,-0.1241,1
0.0889,0,0.1551,0
0.6972,1,-0.1662,1
0.4969,0,0.207,1
0.4171,0,-0.0857,1
0.6334,1,-0.1559,1
0.0175,0,-0.073,0
0.5313,1,-0.0532,1
0.5674,1,-0.2684,1
0.1118,0,0.251,0
0.1171,0,0.0315,0
0.385,0,0.1056,1
0.9221,1,-0.1917,0
0.6096,1,-0.0215,1
0.5592,1,0.0819,1
0.974,1,-0.0979,0
0.5388,1,-0.1792,1
0.0261,0,-0.0318,0
0.8368,1,-0.0475,0
0.9567,1,-0.1065,0
0.9704,1,0.1005,0
0.2113,0,0.2391,1
0.5433,1,-0.0981,1
0.4064,0,-0.0139,1
0.441,0,-0.0356,1
0.3212,0,0.4594,1
0.0277,0,-0.0579,0
0.2011,0,0.1355,1
0.0881,0,-0.2235,0
0.4858,0,0.0321,1
0.1826,0,0.2162,0
0.5016,1,-0.2319,1
0.2001,0,-0.0641,1
0.6816,1,0.008,1
0.9191,1,-0.0734,0
0.5832,1,0.0063,1
0.1039,0,-0.0684,0
0.1577,0,0.0317,0
0.818,1,0.0926,0
0.4161,0,0.0556,1
0.6814,1,-0.2342,1
0.6768,1,-0.1127,1
0.2131,0,-0.0854,1
0.2926,0,0.0133,1
0.7197,1,-0.0333,1
0.0119,0,0.0042,0
0.4897,0,0.2824,1
0.1346,0,-0.0773,0
0.5112,1,-0.0998,1
0.4881,0,0.3515,1
0.5537,1,-0.0353,1
0.3529,0,0.2474,1
0.2293,0,0.0602,1
0.4701,0,0.2615,1
0.4661,0,0.1121,1
0.4669,0,-0.0715,1
0.5337,1,0.0069,1
0.4834,0,0.2002,1
0.3415,0,0.1083,1
0.2862,0,-0.0563,1
0.7341,1,0.2035,1
0.5432,1,0.0321,1
0.1097,0,-0.0623,0
0.2067,0,0.2753,1
0.4671,0,0.3453,1
0.0318,0,-0.0209,0
0.1259,0,-0.0907,0
0.136,0,0.1115,0
0.8682,1,-0.0189,0
0.3815,0,0.5183,1
0.8615,1,-0.1463,0
0.366,0,0.3445,1
0.707,1,-0.099,1
0.522,1,-0.1285,1
0.2289,0,-0.0576,1
0.9024,1,0.0385,0
0.8759,1,-0.1182,0
0.7484,1,-0.0603,1
0.664,1,-0.2402,1
0.4431,0,-0.1667,1
0.1331,0,0.0057,0
0.4204,0,0.3215,1
0.7255,1,0.0043,1
0.4797,0,0.1175,1
0.9827,1,0.436,0
0.6295,1,-0.4103,1
0.1613,0,0.0897,0
0.0782,0,-0.1095,0
0.2149,0,0.0699,1
0.5407,1,-0.2067,1
0.9669,1,-0.0621,0
0.9881,1,0.0861,0
0.7635,1,-0.0501,1
0.2422,0,-0.0382,1
0.9927,1,-0.1551,0
0.9386,1,0.1447,0
0.6517,1,-0.0916,1
0.0157,0,-0.1816,0
0.25,0,-0.1814,1
0.4857,0,0.1853,1
0.2977,0,0.0409,1
0.6128,1,-0.0425,1
0.5705,1,0.2999,1
0.9827,1,0.1643,0
0.4372,0,0.1242,1
0.0295,0,-0.2448,0
0.0502,0,0.2576,0
0.1581,0,0.0573,0
0.2512,0,0.4409,1
0.6701,1,-0.1721,1
0.6777,1,-0.2413,1
0.843,1,0.2172,0
0.0048,0,0.0378,0
0.6784,1,0.1395,1
0.5614,1,-0.2658,1
0.2566,0,-0.1091,1
0.5988,1,-0.2249,1
0.1465,0,-0.3731,0
0.0205,0,-0.0723,0
0.4734,0,-0.139,1
0.6376,1,-0.0474,1
0.5511,1,-0.0991,1
0.7896,1,-0.1475,1
0.2356,0,0.1472,1
0.3421,0,0.1265,1
0.5886,1,0.1259,1
0.3877,0,0.3934,1
0.7762,1,0.0028,1
0.0124,0,0.0686,0
0.77,1,0.0686,1
0.8134,1,0.283,0
0.7008,1,-0.2511,1
0.5496,1,-0.1705,1
0.2444,0,-0.1336,1
0.1461,0,-0.0506,0
0.8922,1,-0.0404,0
0.9997,1,-0.0817,0
0.1649,0,0.1121,0
0.3822,0,0.19,1
0.2288,0,0.0675,1
0.205,0,0.1099,1
0.7031,1,0.2271,1
0.9358,1,0.0847,0
0.3984,0,-0.0804,1
0.8408,1,-0.1168,0
0.8744,1,-0.1181,0
0.688,1,0.1687,1
0.7791,1,-0.0919,1
0.0896,0,-0.1276,0
0.7911,1,-0.1842,1
0.1497,0,-0.0413,0
0.7244,1,-0.125,1
0.9558,1,-0.0779,0
0.2846,0,0.2166,1
0.4801,0,0.1001,1
0.4714,0,0.1293,1
0.1896,0,0.169,0
0.0189,0,0.1291,0
0.7629,1,-0.1129,1
0.891,1,0.1981,0
0.2683,0,0.077,1
0.6724,1,-0.1368,1
0.6121,1,0.0703,1
0.3245,0,0.1562,1
0.2732,0,0.126,1
0.8703,1,-0.0433,0
0.3974,0,0.119,1
0.9971,1,-0.0605,0
0.8319,1,-0.0323,0
0.8344,1,-0.0628,0
0.2177,0,0.1019,1
0.4148,0,0.3552,1
0.1219,0,0.0101,0
0.3763,0,0.2307,1
0.998,1,0.0694,0
0.6324,1,0.1118,1
0.3356,0,0.3561,1
0.2921,0,0.0108,1
0.2137,0,-0.192,1
0.1105,0,-0.1538,0
0.1694,0,0.1986,0
0.3663,0,0.1577,1
0.4286,0,-0.018,1
0.3822,0,0.355,1
0.1524,0,-0.002,0
0.28,0,0.0302,1
0.4442,0,0.0893,1
0.0841,0,0.215,0
0.0502,0,-0.0998,0
0.7939,1,0.1803,1
0.1998,0,0.1444,0
0.3032,0,0.2958,1
0.1002,0,0.1449,0
0.1846,0,0.1082,0
0.8365,1,0.1054,0
0.924,1,0.0413,0
0.4121,0,0.0179,1
0.2127,0,0.1631,1
0.695,1,-0.0523,1
0.204,0,0.2506,1
0.681,1,0.1385,1
0.6858,1,0.0433,1
0.7998,1,0.1387,1
0.2543,0,0.1503,1
0.3207,0,0.1715,1
0.2519,0,-0.0194,1
0.6393,1,-0.0202,1
0.976,1,0.1096,0
0.42,0,0.1812,1
0.3367,0,0.1419,1
0.5801,1,-0.0443,1
0.3536,0,0.4183,1
0.1118,0,0.0539,0
0.495,0,0.26,1
0.586,1,-0.0694,1
0.4324,0,0.181,1
0.7647,1,-0.147,1
0.6778,1,-0.1321,1
0.4596,0,0.067,1
0.9494,1,-0.1723,0
0.5869,1,-0.0527,1
0.36,0,-0.023,1
0.375,0,-0.0459,1
0.0218,0,0.3327,0
0.6716,1,0.1281,1
0.7451,1,0.2857,1
0.223,0,0.0619,1
0.7683,1,-0.0588,1
0.6775,1,0.0195,1
0.0545,0,0.0811,0
0.2657,0,0.0367,1
0.9999,1,-0.0553,0
0.008,0,0.1006,0
0.9203,1,-0.2024,0
0.8173,1,0.0916,0
0.7276,1,-0.0676,1
0.5566,1,0.0428,1
0.2538,0,0.2462,1
0.1636,0,0.1441,0
0.0572,0,-0.149,0
0.5615,1,-0.2981,1
0.8804,1,-0.2142,0
0.1525,0,-0.0214,0
0.2398,0,-0.1429,1
0.149,0,0.0423,0
0.6229,1,-0.1934,1
0.7625,1,-0.1034,1
0.841,1,0.004,0
0.2367,0,0.1323,1
0.7006,1,-0.1575,1
0.4503,0,0.0729,1
0.9895,1,0.1015,0
0.7028,1,-0.0562,1
0.1026,0,0.0093,0
0.3043,0,0.1949,1
0.6773,1,-0.1802,1
0.6983,1,0.0849,1
0.3921,0,0.4612,1
0.2975,0,0.1324,1
0.2557,0,0.0104,1
0.3232,0,-0.1194,1
0.0873,0,-0.0477,0
0.3646,0,0.1643,1
0.1629,0,0.0318,0
0.2204,0,0.0584,1
0.2308,0,0.0531,1
0.1722,0,-0.0226,0
0.5026,1,-0.1077,1
0.6629,1,-0.1723,1
0.87,1,0.0259,0
0.5237,1,-0.0694,1
0.0526,0,0.2255,0
0.329,0,-0.0165,1
0.5303,1,0.0192,1
0.7168,1,0.0921,1
0.2276,0,0.0308,1
0.7559,1,-0.1233,1
0.7349,1,0.1709,1
0.7487,1,-0.2205,1
0.6653,1,-0.1723,1
0.2323,0,-0.0911,1
0.5863,1,-0.1754,1
0.2763,0,0.0475,1
0.9162,1,0.2474,0
0.0521,0,-0.0475,0
0.677,1,0.2686,1
0.871,1,0.1464,0
0.3349,0,0.0249,1
0.2535,0,0.0022,1
0.1118,0,0.0629,0
0.5182,1,-0.0831,1
0.1889,0,-0.118,0
0.5891,1,-0.1828,1
0.5724,1,-0.3103,1
0.1297,0,0.3027,0
0.6918,1,-0.0215,1
0.9174,1,-0.0215,0
0.9311,1,-0.0711,0
0.149,0,-0.039,0
0.8232,1,-0.223,0
0.7477,1,-0.0012,1
0.9613,1,0.1548,0
0.2464,0,0.309,1
0.5762,1,0.0418,1
0.5359,1,0.023,1
0.8285,1,0.1735,0
