y,x,z,controls
-0.3234,0.351,0,1.5442
1.149,1.2304,1,-1.7468
-0.4574,0.0307,1,0.148
-1.159,-0.5552,1,-2.6942
-0.2084,-0.1685,0,1.4583
-1.3933,-0.9928,0,0.4492
1.8008,1.3441,1,1.8092
1.0845,1.0262,1,-0.6197
1.2232,1.1548,1,-1.3788
0.26,0.2057,1,0.8094
0.8952,1.0639,1,-0.1674
0.0993,0.201,1,1.1123
0.2511,0.6103,1,0.7939
1.8571,0.823,0,-0.3113
-1.2647,-0.6997,0,-0.0323
1.4479,1.5474,1,-0.2391
-1.3349,-0.9883,0,0.027
-0.8335,-0.1886,0,-0.5143
0.3879,0.7991,1,0.6117
-0.4233,0.398,1,-1.7423
0.3272,0.27,0,-1.9422
0.4828,0.5872,0,-0.4526
1.3282,1.0232,0,-0.6336
-0.0686,0.9359,1,-0.5297
-0.9798,-0.3418,0,1.2389
0.4119,-0.1858,0,0.1273
-0.4807,-0.2713,0,0.7735
0.2928,0.6745,1,0.5173
-0.2276,0.3185,1,1.5074
0.3042,0.0013,0,-0.6433
-0.2983,-0.1091,0,0.5724
-0.2936,0.3011,1,-0.219
-0.8198,-0.459,0,-1.1128
-0.0487,0.0109,0,-1.2208
-0.8923,-1.0523,0,-0.2236
-0.1073,-0.4483,0,1.0528
1.268,0.6229,0,-0.5861
1.1215,0.7565,0,-0.5086
0.002,0.5872,1,-0.697
1.8475,2.0691,1,-1.2033
0.3847,0.9733,1,-0.488
0.272,0.0483,0,1.1287
1.5899,1.3542,0,0.261
-0.7613,-0.3778,0,-0.5732
0.4443,0.6643,1,-0.3816
0.1076,-0.3037,0,0.3321
-1.1665,-0.3926,1,-0.6062
0.925,1.1457,0,0.8864
-0.3129,0.393,0,1.238
1.0399,1.0082,1,-1.1569
1.5445,0.8551,1,-0.3049
-1.1409,-0.0591,1,0.3991
0.7593,0.4449,0,1.3009
-0.3222,0.4353,1,-2.6094
0.9861,0.937,0,-0.6392
-0.6827,-0.0489,1,-2.5482
0.5297,0.6475,0,0.7569
-0.9309,-0.3929,0,0.0008
0.183,0.1796,1,1.0259
0.1592,0.1697,0,-0.2387
-0.1433,0.115,0,-0.2292
-0.4953,0.1361,0,0.3573
-0.4442,0.0253,1,0.0799
1.1819,1.0806,1,-0.5273
1.2983,1.0292,0,0.8734
1.9511,1.6407,1,1.1074
-0.0604,0.476,0,0.3212
-0.6898,-0.2267,0,1.3819
0.8038,0.7629,0,1.4738
0.1095,0.36,0,-0.5977
-0.7709,0.2288,1,0.0136
-0.1417,-0.2036,0,0.371
-0.4076,-0.2168,0,-1.6026
0.7335,1.2152,1,0.0992
1.2061,0.4885,0,-0.1368
-1.7138,-1.0601,0,-0.7486
-1.1098,-0.6826,0,0.24
0.1545,-0.4333,0,-0.9505
-0.0583,0.0063,0,-1.5611
-0.0785,-0.0987,1,-2.3969
-0.0419,0.4589,1,-1.7299
0.2509,0.6613,0,-1.2232
0.2713,0.201,0,0.0163
-1.3232,-0.313,1,0.3137
-1.8649,-1.0254,0,-0.6179
-0.1938,-0.265,0,0.5909
1.1056,1.4971,1,0.2995
-0.8823,-0.3969,0,-0.9174
1.8782,1.1733,1,-0.9788
0.7952,1.1986,0,1.2103
-0.0229,0.3299,1,-0.5418
-1.3306,-1.1083,0,1.7209
1.1028,0.9892,1,-1.2889
-0.4768,0.1305,1,-0.2757
-0.8574,-0.1266,0,-1.5453
0.0285,-0.4135,0,-2.0164
-0.9426,-0.6604,1,-0.712
-0.1461,0.2992,1,0.6895
-0.1299,0.6129,1,-0.6728
-0.2659,-0.568,0,0.5507
-0.5514,0.5146,1,-0.9153
1.087,1.1881,0,1.3174
0.6969,1.3233,1,-0.8612
0.1176,0.2236,1,1.4371
-1.6333,-1.1306,0,0.0157
0.1939,0.2781,0,-1.0719
0.8969,0.373,0,-0.8962
1.6943,1.1412,1,0.3484
0.2444,0.6221,1,-1.1753
0.4983,0.1479,1,0.2393
-0.998,-0.4917,1,-0.7649
0.4469,0.8854,1,-1.1275
0.7974,0.4569,1,-0.8901
0.4317,1.0602,0,-1.6101
1.3151,0.8819,1,0.0794
0.5267,0.0046,0,0.1498
-1.0275,-1.2424,0,-0.8154
-0.0188,-0.2026,0,-0.8489
0.4672,1.0316,1,-1.5584
-1.3977,-0.7053,0,-0.7032
-0.6767,-0.0466,0,0.3846
-0.8208,0.0578,0,-0.7692
-1.0722,-0.0949,1,0.1747
1.0881,0.3516,0,0.5135
-0.383,0.2695,1,-1.2649
1.5657,0.4644,0,2.1204
-0.4377,-0.4503,0,0.8428
1.1205,1.6416,1,-0.4285
1.3104,0.2976,0,-1.8274
0.2922,0.4225,0,-1.0964
-0.0443,-0.0822,1,1.8826
0.5779,-0.1066,0,0.3832
1.0848,1.1846,1,-0.6142
0.348,0.2824,0,-0.5149
-0.4931,-0.4035,0,1.338
-1.4014,-0.0117,1,0.3657
0.0846,0.602,1,-0.4584
-0.9996,-0.5629,0,-1.7058
0.5693,0.4627,0,-0.253
1.4297,1.5053,1,0.5354
0.5627,1.4009,1,0.4406
-0.2339,0.2385,1,-1.076
0.6469,0.2506,0,-0.0731
0.4708,0.4834,1,0.5078
0.1218,-0.0469,0,1.3772
-0.3233,0.7944,1,-0.4158
-0.1799,0.0794,0,1.7439
-0.3518,0.4323,1,0.4564
0.4985,1.525,1,-0.6274
0.0414,0.2082,0,-1.0583
-1.2419,-0.712,0,-2.2298
0.509,0.4264,0,-1.0483
0.3933,0.2477,1,1.4598
0.2512,0.3233,1,-0.4904
0.131,-0.4267,0,-1.6727
-0.0637,0.5315,1,-0.8849
2.0037,1.7333,1,-0.0007
-0.605,-0.3846,0,-0.3883
-0.4019,-0.4736,0,0.3336
-0.2484,0.3032,1,-0.3778
-0.3596,-0.2134,1,-0.6394
1.0711,0.7592,1,-0.1103
0.814,1.1768,1,-1.1796
-1.0916,-0.1257,0,0.1277
0.6587,1.1495,1,-1.0412
1.1151,1.0715,1,-0.2339
0.352,0.6251,1,0.2685
1.0757,0.546,1,-0.4149
-0.3237,-0.2665,0,-0.0747
0.7993,0.7522,0,0.6403
-0.3446,0.5347,0,-0.7728
0.4959,0.8559,0,1.6315
-0.142,0.0641,0,-1.3137
0.2385,-0.1439,0,1.179
1.0979,1.2103,1,0.379
0.9243,0.7323,1,0.4178
-0.5008,0.2409,1,0.9611
-0.5394,-0.0254,0,-0.0288
0.2093,1.0343,1,0.1539
2.2277,1.5484,1,0.0398
0.8701,1.7806,1,0.82
2.2448,1.2369,0,0.9995
2.2081,1.8166,0,-0.0299
-0.0019,0.717,1,-0.3812
0.7128,0.977,1,-1.0696
-0.1308,0.6076,0,0.1712
-0.5678,0.0933,1,-0.5081
0.6653,-0.2625,0,-1.8041
0.4447,0.4392,1,-0.156
0.404,0.4394,1,0.0252
-0.1046,0.6994,1,0.7715
0.6578,1.0457,1,-0.0533
-0.1126,0.1816,1,-1.0623
-0.3815,-0.2506,0,0.9883
0.2634,-0.0838,1,-2.113
-1.0397,-0.3909,0,-1.5738
-0.1794,0.3332,1,-0.3028
0.363,0.2104,0,-0.3576
0.0577,-0.242,0,-0.2961
-0.7027,-0.6165,0,-0.8904
-0.6712,-0.5102,0,0.8854
0.4826,0.7181,1,-0.2678
-0.5069,-0.0044,1,-1.4447
-0.2751,-0.147,1,0.2957
0.6549,0.4951,0,-0.8641
-0.9519,-0.24,0,-1.0339
-0.5169,0.197,1,-0.1728
1.1253,0.8346,1,1.5208
-0.215,0.2295,1,-2.2587
1.2213,0.5758,0,-1.738
-0.4767,0.442,1,-1.0107
-0.2162,0.2472,1,1.5592
-1.119,-0.1802,1,-1.2253
-0.9529,-0.0185,1,0.9213
1.1024,0.8787,1,0.7483
0.8988,1.253,1,0.9995
-0.886,-0.7753,0,-1.0329
1.4517,1.418,0,-0.0286
-1.0531,0.0514,1,0.5804
1.9331,1.5003,0,0.2729
-0.1539,-0.1886,1,2.7189
0.0119,0.4907,1,1.7953
0.7495,1.2013,1,1.0612
0.4352,0.5142,1,0.6117
-0.953,-0.1427,1,0.6892
-0.3648,0.1985,1,1.0059
0.7994,1.0147,1,1.6898
-1.374,-0.506,1,-0.8614
-0.2939,-0.4578,0,1.1211
2.1199,1.4781,1,0.2084
-0.3455,-0.6774,0,0.9968
-1.9088,-0.844,1,0.0364
0.4429,0.6312,1,-0.494
0.0993,0.3597,0,-0.4769
-0.156,-0.0172,0,0.078
0.0867,0.555,0,0.4902
-0.4467,-0.6576,0,-0.4515
1.1325,0.2225,0,-1.4944
0.2432,0.685,0,0.6361
-0.3295,0.2707,0,-0.1444
1.0326,0.5801,0,-2.1093
0.3178,0.2669,0,-1.6313
0.6098,1.0878,1,0.2571
-0.1607,0.5261,1,0.6283
1.9392,2.0483,1,1.0888
-0.4173,-0.2576,0,-0.5419
-0.8237,-0.7476,0,-0.6651
-1.5907,-1.2015,0,0.5276
-0.3744,-0.0359,0,-0.8802
-0.7613,-0.4312,1,-0.8474
0.2148,0.7579,1,0.1678
-0.1184,-0.2459,0,0.2478
1.3258,1.8695,1,0.5227
-1.042,-0.8384,0,0.0876
-0.3076,-0.0265,1,-1.0262
0.264,-0.0009,0,-0.3829
0.0837,0.1742,0,0.0544
0.8575,1.2109,1,1.2417
0.8297,1.1553,1,0.6637
0.4805,0.3579,0,0.1436
0.7094,0.5204,0,0.6242
-0.147,-0.0485,0,1.2672
-0.9278,-0.5103,0,-1.3149
-1.9974,-1.0187,0,0.0122
-1.0202,0.0143,0,-1.645
0.964,1.491,1,-0.0047
-0.1965,0.5403,1,-0.4979
0.9922,0.3932,0,1.3355
1.4833,1.4112,1,1.1418
0.2507,0.8186,1,2.0345
0.1225,-0.0324,0,-0.2851
0.259,0.4636,1,0.2462
-0.0949,-0.0265,0,-0.0559
-0.7065,0.1535,0,1.3159
-0.3652,-0.1343,0,-0.0281
