running_var,treated,y,near_cutoff
0.1857,0,-0.032,0
0.5319,1,0.4861,1
0.8897,1,0.3131,0
0.5656,1,0.5332,1
0.3357,0,0.2342,1
0.6245,1,0.3037,1
0.9324,1,0.6981,0
0.913,1,0.7724,0
0.8453,1,0.4029,0
0.9077,1,0.5917,0
0.7244,1,0.4392,1
0.4907,0,0.1206,1
0.9556,1,0.4869,0
0.4262,0,-0.0586,1
0.5791,1,0.6667,1
0.2186,0,0.0563,1
0.9305,1,0.5757,0
0.1162,0,0.1397,0
0.3703,0,0.1895,1
0.4491,0,0.061,1
0.1377,0,-0.0283,0
0.6934,1,0.4493,1
0.6036,1,0.6207,1
0.8673,1,0.4785,0
0.0548,0,-0.0698,0
0.0932,0,-0.0584,0
0.7508,1,0.511,1
0.753,1,0.5553,1
0.7305,1,0.9018,1
0.759,1,0.3357,1
0.2713,0,-0.0848,1
0.8688,1,0.7749,0
0.8013,1,0.1905,0
0.5685,1,0.5971,1
0.0667,0,-0.0888,0
0.1595,0,0.027,0
0.6079,1,0.4405,1
0.214,0,0.2857,1
0.6644,1,0.4274,1
0.1791,0,0.1753,0
0.352,0,0.0371,1
0.3976,0,0.0019,1
0.0739,0,-0.0733,0
0.8321,1,0.4604,0
0.0807,0,-0.1729,0
0.4603,0,0.0946,1
0.2416,0,0.2713,1
0.5981,1,0.5713,1
0.3855,0,0.1096,1
0.6284,1,0.5278,1
0.3619,0,0.055,1
0.1029,0,0.0431,0
0.759,1,0.5633,1
0.1865,0,-0.1457,0
0.6705,1,0.5529,1
0.5592,1,0.5171,1
0.5934,1,0.3592,1
0.9094,1,0.4756,0
0.2685,0,0.2267,1
0.5449,1,0.6149,1
0.9698,1,0.5127,0
0.9157,1,0.6492,0
0.9414,1,0.7874,0
0.9828,1,0.6056,0
0.7065,1,0.3034,1
0.1859,0,-0.0144,0
0.1807,0,-0.1654,0
0.6083,1,0.6507,1
0.6678,1,0.7872,1
0.1993,0,0.1192,0
0.788,1,0.3845,1
0.5551,1,0.5813,1
0.1241,0,-0.0951,0
0.6747,1,0.768,1
0.023,0,-0.1149,0
0.0067,0,0.0276,0
0.8499,1,0.6704,0
0.2491,0,0.1,1
0.5554,1,0.18,1
0.1531,0,0.1168,0
0.601,1,0.3388,1
0.5511,1,0.4814,1
0.2258,0,-0.1171,1
0.002,0,0.0345,0
0.1895,0,0.152,0
0.0937,0,0.186,0
0.7358,1,0.6278,1
0.4333,0,0.3561,1
0.8104,1,0.6191,0
0.2773,0,0.0428,1
0.0719,0,0.0426,0
0.3796,0,0.2261,1
0.0843,0,-0.2127,0
0.9587,1,0.2698,0
0.6916,1,0.5345,1
0.5902,1,0.7783,1
0.3586,0,0.2751,1
0.4543,0,0.0922,1
0.1092,0,0.1833,0
0.6498,1,0.4336,1
0.2993,0,-0.0294,1
0.2421,0,-0.1201,1
0.6318,1,0.452,1
0.1048,0,-0.0853,0
0.9628,1,0.6998,0
0.0311,0,-0.2218,0
0.4528,0,0.2369,1
0.5917,1,0.3314,1
0.6987,1,0.5185,1
0.3997,0,0.0219,1
0.5516,1,0.5915,1
0.9286,1,0.5208,0
0.6449,1,0.589,1
0.9571,1,0.6069,0
0.5939,1,0.6018,1
0.158,0,-0.0268,0
0.8315,1,0.7456,0
0.971,1,0.4948,0
0.0354,0,0.0264,0
0.1521,0,0.0333,0
0.3514,0,0.2186,1
0.0984,0,0.251,0
0.137,0,0.0339,0
0.1119,0,0.1793,0
0.7069,1,0.3298,1
0.8478,1,0.5777,0
0.9454,1,0.8083,0
0.4357,0,0.1441,1
0.0527,0,0.0741,0
0.6222,1,0.6343,1
0.298,0,0.0114,1
0.2678,0,0.3956,1
0.6457,1,0.4382,1
0.878,1,0.5994,0
0.6097,1,0.2209,1
0.5584,1,0.6143,1
0.8605,1,0.583,0
0.6186,1,0.4467,1
0.6535,1,0.3298,1
0.7062,1,0.7889,1
0.2745,0,0.1632,1
0.9532,1,0.8249,0
0.92,1,0.6012,0
0.1697,0,0.0999,0
0.6876,1,0.5306,1
0.1085,0,-0.0566,0
0.1313,0,-0.0284,0
0.0293,0,0.0231,0
0.2732,0,0.3537,1
0.6026,1,0.1278,1
0.4404,0,0.321,1
0.0689,0,-0.1199,0
0.3106,0,0.0806,1
0.3777,0,0.037,1
0.9981,1,0.6809,0
0.6472,1,0.6945,1
0.5485,1,0.5547,1
0.5724,1,0.3306,1
0.2136,0,0.1011,1
0.2142,0,0.1947,1
0.4204,0,0.1807,1
0.2847,0,0.2012,1
0.3915,0,0.2836,1
0.8161,1,0.4499,0
0.6101,1,0.4672,1
0.1277,0,0.1001,0
0.428,0,0.2507,1
0.4888,0,0.1707,1
0.1059,0,-0.1948,0
0.4449,0,0.1424,1
0.0251,0,-0.0187,0
0.6852,1,0.3968,1
0.4196,0,-0.0173,1
0.8896,1,0.3848,0
0.1688,0,-0.0153,0
0.7911,1,0.4229,1
0.1374,0,-0.0006,0
0.2487,0,0.0296,1
0.4579,0,-0.0359,1
0.5122,1,0.0982,1
0.9372,1,0.7574,0
0.8434,1,0.5795,0
0.7269,1,0.3932,1
0.9682,1,0.5713,0
0.0165,0,0.2416,0
0.6592,1,0.6887,1
0.6089,1,0.2209,1
0.6915,1,0.462,1
0.273,0,0.1252,1
0.3825,0,0.3251,1
0.3035,0,-0.0643,1
0.9435,1,0.557,0
0.9834,1,0.4415,0
0.0572,0,-0.0379,0
0.4063,0,0.1317,1
0.1552,0,-0.0809,0
0.2912,0,0.0288,1
0.313,0,0.1076,1
0.6009,1,0.5938,1
0.197,0,-0.0612,0
0.234,0,0.1265,1
0.6628,1,0.4631,1
0.6026,1,0.5757,1
0.7913,1,0.2776,1
0.312,0,-0.052,1
0.204,0,-0.0473,1
0.1698,0,-0.1471,0
0.9795,1,0.5922,0
0.7705,1,0.5054,1
0.7612,1,0.5583,1
0.8437,1,0.5528,0
