y,x,z,controls
-1.7483,-0.9783,0,1.891
0.8735,0.8913,0,1.1362
-0.7261,-0.0932,0,-0.3269
-0.0813,-0.0823,0,0.0768
0.5762,0.3324,0,0.1582
-0.9785,-0.4101,0,-0.3694
-0.1286,0.9342,1,-0.2994
-0.4395,-0.8229,0,0.8403
0.4833,0.7166,1,0.6282
-0.317,0.1018,1,-0.5011
0.5578,0.2577,0,0.1051
-0.0183,0.0962,0,-0.9727
-0.6066,-0.4935,1,1.7363
1.0747,0.6879,0,0.793
1.4237,0.9292,0,-0.0622
-0.4854,-0.3912,0,0.1965
-0.2276,0.2461,1,0.8326
-1.2073,-0.8672,0,-0.5174
-0.0788,0.3621,1,0.0049
1.0457,1.0175,0,0.7154
-0.3609,-0.0457,1,-1.194
-0.7494,-0.5909,0,0.5599
1.1686,0.6824,1,2.5052
-0.3353,0.3528,1,-1.6432
-0.5664,0.4983,1,0.9176
-0.0766,-0.0546,1,-1.2195
-1.6777,-1.0967,0,-1.3773
-0.9651,-0.0702,1,-0.3904
1.6079,1.4152,1,0.5325
0.4847,0.5145,0,0.5693
0.4927,0.8894,1,-0.1157
0.3909,0.9043,1,-1.068
0.6182,0.4783,1,-0.1414
-0.5194,-0.2245,0,-1.813
-0.1977,0.2444,0,0.8429
0.3829,0.2084,0,-0.3911
-0.6925,-0.8443,0,1.1072
1.2774,1.0358,0,-0.9724
-1.0089,0.1562,1,0.5381
-0.1132,0.0101,0,-1.7693
0.6172,0.8327,0,1.349
1.4411,1.241,1,0.4407
-0.5288,0.5465,1,-0.3622
0.6189,0.5837,1,-0.4364
0.2929,0.3887,0,-0.3147
2.001,0.4156,0,-0.0018
-0.4194,0.1524,1,-1.5937
0.6728,0.9785,1,-0.3307
-0.447,0.8315,1,-0.3103
1.8084,1.4872,1,1.0178
0.1383,0.2907,0,-0.5209
-0.721,0.2731,1,-1.0304
0.7286,1.1607,1,-0.0684
-0.401,0.4151,1,0.5846
0.3689,-0.0148,1,0.0943
0.5516,0.5696,0,0.0584
-1.4643,-0.2308,1,0.0464
-0.7489,-0.3412,0,-0.1598
1.764,1.2246,0,-0.5599
0.3153,0.55,1,-0.7856
-0.7524,-0.5615,0,0.0275
-0.2558,0.6928,1,0.3248
-0.7648,-0.2207,1,0.0657
0.0981,0.0376,1,-1.7983
0.7068,0.9981,1,0.9292
0.4624,0.7691,1,-1.374
-0.2054,-0.1643,1,-1.3206
1.8607,1.2715,1,-1.0468
-0.0949,0.7744,1,-0.4288
-2.0572,-1.2402,0,-0.1127
0.4062,0.9647,1,0.9774
1.1173,0.3059,0,0.9926
1.7715,1.7011,1,-1.7378
-2.559,-1.037,1,-1.7948
-0.0604,-0.1692,0,1.0718
-0.1671,0.4811,1,-0.1771
0.6126,0.7554,1,-1.0285
-1.4539,-0.3912,1,0.5827
0.7898,0.2753,0,1.1252
1.1353,0.8293,1,0.4162
-0.6842,-0.1076,1,-0.7734
0.4397,0.3719,0,-2.1566
1.0384,1.2661,0,0.5193
1.7699,1.2545,1,-0.1253
1.1043,1.2551,1,-0.8394
-0.2432,0.6224,1,-1.5668
0.9786,0.6376,1,0.2229
-0.177,-0.3828,0,-0.5513
-0.7077,0.2254,1,0.1651
0.435,0.253,0,0.9106
0.4993,0.0852,1,-0.6809
0.3017,0.0729,0,2.1187
1.673,1.3426,1,-0.1113
0.2275,0.6059,1,0.7535
-0.2875,-0.1241,0,-0.5286
-0.0713,-0.3376,0,0.5835
0.8785,0.8985,1,-0.9023
-0.7665,-0.0941,1,0.6555
1.7632,1.4486,1,2.4901
0.658,0.9382,1,-1.0877
0.019,0.2419,0,-2.3268
0.3257,0.9232,1,-0.6104
0.2612,0.6246,1,0.297
1.1388,0.7406,0,0.0899
0.4551,0.7091,0,-0.422
0.9494,0.654,1,1.0744
2.4178,1.6335,1,-0.4529
0.7008,0.7339,0,0.8804
0.0094,0.5899,1,-0.3777
0.5661,-0.1593,0,-0.8969
0.5658,0.1168,0,0.1184
1.3027,0.9718,0,0.1701
1.0718,1.0869,1,1.865
-0.1641,0.0242,0,0.4284
0.7846,0.7184,1,0.2784
-1.7696,-0.9934,0,0.1155
-0.0139,-0.0137,0,-0.5628
1.1732,1.2939,1,-0.244
-1.0523,-0.8941,0,-0.5244
-0.0089,0.1005,0,0.1327
-0.4808,0.3942,1,-1.5361
-0.7077,-0.2513,0,-1.7321
0.4317,0.4498,0,-0.7546
-0.8949,-0.2996,1,-0.8673
-0.698,0.3702,1,0.2902
-0.3143,0.0396,1,-0.5749
0.186,-0.0685,0,0.5247
0.7786,1.1839,1,-0.6466
-0.6415,-0.0684,0,2.1906
-0.1632,0.1249,0,-0.2742
0.3248,0.9598,1,0.3859
0.2466,0.4689,1,-0.6525
1.0963,0.4105,0,-0.4361
-1.0955,-0.7367,0,0.414
0.1348,0.4305,1,-0.0045
0.9116,0.9883,1,0.7248
0.447,0.6733,1,1.0138
-1.4669,-1.3006,0,2.0575
-0.2792,0.6801,1,0.7166
0.5369,0.5617,0,0.0358
0.8195,1.3644,1,-0.4114
0.6684,0.99,1,-0.703
1.0744,1.0512,1,-0.4132
0.1942,0.1238,0,0.2149
-0.0628,-0.4518,0,1.1657
-1.1379,-1.1145,0,0.3667
-0.3669,-0.3431,0,-0.2864
0.7601,-0.0328,0,-1.2003
0.3363,0.5999,0,-0.7867
0.0678,0.1174,0,0.2148
0.0219,0.0381,0,0.5574
0.2087,0.5029,1,0.9442
-0.9995,-0.9734,0,0.9432
0.9686,0.236,0,-1.0111
-0.3073,0.0941,1,-0.6961
0.6409,0.5762,1,0.8522
1.6319,0.9904,0,1.0401
-0.1474,-0.5989,0,-0.0102
-0.6834,-0.1695,0,1.5999
0.8641,0.8415,0,1.1457
0.7741,0.3175,0,0.6747
-1.607,-1.1612,0,0.3462
1.1404,1.4761,1,-1.7062
-0.5024,0.1266,1,-0.9333
1.4435,0.9744,0,-0.0941
0.8167,0.3331,0,1.6155
-0.0404,0.2476,0,1.3256
-0.8164,-0.3045,0,-0.7035
1.0725,0.4139,0,0.9722
0.3318,0.1954,0,-0.8929
-0.2852,-0.425,1,-2.619
0.3252,0.1788,0,1.929
-0.9371,-0.5559,0,-2.2285
0.2985,0.0086,0,-2.8465
0.5058,0.4874,1,0.2459
1.1224,1.2533,1,-0.3179
0.5767,0.978,0,0.3488
-0.0322,0.3648,1,1.8552
-0.7346,-0.2112,0,0.9692
-0.2272,-0.5308,0,0.5517
0.2396,0.0709,0,-0.874
0.0696,0.3556,1,-0.5012
-1.6799,-1.1214,0,0.5788
-0.5661,0.1698,0,-0.4329
0.0024,0.4924,1,0.8002
-0.4829,-0.7513,0,0.2232
-1.234,0.0251,1,-0.1968
0.7869,0.7091,0,1.1223
-1.2095,0.166,1,-0.2439
1.2253,0.5013,1,-1.3673
2.6152,1.5947,0,1.2412
-0.8047,-0.0151,0,0.0068
0.1667,-0.3434,0,-0.2248
0.0501,0.0699,1,-0.1245
-1.1007,-0.9334,0,-0.5707
-1.4841,-1.1029,0,2.6164
-1.1592,-0.2498,0,-1.2971
-0.5582,-0.1169,1,0.3602
2.3429,2.363,1,0.2064
1.4061,0.3842,1,0.8039
-0.3933,-0.182,0,-0.3556
-0.5938,-0.4558,0,1.2395
0.0997,0.6343,1,-0.3332
-0.9264,-0.2268,1,-0.493
-0.3922,0.1378,1,0.0852
0.6773,1.0349,1,0.3483
-0.1807,0.2494,1,1.0945
-0.0461,0.3598,1,-1.2941
1.0317,0.6132,1,0.9209
-0.3025,0.2562,1,0.9872
0.3465,0.5673,0,0.7352
-0.8866,-0.4344,0,-0.0632
0.3918,0.4811,0,-0.4846
0.2841,-0.0578,0,0.5001
0.5491,0.8031,0,0.2346
-0.1807,-0.0784,0,-1.4801
0.3823,0.4027,1,0.913
-0.6174,0.3425,1,-0.6748
0.836,0.522,0,-0.6399
0.658,1.0944,1,1.0744
0.438,0.8432,1,0.1739
0.021,-0.0773,0,-0.1576
-0.3786,0.1267,0,-0.3642
0.9673,0.9376,1,-0.2348
-0.4239,-0.5434,0,-0.0241
-0.697,-0.1176,0,1.6532
0.0218,0.0873,0,-1.9238
1.8862,0.9149,0,2.5182
-0.0763,0.5587,1,2.3455
0.699,1.1442,1,-0.3593
0.7726,0.685,0,0.19
-0.5611,-0.176,0,0.1875
-0.3397,-0.2793,1,1.0715
1.4773,1.4755,1,0.1411
0.9419,0.952,1,0.3864
-0.0287,0.0761,0,1.1866
-1.4133,-0.3399,1,-1.9333
-0.445,0.1853,1,-0.1537
0.608,0.187,0,0.2343
-2.6145,-0.9307,1,-0.3202
0.3887,-0.2528,0,-1.6965
1.0293,0.7818,0,0.0472
1.7394,1.1941,0,-0.5414
0.9968,1.3776,1,-0.424
-0.1714,0.3778,0,-0.0055
0.8362,1.2791,1,-1.6863
-0.1163,-0.1073,0,-0.2858
0.4077,0.9794,1,-0.6763
0.1833,0.2198,0,-1.2802
-0.7514,-0.1191,0,0.5059
-0.1478,0.118,1,-1.28
2.2579,1.0552,0,0.5531
-0.3433,-0.0374,0,0.8826
0.5433,0.6684,1,-0.1087
-0.877,-0.9802,0,1.0989
-0.3835,-0.3082,0,2.3208
