running_var,treated,y,near_cutoff
0.0667,0,0.007,0
0.4237,0,-0.0696,1
0.2363,0,0.1326,1
0.81,1,0.2233,0
0.6866,1,0.4216,1
0.444,0,0.0629,1
0.7421,1,0.6774,1
0.3713,0,0.2707,1
0.5198,1,0.2918,1
0.1461,0,0.0087,0
0.5357,1,0.1735,1
0.9524,1,0.4186,0
0.9157,1,0.397,0
0.4658,0,0.179,1
0.4791,0,0.2161,1
0.2449,0,-0.0557,1
0.823,1,0.6534,0
0.0924,0,0.2588,0
0.9966,1,0.469,0
0.6647,1,0.3596,1
0.35,0,0.2159,1
0.648,1,0.4237,1
0.8809,1,0.5121,0
0.7699,1,0.4991,1
0.16,0,0.1026,0
0.5049,1,0.7003,1
0.5398,1,0.3674,1
0.5109,1,0.4594,1
0.0802,0,-0.1327,0
0.0747,0,-0.2119,0
0.8661,1,0.6415,0
0.1625,0,-0.0133,0
0.2135,0,0.141,1
0.3808,0,0.1751,1
0.8179,1,0.5853,0
0.3253,0,0.0375,1
0.2318,0,0.1411,1
0.9952,1,0.7505,0
0.8766,1,0.5321,0
0.0099,0,0.1315,0
0.5182,1,0.3601,1
0.5378,1,0.3843,1
0.4717,0,0.2988,1
0.3222,0,0.0356,1
0.7097,1,0.4113,1
0.3784,0,0.0526,1
0.7674,1,0.3732,1
0.0456,0,0.0821,0
0.2616,0,0.0651,1
0.3301,0,0.1413,1
0.0226,0,-0.1018,0
0.2348,0,0.0019,1
0.6784,1,0.5324,1
0.1721,0,-0.0125,0
0.7489,1,0.5564,1
0.9816,1,0.5319,0
0.5042,1,0.4394,1
0.181,0,0.323,0
0.5917,1,0.5282,1
0.3408,0,0.2683,1
0.0287,0,-0.11,0
0.5058,1,0.4541,1
0.6141,1,0.616,1
0.096,0,0.0982,0
0.3926,0,0.1008,1
0.5661,1,0.3983,1
0.3326,0,-0.001,1
0.74,1,0.4328,1
0.0186,0,-0.0705,0
0.4751,0,0.0592,1
0.9481,1,0.6041,0
0.8337,1,0.4511,0
0.8334,1,0.5695,0
0.1289,0,0.0485,0
0.1295,0,0.2921,0
0.7171,1,0.4415,1
0.7534,1,0.5503,1
0.2114,0,-0.0153,1
0.2833,0,0.0439,1
0.7684,1,0.4724,1
0.3784,0,0.1415,1
0.6957,1,0.448,1
0.4576,0,0.0448,1
0.9282,1,0.6286,0
0.7578,1,0.5366,1
0.643,1,0.5656,1
0.0177,0,0.0083,0
0.9282,1,0.6924,0
0.5678,1,0.4026,1
0.1563,0,-0.1291,0
0.6076,1,0.4479,1
0.7375,1,0.2045,1
0.9462,1,0.5617,0
0.3112,0,0.1262,1
0.3512,0,-0.1423,1
0.7449,1,0.24,1
0.9396,1,0.4092,0
0.9762,1,0.5343,0
0.548,1,0.2582,1
0.2874,0,0.2384,1
0.19,0,-0.0788,0
0.0073,0,0.1047,0
0.8681,1,0.2642,0
0.9629,1,0.703,0
0.7588,1,0.5722,1
0.7803,1,0.2837,1
0.628,1,0.4496,1
0.8871,1,0.5818,0
0.3408,0,0.2791,1
0.5139,1,0.2231,1
0.1233,0,0.2401,0
0.7548,1,0.4471,1
0.8907,1,0.7882,0
0.0767,0,0.2195,0
0.2433,0,-0.3323,1
0.7396,1,0.5517,1
0.1538,0,0.0237,0
0.323,0,0.2059,1
0.0356,0,0.0795,0
0.3774,0,0.1504,1
0.9643,1,0.6255,0
0.4261,0,0.0077,1
0.4067,0,-0.0994,1
0.9743,1,0.6182,0
0.6172,1,0.4709,1
0.0921,0,0.1714,0
0.948,1,0.6044,0
0.6711,1,0.3963,1
0.679,1,0.492,1
0.7247,1,0.6315,1
0.2906,0,0.1106,1
0.9833,1,0.2948,0
0.7891,1,0.6593,1
0.1544,0,-0.0801,0
0.5096,1,0.3315,1
0.054,0,-0.1091,0
0.0078,0,0.0256,0
0.6734,1,0.4053,1
0.3107,0,0.1718,1
0.3599,0,0.2146,1
0.7698,1,0.2894,1
0.4038,0,-0.1429,1
0.7115,1,0.3901,1
0.7205,1,0.5766,1
0.7115,1,0.5066,1
0.4063,0,0.2112,1
0.4777,0,-0.0055,1
0.4191,0,-0.0225,1
0.292,0,0.1754,1
0.0121,0,-0.1345,0
0.0956,0,0.0666,0
0.0568,0,-0.1749,0
0.2965,0,0.0618,1
0.5395,1,0.3229,1
0.6438,1,0.514,1
0.2265,0,-0.1316,1
0.3107,0,0.2018,1
0.9452,1,0.546,0
0.4634,0,0.2419,1
0.443,0,0.0392,1
0.6859,1,0.5524,1
0.7588,1,0.4082,1
0.3275,0,0.269,1
0.4335,0,-0.0663,1
0.2776,0,-0.1109,1
0.6339,1,0.4306,1
0.9547,1,0.5543,0
0.2046,0,0.0834,1
0.9832,1,0.6158,0
0.7256,1,0.2987,1
0.9159,1,0.732,0
0.5802,1,0.4119,1
0.6447,1,0.5338,1
0.7599,1,0.4862,1
0.4666,0,0.2558,1
0.7977,1,0.9261,1
0.6698,1,0.3292,1
0.709,1,0.4732,1
0.5707,1,0.3986,1
0.3003,0,0.2454,1
0.9052,1,0.604,0
0.9527,1,0.6584,0
0.0816,0,-0.0267,0
0.295,0,0.1797,1
0.0901,0,-0.0798,0
0.2123,0,-0.0028,1
0.0259,0,0.1416,0
0.2661,0,0.1915,1
0.7721,1,0.606,1
0.0801,0,-0.0797,0
0.8232,1,0.5852,0
0.5377,1,0.2925,1
0.5629,1,0.4257,1
0.0263,0,0.1057,0
0.4188,0,0.1682,1
0.7495,1,0.6198,1
0.4943,0,-0.0378,1
0.6087,1,0.3804,1
0.2828,0,-0.0724,1
0.2747,0,0.035,1
0.2091,0,0.0606,1
0.0392,0,0.0156,0
0.4023,0,0.2253,1
0.8259,1,0.6102,0
0.8988,1,0.4594,0
0.529,1,0.4632,1
0.5492,1,0.6148,1
0.2075,0,0.2557,1
0.5871,1,0.43,1
0.5137,1,0.4719,1
0.56,1,0.4145,1
0.6226,1,0.1595,1
0.9829,1,0.3934,0
0.4493,0,0.0743,1
0.5169,1,0.3526,1
0.4942,0,0.1017,1
0.4882,0,0.0578,1
0.8405,1,0.497,0
0.2146,0,0.036,1
0.9488,1,0.4482,0
0.2199,0,-0.0103,1
0.915,1,0.4428,0
0.3979,0,0.2545,1
0.0594,0,0.0815,0
0.6799,1,0.4028,1
0.894,1,0.6073,0
0.703,1,0.4051,1
0.1156,0,0.0067,0
0.345,0,0.0702,1
0.0765,0,0.1603,0
0.9977,1,0.5817,0
0.1864,0,0.0068,0
0.8613,1,0.6698,0
0.0941,0,0.0063,0
0.0383,0,-0.1156,0
0.8316,1,0.4181,0
0.4411,0,-0.0574,1
0.5323,1,0.3246,1
0.6577,1,0.3942,1
0.1639,0,-0.0857,0
0.433,0,0.042,1
0.1385,0,-0.0844,0
0.2479,0,0.1865,1
0.7393,1,0.2765,1
0.5931,1,0.2765,1
0.1409,0,0.0484,0
0.462,0,-0.0557,1
0.1203,0,0.0521,0
0.5081,1,0.2623,1
0.4076,0,0.1744,1
0.0512,0,-0.0594,0
0.5731,1,0.3653,1
0.0697,0,0.1028,0
0.1591,0,0.0517,0
0.4881,0,-0.0556,1
0.003,0,0.009,0
0.9251,1,0.4964,0
0.2686,0,0.0388,1
0.2021,0,0.0029,1
0.9349,1,0.4221,0
0.1748,0,0.0783,0
0.1416,0,-0.0366,0
0.8256,1,0.7118,0
0.0279,0,0.2134,0
0.0078,0,-0.0056,0
0.7269,1,0.5671,1
0.8654,1,0.4785,0
0.2989,0,0.0358,1
0.6071,1,0.4332,1
0.8733,1,0.3995,0
0.509,1,0.2977,1
0.9415,1,0.772,0
0.0715,0,0.0134,0
0.2317,0,0.1312,1
0.6025,1,0.5167,1
0.0958,0,-0.0773,0
0.0272,0,-0.1599,0
0.016,0,0.1948,0
0.8675,1,0.5352,0
0.4931,0,0.1491,1
0.9651,1,0.588,0
0.2025,0,0.1097,1
0.4445,0,0.2539,1
